,open_GE,high_GE,low_GE,close_GE,volume_GE
2024-04-30 15:12:00,161.7944,161.8143,161.7445,161.7445,9824
2024-04-30 15:13:00,161.7346,161.7744,161.6847,161.7146,8234
2024-04-30 15:14:00,161.6847,161.7744,161.6648,161.7645,10692
2024-04-30 15:15:00,161.7744,161.7744,161.6000,161.6000,8291
2024-04-30 15:16:00,161.6000,161.6647,161.6000,161.6449,9365
2024-04-30 15:17:00,161.6150,161.6648,161.5252,161.5851,9089
2024-04-30 15:18:00,161.5651,161.6050,161.5153,161.5551,9443
2024-04-30 15:19:00,161.5651,161.6050,161.4953,161.5053,8133
2024-04-30 15:20:00,161.5252,161.6349,161.5153,161.6349,7891
2024-04-30 15:21:00,161.6150,161.6150,161.4953,161.5153,6953
2024-04-30 15:22:00,161.4854,161.4904,161.3259,161.3458,13404
2024-04-30 15:23:00,161.3857,161.3957,161.3209,161.3309,5335
2024-04-30 15:24:00,161.3359,161.4355,161.3159,161.4256,10056
2024-04-30 15:25:00,161.4256,161.4953,161.4056,161.4754,7657
2024-04-30 15:26:00,161.4854,161.5053,161.3957,161.5053,7673
2024-04-30 15:27:00,161.5053,161.5053,161.4555,161.5053,8106
2024-04-30 15:28:00,161.5103,161.5352,161.4754,161.5153,8481
2024-04-30 15:29:00,161.5452,161.5601,161.4854,161.4904,6387
2024-04-30 15:30:00,161.5053,161.5452,161.4654,161.5053,13687
2024-04-30 15:31:00,161.5153,161.5352,161.4754,161.5252,8129
2024-04-30 15:32:00,161.5252,161.6050,161.5003,161.5053,9683
2024-04-30 15:33:00,161.4754,161.5328,161.4754,161.5328,10046
2024-04-30 15:34:00,161.5153,161.5352,161.4854,161.4854,9218
2024-04-30 15:35:00,161.5252,161.5452,161.4854,161.5053,10189
2024-04-30 15:36:00,161.5252,161.5448,161.4754,161.4953,8051
2024-04-30 15:37:00,161.4505,161.4654,161.3359,161.4654,10546
2024-04-30 15:38:00,161.4654,161.4953,161.3259,161.4953,15106
2024-04-30 15:39:00,161.5053,161.5851,161.4953,161.5851,10172
2024-04-30 15:40:00,161.5651,161.5850,161.4555,161.4854,16033
2024-04-30 15:41:00,161.4704,161.6049,161.4704,161.5352,7742
2024-04-30 15:42:00,161.5551,161.5551,161.4455,161.4704,6455
2024-04-30 15:43:00,161.4531,161.5053,161.3259,161.3458,12203
2024-04-30 15:44:00,161.3557,161.3957,161.3259,161.3907,10756
2024-04-30 15:45:00,161.3957,161.4555,161.2262,161.2262,14892
2024-04-30 15:46:00,161.2661,161.2661,161.0568,161.1216,27472
2024-04-30 15:47:00,161.1465,161.2062,161.1066,161.1528,18525
2024-04-30 15:48:00,161.1066,161.1664,161.0867,161.1465,10590
2024-04-30 15:49:00,161.1664,161.3957,161.1564,161.3957,18540
2024-04-30 15:50:00,161.3857,161.5252,161.2561,161.5252,25300
2024-04-30 15:51:00,161.5053,161.5751,161.4156,161.4555,17427
2024-04-30 15:52:00,161.4256,161.4355,161.3408,161.3957,15685
2024-04-30 15:53:00,161.3857,161.3857,161.2063,161.3458,31288
2024-04-30 15:54:00,161.3259,161.4256,161.1365,161.1585,28811
2024-04-30 15:55:00,161.1764,161.4377,161.0966,161.3658,39558
2024-04-30 15:56:00,161.3608,161.5751,161.3458,161.4555,67692
2024-04-30 15:57:00,161.4605,161.4854,161.3159,161.4106,51940
2024-04-30 15:58:00,161.4156,161.4654,161.3757,161.3957,74307
2024-04-30 15:59:00,161.3857,161.4355,161.2063,161.2063,181795
2024-04-30 16:00:00,161.2063,161.6219,160.9870,161.2950,2166799
2024-04-30 16:01:00,161.2960,161.7146,161.2960,161.2960,11015
2024-04-30 16:02:00,161.2462,161.7146,161.0867,161.2561,5887
2024-04-30 16:03:00,161.2960,161.2960,161.2960,161.2960,7748
2024-04-30 16:04:00,161.2960,161.2960,161.0867,161.0867,135
2024-04-30 16:05:00,161.0867,161.2960,161.0767,161.2960,2817
2024-04-30 16:06:00,161.2960,161.2960,161.2453,161.2453,4711
2024-04-30 16:07:00,161.2162,161.2461,161.0568,161.2262,449
2024-04-30 16:08:00,161.0568,161.0568,161.0568,161.0568,88
2024-04-30 16:09:00,161.2462,161.2462,161.2462,161.2462,6
2024-04-30 16:10:00,161.2960,161.2960,161.2960,161.2960,978478
2024-04-30 16:11:00,161.2462,161.2462,161.0568,161.0568,22
2024-04-30 16:12:00,161.0568,161.2960,160.9870,160.9870,7419
2024-04-30 16:13:00,160.9870,161.0568,160.9870,160.9870,443
2024-04-30 16:14:00,160.9970,161.2362,160.9970,161.2362,203
2024-04-30 16:15:00,161.2960,161.2960,160.9870,161.2362,40
2024-04-30 16:16:00,160.9870,161.2960,160.9870,161.2960,7965
2024-04-30 16:18:00,160.9870,160.9870,160.9770,160.9870,203
2024-04-30 16:19:00,160.9870,160.9870,160.9870,160.9870,110
2024-04-30 16:22:00,160.9870,160.9970,160.9870,160.9970,122
2024-04-30 16:23:00,161.2362,161.2362,161.2362,161.2362,8
2024-04-30 16:24:00,161.2362,161.2362,161.2362,161.2362,17
2024-04-30 16:25:00,161.2162,161.2162,160.9870,160.9870,30
2024-04-30 16:27:00,161.0867,161.0867,161.0867,161.0867,11
2024-04-30 16:29:00,161.2262,161.2362,161.2262,161.2362,16
2024-04-30 16:31:00,161.2162,161.2162,161.2162,161.2162,82
2024-04-30 16:32:00,161.0867,161.0867,161.0867,161.0867,30
2024-04-30 16:33:00,161.0867,161.0867,161.0269,161.0269,10
2024-04-30 16:34:00,161.2297,161.2297,161.2297,161.2297,1
2024-04-30 16:35:00,161.2362,161.2362,161.2362,161.2362,20
2024-04-30 16:37:00,160.9870,160.9870,160.9870,160.9870,10
2024-04-30 16:38:00,161.0767,161.0767,161.0767,161.0767,2
2024-04-30 16:39:00,161.0368,161.0368,160.9770,160.9770,110
2024-04-30 16:40:00,161.2362,161.2362,161.2362,161.2362,3
2024-04-30 16:44:00,161.1764,161.2362,161.1764,161.2362,6
2024-04-30 16:48:00,161.0767,161.0767,161.0767,161.0767,2
2024-04-30 16:49:00,161.2362,161.2362,160.9770,160.9770,137
2024-04-30 16:50:00,160.9770,160.9770,160.9770,160.9770,1
2024-04-30 16:52:00,161.2362,161.2362,161.2362,161.2362,1
2024-04-30 16:54:00,161.2262,161.2262,161.2262,161.2262,4
2024-04-30 16:56:00,161.0867,161.0867,161.0069,161.0069,263
2024-04-30 16:57:00,161.0069,161.0069,161.0069,161.0069,3
2024-04-30 16:59:00,161.0069,161.0069,161.0069,161.0069,15
2024-04-30 17:01:00,161.0767,161.0767,161.0767,161.0767,7
2024-04-30 17:03:00,161.0069,161.0568,161.0069,161.0568,49
2024-04-30 17:04:00,161.0767,161.0767,161.0767,161.0767,1
2024-04-30 17:09:00,161.0069,161.0069,161.0069,161.0069,2
2024-04-30 17:10:00,161.0081,161.0081,161.0081,161.0081,2
2024-04-30 17:11:00,161.0269,161.2960,160.9770,161.2960,23642
2024-04-30 17:14:00,161.0867,161.0867,160.8774,160.8774,28
2024-04-30 17:16:00,161.0767,161.0767,161.0767,161.0767,2
2024-04-30 17:17:00,161.0767,161.0767,161.0767,161.0767,139
2024-04-30 17:18:00,161.0867,161.0867,161.0867,161.0867,2
2024-04-30 17:19:00,161.0767,161.0767,161.0767,161.0767,2
2024-04-30 17:20:00,161.0767,161.0767,161.0767,161.0767,1
2024-04-30 17:23:00,161.0769,161.0769,161.0768,161.0768,125
2024-04-30 17:24:00,161.2362,161.2362,161.2362,161.2362,361
2024-04-30 17:25:00,161.2362,161.2362,160.8774,160.9870,141
2024-04-30 17:26:00,160.9770,160.9770,160.9770,160.9770,10
2024-04-30 17:30:00,161.0867,161.0867,161.0867,161.0867,3
2024-04-30 17:31:00,161.2362,161.2362,161.2362,161.2362,21
2024-04-30 17:35:00,161.2960,161.2960,161.2960,161.2960,6800
2024-04-30 17:36:00,161.2362,161.2362,161.2362,161.2362,1
2024-04-30 17:37:00,160.9272,160.9272,160.9272,160.9272,7
2024-04-30 17:39:00,160.9770,160.9770,160.9770,160.9770,1
2024-04-30 17:40:00,161.0767,161.0767,161.0767,161.0767,12
2024-04-30 17:42:00,160.9770,161.0767,160.9770,161.0767,30
2024-04-30 17:43:00,161.0169,161.0169,160.9770,160.9770,188
2024-04-30 17:44:00,160.9770,160.9770,160.9372,160.9372,20
2024-04-30 17:46:00,160.9770,160.9770,160.9770,160.9770,5
2024-04-30 17:47:00,160.9770,160.9770,160.9770,160.9770,2
2024-04-30 17:48:00,160.9272,160.9272,160.9272,160.9272,1
2024-04-30 17:49:00,160.9272,160.9272,160.9272,160.9272,1
2024-04-30 17:50:00,160.9372,160.9372,160.9372,160.9372,88
2024-04-30 17:51:00,160.9671,160.9671,160.9281,160.9281,65
2024-04-30 17:52:00,161.0767,161.0767,161.0767,161.0767,2
2024-04-30 17:54:00,160.9272,161.0667,160.9272,161.0667,10
2024-04-30 17:58:00,160.9671,160.9770,160.9671,160.9770,20
2024-04-30 18:01:00,160.9272,160.9272,160.9272,160.9272,1
2024-04-30 18:02:00,160.9770,160.9770,160.9770,160.9770,3
2024-04-30 18:03:00,161.0767,161.0767,161.0767,161.0767,1
2024-04-30 18:05:00,161.0767,161.0767,160.9770,160.9770,32
2024-04-30 18:07:00,160.9372,160.9372,160.9372,160.9372,147
2024-04-30 18:09:00,160.9279,160.9279,160.9279,160.9279,5
2024-04-30 18:11:00,161.0767,161.0767,161.0767,161.0767,10
2024-04-30 18:12:00,160.9272,160.9272,160.9272,160.9272,14
2024-04-30 18:15:00,161.0169,161.0767,160.9671,160.9770,66
2024-04-30 18:16:00,160.9770,160.9770,160.8275,160.8275,139
2024-04-30 18:17:00,160.9372,160.9372,160.9372,160.9372,2
2024-04-30 18:18:00,160.9272,160.9272,160.9272,160.9272,1
2024-04-30 18:20:00,160.9770,160.9870,160.9770,160.9870,11
2024-04-30 18:21:00,160.9786,160.9786,160.9786,160.9786,50
2024-04-30 18:23:00,160.9870,160.9870,160.9870,160.9870,13
2024-04-30 18:24:00,160.9770,160.9770,160.9770,160.9770,6
2024-04-30 18:26:00,161.0766,161.0766,161.0766,161.0766,1
2024-04-30 18:27:00,160.9770,160.9770,160.9770,160.9770,125
2024-04-30 18:28:00,160.9770,160.9770,160.9770,160.9770,494
2024-04-30 18:30:00,161.2960,161.2960,160.9272,160.9272,978480
2024-04-30 18:36:00,160.8275,161.0767,160.8275,161.0767,15
2024-04-30 18:39:00,160.8275,160.8275,160.8275,160.8275,1
2024-04-30 18:40:00,160.8275,161.0269,160.8275,160.8774,127
2024-04-30 18:41:00,161.0767,161.0767,161.0767,161.0767,5
2024-04-30 18:44:00,160.8275,160.8275,160.8275,160.8275,1
2024-04-30 18:47:00,160.8275,160.8275,160.8275,160.8275,1
2024-04-30 18:49:00,160.8275,161.0767,160.7876,160.7876,4
2024-04-30 18:52:00,160.9272,160.9272,160.9272,160.9272,110
2024-04-30 18:56:00,160.9770,160.9770,160.9770,160.9770,300
2024-04-30 18:57:00,161.0767,161.0767,161.0767,161.0767,2
2024-04-30 19:00:00,161.2960,161.2960,160.9770,161.0767,978538
2024-04-30 19:02:00,160.9671,160.9770,160.9671,160.9770,77
2024-04-30 19:03:00,161.0767,161.0767,161.0767,161.0767,107
2024-04-30 19:04:00,160.9870,161.1066,160.9870,161.1066,15
2024-04-30 19:06:00,161.0767,161.0767,161.0767,161.0767,2
2024-04-30 19:10:00,160.9770,160.9770,160.9770,160.9770,3
2024-04-30 19:13:00,161.2362,161.2362,161.2362,161.2362,2
2024-04-30 19:14:00,160.9770,160.9770,160.9770,160.9770,1
2024-04-30 19:18:00,161.2362,161.2362,161.2362,161.2362,100
2024-04-30 19:19:00,161.0767,161.0767,161.0767,161.0767,10
2024-04-30 19:20:00,160.9870,160.9870,160.9870,160.9870,7
2024-04-30 19:24:00,161.0667,161.0767,160.9770,160.9770,17
2024-04-30 19:25:00,160.9870,160.9870,160.9770,160.9770,64
2024-04-30 19:27:00,161.2362,161.2362,161.2362,161.2362,1
2024-04-30 19:30:00,161.2362,161.2362,161.2362,161.2362,50
2024-04-30 19:33:00,161.1066,161.1066,161.1066,161.1066,2
2024-04-30 19:36:00,161.1166,161.1166,161.1166,161.1166,50
2024-04-30 19:38:00,160.9770,161.1066,160.9770,161.1066,10
2024-04-30 19:42:00,161.0269,161.1265,161.0269,161.1265,40
2024-04-30 19:44:00,161.0269,161.0269,161.0269,161.0269,4
2024-04-30 19:46:00,161.0269,161.0269,161.0269,161.0269,1
2024-04-30 19:48:00,161.0269,161.0269,161.0269,161.0269,20
2024-04-30 19:50:00,161.0269,161.0269,161.0269,161.0269,50
2024-04-30 19:53:00,161.1066,161.1166,161.1066,161.1166,3
2024-04-30 19:58:00,161.1066,161.2362,161.1066,161.2362,11
2024-04-30 19:59:00,160.9272,161.4617,160.9272,161.4617,17
2024-05-01 04:00:00,160.9970,160.9970,160.9770,160.9770,8
2024-05-01 04:24:00,161.4654,161.4654,161.4654,161.4654,1
2024-05-01 04:30:00,161.4754,161.4754,161.4754,161.4754,6
2024-05-01 04:49:00,161.4754,161.4854,161.4754,161.4854,6
2024-05-01 04:52:00,161.7545,161.9439,161.7545,161.9439,40
2024-05-01 04:53:00,162.0635,162.1333,162.0635,162.1333,22
2024-05-01 05:33:00,161.4754,161.4754,161.4754,161.4754,1
2024-05-01 05:41:00,161.3757,161.3757,161.3757,161.3757,3
2024-05-01 05:42:00,161.3757,161.3757,161.3757,161.3757,3
2024-05-01 05:44:00,161.3757,161.3757,161.3757,161.3757,47
2024-05-01 05:47:00,161.3757,161.6748,161.3757,161.6748,3
2024-05-01 05:49:00,161.3060,161.3060,161.3060,161.3060,50
2024-05-01 05:50:00,161.2960,161.2960,161.2960,161.2960,63
2024-05-01 05:51:00,161.6748,161.8940,161.2761,161.8940,150
2024-05-01 05:52:00,161.6648,161.8940,161.6648,161.8940,150
2024-05-01 05:53:00,161.4754,162.0635,161.4754,162.0635,252
2024-05-01 05:55:00,161.7246,161.8940,161.7246,161.8940,150
2024-05-01 05:56:00,161.8940,161.8940,161.8940,161.8940,150
2024-05-01 05:57:00,161.8143,161.8940,161.8143,161.8940,150
2024-05-01 05:59:00,161.8940,161.8940,161.8940,161.8940,52
2024-05-01 06:00:00,162.0735,162.0735,162.0735,162.0735,20
2024-05-01 06:01:00,162.0635,162.0635,161.8940,161.9040,139
2024-05-01 06:02:00,161.8741,162.0735,161.8741,162.0735,408
2024-05-01 06:03:00,162.4423,162.6915,162.4423,162.6915,68
2024-05-01 06:04:00,162.6416,162.6416,162.6416,162.6416,30
2024-05-01 06:05:00,162.6715,162.9107,162.6715,162.9107,56
2024-05-01 06:06:00,163.2895,163.2895,163.2895,163.2895,30
2024-05-01 06:07:00,163.2895,163.2895,163.2895,163.2895,5
2024-05-01 06:08:00,163.1599,163.1599,162.9107,163.0702,186
2024-05-01 06:10:00,162.8210,162.8210,162.8210,162.8210,12
2024-05-01 06:15:00,162.7712,162.7712,162.7712,162.7712,10
2024-05-01 06:17:00,162.6715,162.6715,162.6715,162.6715,3
2024-05-01 06:20:00,162.4622,162.4622,162.4622,162.4622,1
2024-05-01 06:24:00,161.9140,161.9140,161.9140,161.9140,10
2024-05-01 06:30:00,162.4223,162.4223,162.4223,162.4223,26
2024-05-01 06:31:00,162.3725,162.3725,162.3725,162.3725,2
2024-05-01 06:40:00,161.8641,161.8641,161.8641,161.8641,100
2024-05-01 06:41:00,161.8542,161.9140,161.6748,161.6748,14
2024-05-01 06:44:00,161.6947,161.6947,161.4754,161.4754,41
2024-05-01 06:45:00,161.4854,161.4854,161.4854,161.4854,2
2024-05-01 06:47:00,161.4953,161.4953,161.4953,161.4953,10
2024-05-01 06:49:00,161.4854,161.4854,161.4854,161.4854,1
2024-05-01 06:51:00,161.4754,161.4754,161.4754,161.4754,2
2024-05-01 06:54:00,161.4754,161.4754,161.4754,161.4754,17
2024-05-01 06:58:00,161.6050,161.6050,161.6050,161.6050,4
2024-05-01 07:00:00,161.4953,161.4953,161.4555,161.4555,54
2024-05-01 07:04:00,161.4654,161.4654,161.4654,161.4654,2
2024-05-01 07:05:00,161.4654,161.4654,161.4355,161.4355,55
2024-05-01 07:07:00,161.4256,161.4355,161.4256,161.4355,50
2024-05-01 07:08:00,161.1465,161.1764,160.9770,161.0667,250
2024-05-01 07:09:00,160.9770,160.9770,160.9272,160.9372,14
2024-05-01 07:10:00,160.8474,160.8474,160.8474,160.8474,35
2024-05-01 07:12:00,160.9272,160.9272,160.9272,160.9272,2
2024-05-01 07:14:00,161.0468,161.0468,161.0468,161.0468,50
2024-05-01 07:16:00,161.0468,161.0468,161.0468,161.0468,2
2024-05-01 07:17:00,161.0069,161.0069,160.9272,160.9272,290
2024-05-01 07:21:00,160.9372,160.9372,160.9372,160.9372,1
2024-05-01 07:30:00,160.9372,160.9372,160.8774,160.9272,304
2024-05-01 07:32:00,160.8774,160.8774,160.7478,160.7478,3012
2024-05-01 07:39:00,160.7478,160.7876,160.7278,160.7876,126
2024-05-01 07:46:00,160.9073,160.9073,160.9073,160.9073,15
2024-05-01 07:47:00,160.7478,160.7478,160.7478,160.7478,3
2024-05-01 07:53:00,160.7079,160.7278,160.7079,160.7278,9
2024-05-01 07:54:00,160.6780,160.6780,160.6481,160.6481,35
2024-05-01 07:55:00,160.6780,160.6780,160.5983,160.5983,51
2024-05-01 08:00:00,161.8741,162.6266,160.4786,160.8999,916
2024-05-01 08:01:00,160.4787,160.6082,160.4787,160.6082,254
2024-05-01 08:02:00,160.4851,161.2960,160.4851,161.2960,24
2024-05-01 08:03:00,161.2960,161.2960,160.4786,160.4786,8
2024-05-01 08:04:00,161.3558,161.3558,160.4786,161.1963,49
2024-05-01 08:05:00,161.2661,161.2661,161.0867,161.0867,53
2024-05-01 08:07:00,160.8275,160.8275,160.8275,160.8275,200
2024-05-01 08:08:00,160.4786,160.4786,160.4786,160.4786,2
2024-05-01 08:13:00,160.7777,160.8275,160.5783,160.5783,662
2024-05-01 08:19:00,160.6082,160.6082,160.6082,160.6082,30
2024-05-01 08:20:00,161.0269,161.0269,161.0269,161.0269,2
2024-05-01 08:21:00,160.4786,160.4786,160.4786,160.4786,1
2024-05-01 08:24:00,160.8774,160.8774,160.8774,160.8774,1
2024-05-01 08:25:00,160.4786,160.4786,160.4786,160.4786,24
2024-05-01 08:32:00,160.5185,161.0269,160.5185,160.9671,1180
2024-05-01 08:33:00,160.9870,161.0269,160.9770,160.9770,351
2024-05-01 08:34:00,161.0269,161.0269,161.0269,161.0269,30
2024-05-01 08:36:00,160.8973,161.0269,160.8973,161.0269,192
2024-05-01 08:37:00,161.3857,161.3857,161.3857,161.3857,3
2024-05-01 08:39:00,161.3757,161.3757,161.3757,161.3757,21
2024-05-01 08:44:00,161.1764,161.3658,160.9870,161.3658,13
2024-05-01 08:46:00,161.3757,161.3757,161.0209,161.0209,18
2024-05-01 08:48:00,161.1664,161.1664,161.1664,161.1664,4
2024-05-01 08:49:00,161.0767,161.3757,161.0767,161.3757,2
2024-05-01 08:50:00,161.3757,161.3757,161.3757,161.3757,10
2024-05-01 08:52:00,161.3757,161.3757,161.3757,161.3757,3
2024-05-01 08:55:00,161.1664,161.1863,161.1664,161.1863,13
2024-05-01 08:56:00,161.3757,161.3757,161.0767,161.0767,13
2024-05-01 08:57:00,161.1764,161.2162,161.1764,161.1764,13
2024-05-01 08:58:00,161.3259,161.3259,161.1465,161.1465,69
2024-05-01 09:00:00,161.3259,161.3259,161.1465,161.1465,15
2024-05-01 09:02:00,160.4786,161.1764,160.4786,161.1764,45
2024-05-01 09:03:00,161.2960,161.2960,161.2960,161.2960,13
2024-05-01 09:04:00,161.3259,161.3259,161.3259,161.3259,1
2024-05-01 09:05:00,161.3259,161.3259,161.2960,161.2960,38
2024-05-01 09:07:00,160.4786,161.3259,160.4786,161.3259,7
2024-05-01 09:10:00,161.3259,161.3259,161.3259,161.3259,35
2024-05-01 09:11:00,161.3259,161.3259,161.3259,161.3259,25
2024-05-01 09:12:00,161.3259,161.3259,161.3259,161.3259,4
2024-05-01 09:13:00,161.3159,161.3159,161.3159,161.3159,2
2024-05-01 09:14:00,161.3209,161.3209,161.3209,161.3209,30
2024-05-01 09:16:00,160.7079,160.7079,160.7079,160.7079,50
2024-05-01 09:18:00,161.1066,161.1066,161.1066,161.1066,20
2024-05-01 09:19:00,161.3259,161.3259,161.2860,161.2860,7
2024-05-01 09:20:00,161.3159,161.3259,161.0269,161.0269,51
2024-05-01 09:21:00,161.3159,161.3159,161.2960,161.2960,101
2024-05-01 09:23:00,161.2960,161.2960,161.2960,161.2960,2
2024-05-01 09:24:00,161.3259,161.3259,161.3259,161.3259,6
2024-05-01 09:25:00,161.0767,161.3209,161.0767,161.3209,151
2024-05-01 09:27:00,161.0767,161.3857,160.7079,160.7079,267
2024-05-01 09:28:00,161.5252,162.2230,161.3857,162.2230,1172
2024-05-01 09:30:00,162.0436,162.4722,161.7047,162.4323,71391
2024-05-01 09:31:00,162.4921,162.7612,162.2130,162.6815,12886
2024-05-01 09:32:00,162.6217,162.7711,162.2130,162.5120,25236
2024-05-01 09:33:00,162.4723,162.7114,162.3127,162.5619,20581
2024-05-01 09:34:00,162.4722,162.7214,162.4722,162.4921,23440
2024-05-01 09:35:00,162.4921,162.5320,162.2628,162.2628,8202
2024-05-01 09:36:00,162.0186,162.1233,161.6695,161.8143,12641
2024-05-01 09:37:00,161.8143,161.8442,161.4953,161.6748,12684
2024-05-01 09:38:00,161.7645,161.8342,161.5053,161.5352,14788
2024-05-01 09:39:00,161.5352,161.6349,161.3707,161.4555,13936
2024-05-01 09:40:00,161.3957,161.4256,161.1714,161.2462,20730
2024-05-01 09:41:00,161.1714,161.6648,161.1714,161.3259,27847
2024-05-01 09:42:00,161.2662,161.6598,161.2662,161.5252,12680
2024-05-01 09:43:00,161.5801,161.7445,161.3359,161.3359,9160
2024-05-01 09:44:00,161.3857,161.5251,161.2312,161.2312,7978
2024-05-01 09:45:00,161.1764,161.4455,161.1366,161.4306,6103
2024-05-01 09:46:00,161.4256,161.8142,161.3757,161.8142,3561
2024-05-01 09:47:00,161.7445,161.8691,161.6648,161.6648,8950
2024-05-01 09:48:00,161.7346,161.7645,161.5665,161.6150,5380
2024-05-01 09:49:00,161.5851,161.6249,161.4355,161.4355,15972
2024-05-01 09:50:00,161.4904,161.5053,161.3259,161.3359,5537
2024-05-01 09:51:00,161.3766,161.5053,161.3658,161.4106,6719
2024-05-01 09:52:00,161.4355,161.4704,161.2162,161.2262,6870
2024-05-01 09:53:00,161.2362,161.3558,161.1265,161.3259,9155
2024-05-01 09:54:00,161.3159,161.3259,160.9172,160.9372,17756
2024-05-01 09:55:00,160.9471,160.9471,160.5783,160.6182,13562
2024-05-01 09:56:00,160.6282,160.7039,160.0600,160.2494,57772
2024-05-01 09:57:00,160.2494,160.3790,159.9902,160.0799,46748
2024-05-01 09:58:00,160.0700,160.1996,159.8357,159.9005,91354
2024-05-01 09:59:00,159.8856,160.1996,159.8557,160.0899,45096
2024-05-01 10:00:00,160.1298,160.4388,159.6314,159.6414,26037
2024-05-01 10:01:00,159.6912,159.8906,159.5317,159.6115,24440
2024-05-01 10:02:00,159.6065,159.6214,159.3224,159.4520,27590
2024-05-01 10:03:00,159.4370,159.5616,159.2726,159.2825,26296
2024-05-01 10:04:00,159.2726,159.3075,158.9835,159.0234,34660
2024-05-01 10:05:00,159.0234,159.2925,158.9935,159.1878,14097
2024-05-01 10:06:00,159.2128,159.7161,159.2128,159.7161,29201
2024-05-01 10:07:00,159.7161,159.8595,159.6414,159.6513,10792
2024-05-01 10:08:00,159.6314,159.8308,159.5716,159.5716,14867
2024-05-01 10:09:00,159.5915,159.6414,159.4619,159.5417,13070
2024-05-01 10:10:00,159.5417,159.5417,159.2626,159.3174,23214
2024-05-01 10:11:00,159.2825,159.4919,159.1619,159.4619,12666
2024-05-01 10:12:00,159.4420,159.4420,159.1928,159.2227,11867
2024-05-01 10:13:00,159.1829,159.7211,159.1230,159.6862,15998
2024-05-01 10:14:00,159.7311,159.7610,159.4819,159.5317,26569
2024-05-01 10:15:00,159.5417,159.6713,159.4320,159.5616,7974
2024-05-01 10:16:00,159.5467,159.6314,159.4619,159.5616,12921
2024-05-01 10:17:00,159.5915,159.7012,159.4021,159.5018,9647
2024-05-01 10:18:00,159.5517,159.5915,159.4221,159.5417,10169
2024-05-01 10:19:00,159.5118,159.5716,159.3722,159.4919,8221
2024-05-01 10:20:00,159.5218,159.5613,159.3623,159.3822,8496
2024-05-01 10:21:00,159.3623,159.5517,159.3623,159.4520,12832
2024-05-01 10:22:00,159.4520,159.5272,159.4171,159.4919,7301
2024-05-01 10:23:00,159.4968,159.7361,159.4968,159.7012,31037
2024-05-01 10:24:00,159.6713,159.6713,159.3124,159.3423,6620
2024-05-01 10:25:00,159.3623,159.4221,159.2526,159.3623,6099
2024-05-01 10:26:00,159.3623,159.3623,159.2327,159.3025,4200
2024-05-01 10:27:00,159.3324,159.5517,159.2925,159.5517,6584
2024-05-01 10:28:00,159.5417,159.6158,159.4021,159.4021,10034
2024-05-01 10:29:00,159.4121,159.5317,159.2925,159.4320,18667
2024-05-01 10:30:00,159.4221,159.5816,159.4221,159.5018,20910
2024-05-01 10:31:00,159.4520,159.4619,159.3224,159.3224,7425
2024-05-01 10:32:00,159.3025,159.4520,159.2626,159.4320,6719
2024-05-01 10:33:00,159.4121,159.5168,159.3224,159.3822,9591
2024-05-01 10:34:00,159.3722,159.5218,159.3025,159.5218,7970
2024-05-01 10:35:00,159.5118,159.7610,159.4919,159.7261,6597
2024-05-01 10:36:00,159.7279,159.8308,159.7211,159.8008,7513
2024-05-01 10:37:00,159.8008,159.8806,159.7460,159.8607,4196
2024-05-01 10:38:00,159.8607,159.9205,159.7709,159.7909,9599
2024-05-01 10:39:00,159.7909,159.8258,159.7510,159.7909,7172
2024-05-01 10:40:00,159.8308,159.8308,159.6015,159.7610,4890
2024-05-01 10:41:00,159.7959,159.8607,159.7062,159.8407,8280
2024-05-01 10:42:00,159.8008,159.8308,159.7410,159.7809,3482
2024-05-01 10:43:00,159.7709,159.8058,159.7161,159.8008,9891
2024-05-01 10:44:00,159.8008,159.9703,159.8008,159.8208,9919
2024-05-01 10:45:00,159.8108,159.8208,159.5816,159.5816,7581
2024-05-01 10:46:00,159.5417,159.6912,159.5417,159.6314,5108
2024-05-01 10:47:00,159.6314,159.6414,159.4669,159.6015,11154
2024-05-01 10:48:00,159.6015,159.7610,159.5797,159.7510,5846
2024-05-01 10:49:00,159.7311,159.9105,159.7311,159.8108,14830
2024-05-01 10:50:00,159.8407,159.9603,159.8108,159.9603,17308
2024-05-01 10:51:00,159.9556,160.0102,159.7959,159.8108,10412
2024-05-01 10:52:00,159.7809,159.9952,159.7809,159.9852,6895
2024-05-01 10:53:00,160.0002,160.0500,159.9504,159.9803,3963
2024-05-01 10:54:00,160.0102,160.1497,159.9703,160.0201,5647
2024-05-01 10:55:00,160.0700,160.1896,160.0301,160.1696,5821
2024-05-01 10:56:00,160.1497,160.2095,159.9504,160.0600,15593
2024-05-01 10:57:00,160.0799,160.1198,160.0029,160.0600,3984
2024-05-01 10:58:00,160.0799,160.0899,159.9105,159.9205,3977
2024-05-01 10:59:00,159.9404,159.9902,159.9105,159.9504,5047
2024-05-01 11:00:00,160.0102,160.0102,159.7610,159.8108,4934
2024-05-01 11:01:00,159.7610,159.8208,159.7012,159.7111,4710
2024-05-01 11:02:00,159.7161,159.7161,159.6065,159.6414,4512
2024-05-01 11:03:00,159.6015,159.6214,159.3922,159.4618,23248
2024-05-01 11:04:00,159.3922,159.4420,159.3025,159.4021,10974
2024-05-01 11:05:00,159.3972,159.5018,159.3922,159.4619,8647
