,open_DE,high_DE,low_DE,close_DE,volume_DE
2024-05-23 15:01:00,376.3782,376.6164,376.3782,376.6164,2458
2024-05-23 15:02:00,376.4676,376.4676,376.4576,376.4576,1457
2024-05-23 15:03:00,376.3782,376.3782,376.3385,376.3683,1049
2024-05-23 15:04:00,376.3906,376.3906,376.3906,376.3906,475
2024-05-23 15:05:00,376.4378,376.6661,376.3584,376.6661,5692
2024-05-23 15:06:00,376.6214,376.7157,376.4576,376.7157,3144
2024-05-23 15:07:00,376.5073,376.7157,376.5073,376.6760,2775
2024-05-23 15:09:00,376.7356,376.7753,376.7356,376.7753,2088
2024-05-23 15:10:00,376.7852,376.8050,376.7852,376.8050,1008
2024-05-23 15:11:00,376.6760,376.7256,376.6413,376.6413,3329
2024-05-23 15:12:00,376.6859,376.9043,376.6164,376.8646,5129
2024-05-23 15:13:00,376.8646,376.8844,376.7385,376.8398,2434
2024-05-23 15:14:00,376.8348,376.9738,376.7356,376.8249,3907
2024-05-23 15:15:00,377.0135,377.0433,376.9837,377.0433,1644
2024-05-23 15:16:00,377.0730,377.2467,377.0730,377.2328,3942
2024-05-23 15:17:00,377.2318,377.2318,377.2021,377.2021,1221
2024-05-23 15:18:00,377.3013,377.4800,377.3013,377.4800,2976
2024-05-23 15:19:00,377.4800,377.4800,377.3212,377.3212,1509
2024-05-23 15:20:00,377.5098,377.6686,377.5098,377.6686,1819
2024-05-23 15:21:00,377.5693,377.5693,377.5296,377.5296,2849
2024-05-23 15:22:00,377.5020,377.5693,377.4502,377.5693,2500
2024-05-23 15:23:00,377.4403,377.4790,377.4304,377.4790,1762
2024-05-23 15:24:00,377.4974,377.5991,377.4974,377.5338,2622
2024-05-23 15:25:00,377.5792,377.6884,377.5792,377.6785,1157
2024-05-23 15:26:00,377.6686,377.7579,377.6686,377.7579,1567
2024-05-23 15:27:00,377.6487,377.6587,377.6190,377.6190,2802
2024-05-23 15:29:00,377.7778,377.8472,377.6884,377.7827,3820
2024-05-23 15:30:00,377.6984,377.7182,377.4204,377.5394,6539
2024-05-23 15:31:00,377.3112,377.3112,377.2914,377.3112,1894
2024-05-23 15:32:00,377.3410,377.4899,377.3410,377.4899,2433
2024-05-23 15:33:00,377.5395,377.7381,377.4701,377.5980,7180
2024-05-23 15:34:00,377.6041,377.6041,377.4502,377.4502,1954
2024-05-23 15:35:00,377.5792,377.5792,377.5792,377.5792,1389
2024-05-23 15:36:00,377.6090,377.6587,377.5792,377.5792,1003
2024-05-23 15:37:00,377.5296,377.5395,377.2616,377.3372,7034
2024-05-23 15:38:00,377.2616,377.2616,377.1425,377.2418,1595
2024-05-23 15:39:00,377.1276,377.2815,377.0333,377.1673,3846
2024-05-23 15:40:00,377.2021,377.2219,377.2021,377.2219,1251
2024-05-23 15:41:00,377.2616,377.2616,377.0433,377.0433,3683
2024-05-23 15:42:00,377.1524,377.2120,377.1524,377.2120,2668
2024-05-23 15:43:00,377.2715,377.2715,377.1822,377.2102,1394
2024-05-23 15:44:00,377.2120,377.2914,377.1723,377.1723,3908
2024-05-23 15:45:00,377.1971,377.1971,376.9539,376.9539,6328
2024-05-23 15:46:00,376.9936,376.9986,376.9440,376.9440,1920
2024-05-23 15:47:00,376.9241,377.0135,376.8323,376.9738,4625
2024-05-23 15:48:00,377.0184,377.0184,377.0184,377.0184,1252
2024-05-23 15:49:00,377.0333,377.1921,377.0035,377.1624,6268
2024-05-23 15:50:00,377.2219,377.3013,377.0532,377.2318,8681
2024-05-23 15:51:00,377.1624,377.1624,376.8050,376.8050,8592
2024-05-23 15:52:00,376.8348,376.9539,376.7852,376.9241,6347
2024-05-23 15:53:00,376.9638,377.1276,376.9241,377.1276,4205
2024-05-23 15:54:00,377.2120,377.2418,377.1227,377.2418,7959
2024-05-23 15:55:00,377.3212,377.3609,376.6760,376.6760,14078
2024-05-23 15:56:00,376.6760,376.6859,376.4676,376.4874,13856
2024-05-23 15:57:00,376.4775,376.5867,376.4278,376.5470,10357
2024-05-23 15:58:00,376.6164,377.0135,376.5370,376.7653,30278
2024-05-23 15:59:00,376.8249,376.8249,375.9117,376.4576,49348
2024-05-23 16:00:00,376.4576,376.5569,376.4278,376.4278,427888
2024-05-23 16:01:00,376.4278,376.4278,376.4278,376.4278,1499
2024-05-23 16:02:00,376.4278,376.4278,375.7529,376.4278,4532
2024-05-23 16:03:00,376.4278,377.8770,376.4278,377.8770,136
2024-05-23 16:04:00,377.8770,377.8770,377.8770,377.8770,2
2024-05-23 16:05:00,377.9267,377.9267,377.9267,377.9267,1
2024-05-23 16:07:00,376.4278,376.4278,376.4278,376.4278,3
2024-05-23 16:10:00,376.4278,376.4278,376.4278,376.4278,201313
2024-05-23 16:11:00,376.4278,376.4278,376.4278,376.4278,6
2024-05-23 16:15:00,376.4278,376.4278,376.4278,376.4278,1
2024-05-23 16:18:00,376.3881,376.6958,376.3881,376.6958,6
2024-05-23 16:19:00,378.0714,378.0714,378.0714,378.0714,12
2024-05-23 16:20:00,376.4278,376.4278,375.7132,375.7132,1394
2024-05-23 16:34:00,377.9267,377.9267,377.9267,377.9267,1
2024-05-23 16:36:00,377.8671,377.8671,377.8671,377.8671,1
2024-05-23 16:51:00,376.7852,376.7852,376.7852,376.7852,1
2024-05-23 16:53:00,376.7852,376.7852,376.7852,376.7852,5
2024-05-23 16:54:00,376.7852,377.8671,376.7852,376.7901,11
2024-05-23 16:55:00,376.4278,376.7901,376.4278,376.7901,25460
2024-05-23 17:01:00,376.7852,376.7852,376.7852,376.7852,5
2024-05-23 17:02:00,376.6859,376.6859,376.6859,376.6859,20
2024-05-23 17:09:00,376.7852,376.7852,375.9911,376.6859,17
2024-05-23 17:17:00,376.3981,376.3981,376.3981,376.3981,2
2024-05-23 17:24:00,375.9911,375.9911,375.9911,375.9911,3
2024-05-23 17:40:00,376.7356,376.7356,376.7356,376.7356,1
2024-05-23 17:45:00,376.7356,376.7356,376.7356,376.7356,1
2024-05-23 17:48:00,376.7395,376.7395,376.7395,376.7395,50
2024-05-23 17:53:00,376.8844,376.8844,376.8844,376.8844,5
2024-05-23 17:55:00,376.8844,376.8844,376.8844,376.8844,10
2024-05-23 17:56:00,376.8844,376.8844,376.6363,376.6363,23
2024-05-23 17:59:00,376.6363,376.6363,376.6363,376.6363,1
2024-05-23 18:10:00,376.8249,376.8348,376.8249,376.8348,15
2024-05-23 18:27:00,376.8844,376.8844,376.8844,376.8844,2
2024-05-23 18:30:00,376.4278,376.4477,376.1797,376.4080,201357
2024-05-23 18:33:00,376.8844,376.8844,376.8844,376.8844,11
2024-05-23 18:35:00,376.4080,376.4378,376.4080,376.4378,21
2024-05-23 18:38:00,376.8348,376.8348,376.8348,376.8348,1
2024-05-23 18:43:00,376.3782,376.4378,376.3782,376.4378,2
2024-05-23 18:46:00,376.8844,376.8844,376.8844,376.8844,12
2024-05-23 18:58:00,376.8844,376.8844,376.8844,376.8844,5
2024-05-23 19:00:00,376.4278,376.4278,376.4278,376.4278,201313
2024-05-23 19:04:00,376.4576,376.4576,376.4576,376.4576,10
2024-05-23 19:12:00,375.9911,375.9911,375.9911,375.9911,1
2024-05-23 19:15:00,376.8348,376.8348,376.8348,376.8348,1
2024-05-23 19:27:00,376.0010,376.0010,376.0010,376.0010,3
2024-05-23 19:37:00,376.4278,376.4278,376.4278,376.4278,1
2024-05-23 19:43:00,376.4278,376.4278,376.4278,376.4278,30
2024-05-23 19:51:00,377.2517,377.2517,377.2517,377.2517,1
2024-05-24 04:03:00,377.1822,377.1822,377.1822,377.1822,30
2024-05-24 05:07:00,376.4477,376.4477,376.4477,376.4477,3
2024-05-24 08:00:00,377.6190,397.8578,374.2045,376.4278,24
2024-05-24 08:01:00,376.4278,378.8597,376.4278,378.8597,43
2024-05-24 08:02:00,376.4278,377.1822,376.4278,377.1822,11
2024-05-24 08:16:00,378.8696,378.8696,378.8696,378.8696,2
2024-05-24 08:34:00,377.9763,377.9763,377.9763,377.9763,5
2024-05-24 08:35:00,377.9763,377.9763,377.9763,377.9763,10
2024-05-24 08:36:00,377.9763,377.9763,377.9763,377.9763,10
2024-05-24 08:37:00,378.0656,378.0656,378.0656,378.0656,9
2024-05-24 08:38:00,378.0755,378.0755,378.0755,378.0755,10
2024-05-24 08:39:00,378.0855,378.0855,378.0855,378.0855,10
2024-05-24 08:40:00,378.0855,378.0855,378.0855,378.0855,100
2024-05-24 08:41:00,378.0755,378.0755,378.0755,378.0755,10
2024-05-24 08:43:00,378.6711,378.6711,378.6711,378.6711,10
2024-05-24 08:47:00,378.2542,378.2542,378.2542,378.2542,7
2024-05-24 08:48:00,378.2344,378.2344,378.2344,378.2344,10
2024-05-24 08:50:00,377.9862,377.9862,377.9862,377.9862,5
2024-05-24 08:51:00,376.4278,376.4278,376.4278,376.4278,1
2024-05-24 08:53:00,378.0855,378.0855,378.0755,378.0755,50
2024-05-24 08:56:00,377.9763,377.9763,377.9763,377.9763,133
2024-05-24 08:58:00,378.1748,378.1748,378.1748,378.1748,20
2024-05-24 09:00:00,378.1748,378.1748,378.1748,378.1748,2
2024-05-24 09:01:00,378.1748,378.1748,378.1748,378.1748,2
2024-05-24 09:02:00,378.1748,378.1748,378.1748,378.1748,2
2024-05-24 09:03:00,378.1748,378.1748,378.1748,378.1748,1
2024-05-24 09:09:00,377.4304,377.4304,377.4304,377.4304,1
2024-05-24 09:10:00,378.0160,378.0160,378.0160,378.0160,1
2024-05-24 09:12:00,378.0160,378.1748,378.0160,378.1748,50
2024-05-24 09:14:00,377.4899,377.4899,377.4403,377.4403,20
2024-05-24 09:16:00,377.4502,377.4502,377.4403,377.4403,20
2024-05-24 09:17:00,377.4800,377.4800,377.4304,377.4304,60
2024-05-24 09:18:00,377.4800,377.4800,377.4800,377.4800,3
2024-05-24 09:21:00,377.4502,377.4502,377.4304,377.4304,85
2024-05-24 09:25:00,377.4304,377.4304,377.1822,377.1822,680
2024-05-24 09:28:00,376.4278,376.5172,375.5643,376.1896,478
2024-05-24 09:30:00,377.0631,377.8969,377.0631,377.8969,22577
2024-05-24 09:31:00,378.5321,378.5321,378.5321,378.5321,548
2024-05-24 09:32:00,378.1847,378.1971,377.3907,377.7381,4692
2024-05-24 09:33:00,377.7381,377.7381,377.7281,377.7281,725
2024-05-24 09:34:00,377.4105,377.7688,377.4105,377.7688,604
2024-05-24 09:35:00,377.6438,377.6438,377.2815,377.2815,1301
2024-05-24 09:36:00,377.5197,377.5197,377.5197,377.5197,153
2024-05-24 09:37:00,377.2950,377.2978,376.3683,377.1326,5163
2024-05-24 09:38:00,377.1127,377.4105,376.8298,377.1127,5434
2024-05-24 09:39:00,377.6984,377.7281,377.6438,377.6438,1188
2024-05-24 09:40:00,377.6388,377.6388,377.6388,377.6388,580
2024-05-24 09:41:00,377.4006,377.4006,376.4080,376.4080,9463
2024-05-24 09:42:00,376.3683,376.8844,376.3683,376.6214,4180
2024-05-24 09:43:00,376.3484,376.4676,376.1896,376.4676,2587
2024-05-24 09:44:00,376.4725,376.4874,376.4725,376.4874,642
2024-05-24 09:45:00,376.4874,376.4874,376.3484,376.3584,773
2024-05-24 09:46:00,376.2393,376.2492,375.7926,376.0606,3697
2024-05-24 09:47:00,375.9514,376.1638,375.8427,375.8616,1441
2024-05-24 09:48:00,375.7132,375.7132,375.1970,375.2268,6883
2024-05-24 09:49:00,375.6239,375.6239,375.0581,375.2765,2350
2024-05-24 09:50:00,375.2119,375.2119,375.2119,375.2119,721
2024-05-24 09:51:00,374.8893,374.8893,374.8893,374.8893,543
2024-05-24 09:52:00,375.0482,375.3162,374.9390,375.1673,6359
2024-05-24 09:53:00,375.3162,375.3459,375.1871,375.1871,2411
2024-05-24 09:55:00,375.0978,375.1226,374.8099,374.8099,3541
2024-05-24 09:57:00,374.9489,374.9489,374.2541,374.6412,15550
2024-05-24 09:58:00,374.6809,374.8596,374.0258,374.2045,10593
2024-05-24 09:59:00,374.0456,374.2839,373.9265,374.1449,2523
2024-05-24 10:00:00,374.2938,374.7008,374.1350,374.6313,10323
2024-05-24 10:02:00,374.7802,374.9687,374.5320,374.9687,6375
2024-05-24 10:03:00,374.9886,375.0680,374.2442,374.2442,10007
2024-05-24 10:04:00,374.4261,374.4261,374.1052,374.3583,3602
2024-05-24 10:05:00,374.2144,374.3796,374.1052,374.3796,1501
2024-05-24 10:06:00,374.2020,374.5419,374.1747,374.3782,7446
2024-05-24 10:07:00,374.3931,374.3931,374.2541,374.2541,1295
2024-05-24 10:08:00,374.2045,374.4426,374.1052,374.1052,2372
2024-05-24 10:09:00,373.9563,374.0714,373.4005,373.4253,6545
2024-05-24 10:10:00,373.4302,374.0059,373.4302,373.8025,7566
2024-05-24 10:11:00,374.0059,374.0605,373.7380,374.0605,1427
2024-05-24 10:12:00,374.0250,374.3732,373.8968,374.2243,5151
2024-05-24 10:13:00,374.3583,374.3583,374.3583,374.3583,377
2024-05-24 10:14:00,374.1548,374.2045,373.9861,373.9861,3135
2024-05-24 10:15:00,374.2144,374.2144,373.5096,373.5096,5300
2024-05-24 10:16:00,373.6585,373.6585,373.3508,373.4848,3136
2024-05-24 10:17:00,373.5295,373.6387,373.3409,373.6387,1623
2024-05-24 10:18:00,373.4104,373.4104,373.0134,373.0729,8628
2024-05-24 10:19:00,373.0431,373.2814,373.0332,373.2218,4271
2024-05-24 10:20:00,373.1126,373.3905,372.7553,372.7602,8087
2024-05-24 10:21:00,372.8000,372.8694,372.6461,372.8694,1547
2024-05-24 10:22:00,372.9935,373.1920,372.8942,373.1821,5352
2024-05-24 10:24:00,373.1672,373.3905,373.0035,373.3905,3469
2024-05-24 10:25:00,373.2913,373.2913,373.2913,373.2913,660
2024-05-24 10:26:00,373.3707,373.3905,373.3707,373.3806,901
2024-05-24 10:27:00,373.2139,373.4104,373.2139,373.3211,3485
2024-05-24 10:28:00,373.3211,373.3459,373.2615,373.2615,846
2024-05-24 10:29:00,373.3608,373.5791,373.3524,373.5791,2697
2024-05-24 10:30:00,373.5791,373.5841,373.2913,373.3211,2652
2024-05-24 10:31:00,373.5096,373.5096,373.4302,373.4302,1500
2024-05-24 10:32:00,373.3508,373.3508,373.3508,373.3508,761
2024-05-24 10:33:00,373.3806,373.3806,373.0928,373.1007,3946
2024-05-24 10:34:00,372.9637,372.9687,372.9637,372.9687,1125
2024-05-24 10:35:00,372.9389,372.9672,372.5865,372.7156,4148
2024-05-24 10:36:00,372.6262,372.6262,372.5270,372.5270,1212
2024-05-24 10:37:00,372.5171,372.5270,372.0307,372.2391,11809
2024-05-24 10:38:00,372.5071,372.5270,372.2193,372.2193,4402
2024-05-24 10:39:00,372.2342,372.3185,372.2342,372.3185,930
2024-05-24 10:40:00,372.1597,372.2094,371.6436,371.6436,2956
2024-05-24 10:41:00,372.0207,372.0207,371.6138,371.6138,1564
2024-05-24 10:42:00,371.6138,371.6337,371.3855,371.3855,2065
2024-05-24 10:43:00,371.4252,371.5741,370.9786,370.9786,6761
2024-05-24 10:44:00,371.2863,371.2863,370.9885,370.9885,1877
2024-05-24 10:45:00,370.9984,371.5642,370.9587,371.3607,9809
2024-05-24 10:46:00,371.5642,371.5741,371.3954,371.4103,2590
2024-05-24 10:47:00,371.4103,371.6922,371.4103,371.5394,5414
2024-05-24 10:48:00,371.3558,371.5543,371.3558,371.4153,860
2024-05-24 10:49:00,371.5834,371.9215,371.4848,371.9215,7120
2024-05-24 10:50:00,371.9215,372.0573,371.6237,371.7726,8800
2024-05-24 10:51:00,371.7726,371.9811,371.7726,371.8322,7160
