,open_GOOG,high_GOOG,low_GOOG,close_GOOG,volume_GOOG
2024-05-08 18:06:00,170.5286,170.5286,170.4737,170.5286,431
2024-05-08 18:07:00,170.4787,170.4787,170.4288,170.4288,139
2024-05-08 18:08:00,170.4278,170.4278,170.4278,170.4278,200
2024-05-08 18:10:00,170.5485,170.5485,170.5485,170.5485,1
2024-05-08 18:12:00,170.6782,170.6782,170.5485,170.6682,205
2024-05-08 18:13:00,170.6682,170.6682,170.6682,170.6682,17
2024-05-08 18:14:00,170.5485,170.5485,170.5485,170.5485,1
2024-05-08 18:15:00,170.5485,170.5485,170.5485,170.5485,2
2024-05-08 18:16:00,170.5286,170.5785,170.5086,170.5186,237
2024-05-08 18:17:00,170.5186,170.5186,170.5186,170.5186,15
2024-05-08 18:20:00,170.6782,170.6782,170.5186,170.5386,10
2024-05-08 18:22:00,170.6583,170.6583,170.6583,170.6583,5
2024-05-08 18:23:00,170.6483,170.6483,170.6483,170.6483,3
2024-05-08 18:24:00,170.5884,170.7281,170.5635,170.7281,9
2024-05-08 18:25:00,170.5785,170.5884,170.5635,170.5884,12
2024-05-08 18:26:00,170.5412,170.5412,170.5412,170.5412,30
2024-05-08 18:27:00,170.6483,170.6682,170.5735,170.5735,227
2024-05-08 18:29:00,170.5685,170.5685,170.5685,170.5685,1
2024-05-08 18:30:00,170.5685,170.7281,170.5685,170.7281,227
2024-05-08 18:31:00,170.6782,170.6782,170.6782,170.6782,8
2024-05-08 18:32:00,170.6283,170.6283,170.5884,170.6184,210
2024-05-08 18:34:00,170.6283,170.6533,170.5785,170.6533,245
2024-05-08 18:35:00,170.6283,170.6533,170.5785,170.6533,36
2024-05-08 18:36:00,170.5785,170.5785,170.5785,170.5785,50
2024-05-08 18:37:00,170.5884,170.5884,170.5884,170.5884,1
2024-05-08 18:38:00,170.6034,170.6034,170.6034,170.6034,1
2024-05-08 18:39:00,170.7281,170.7281,170.7281,170.7281,1
2024-05-08 18:40:00,170.7281,170.7281,170.6982,170.6982,2
2024-05-08 18:41:00,170.7281,170.7281,170.7281,170.7281,5
2024-05-08 18:44:00,170.7281,170.7281,170.7281,170.7281,2
2024-05-08 18:46:00,170.5785,170.5785,170.5785,170.5785,3
2024-05-08 18:47:00,170.6283,170.6483,170.5785,170.6483,117
2024-05-08 18:48:00,170.6283,170.6283,170.6283,170.6283,4
2024-05-08 18:49:00,170.7181,170.7181,170.7181,170.7181,2
2024-05-08 18:50:00,170.7181,170.7181,170.6233,170.6233,5
2024-05-08 18:52:00,170.6283,170.6283,170.5785,170.5785,701
