,open_F,high_F,low_F,close_F,volume_F
2024-04-18 10:53:00,11.8060,11.8206,11.8011,11.8206,98774
2024-04-18 10:54:00,11.8201,11.8255,11.8109,11.8157,97434
2024-04-18 10:55:00,11.8157,11.8206,11.8109,11.8157,60513
2024-04-18 10:56:00,11.8159,11.8303,11.8159,11.8255,93565
2024-04-18 10:57:00,11.8302,11.8303,11.8109,11.8157,86359
2024-04-18 10:58:00,11.8177,11.8205,11.8109,11.8109,28637
2024-04-18 10:59:00,11.8109,11.8157,11.8011,11.8060,92224
2024-04-18 11:00:00,11.8060,11.8303,11.8028,11.8255,151674
2024-04-18 11:01:00,11.8255,11.8302,11.8109,11.8109,88410
2024-04-18 11:02:00,11.8060,11.8109,11.8011,11.8011,28449
2024-04-18 11:03:00,11.8012,11.8109,11.8011,11.8060,17717
2024-04-18 11:04:00,11.8060,11.8109,11.7914,11.7963,71576
2024-04-18 11:05:00,11.7963,11.8109,11.7963,11.8060,87805
2024-04-18 11:06:00,11.8012,11.8060,11.7914,11.7914,48160
2024-04-18 11:07:00,11.7963,11.8011,11.7817,11.7914,54248
2024-04-18 11:08:00,11.7870,11.8011,11.7817,11.7963,58105
2024-04-18 11:09:00,11.7914,11.8011,11.7914,11.8010,22470
2024-04-18 11:10:00,11.7963,11.8011,11.7914,11.8011,37464
2024-04-18 11:11:00,11.8011,11.8075,11.7914,11.8060,70451
2024-04-18 11:12:00,11.8060,11.8109,11.7914,11.8010,123237
2024-04-18 11:13:00,11.7963,11.8109,11.7914,11.8060,104234
2024-04-18 11:14:00,11.8011,11.8109,11.8011,11.8011,67431
2024-04-18 11:15:00,11.8060,11.8206,11.8011,11.8109,131529
2024-04-18 11:16:00,11.8206,11.8206,11.8109,11.8157,34720
2024-04-18 11:17:00,11.8157,11.8206,11.8109,11.8157,83706
2024-04-18 11:18:00,11.8157,11.8206,11.8011,11.8060,218258
2024-04-18 11:19:00,11.8036,11.8109,11.8011,11.8011,45721
2024-04-18 11:20:00,11.8060,11.8109,11.8011,11.8095,68844
2024-04-18 11:21:00,11.8060,11.8109,11.8011,11.8109,46572
2024-04-18 11:22:00,11.8060,11.8206,11.8011,11.8011,152611
2024-04-18 11:23:00,11.8060,11.8108,11.8011,11.8060,33534
2024-04-18 11:24:00,11.8060,11.8109,11.8011,11.8108,36692
2024-04-18 11:25:00,11.8060,11.8109,11.7963,11.7963,105045
2024-04-18 11:26:00,11.7963,11.8108,11.7914,11.7914,90447
2024-04-18 11:27:00,11.7963,11.7963,11.7914,11.7914,38441
2024-04-18 11:28:00,11.7963,11.8082,11.7914,11.7914,163610
2024-04-18 11:29:00,11.7963,11.7963,11.7817,11.7865,44564
2024-04-18 11:30:00,11.7865,11.7914,11.7719,11.7816,66009
2024-04-18 11:31:00,11.7817,11.7913,11.7719,11.7817,101595
2024-04-18 11:32:00,11.7865,11.7914,11.7817,11.7914,29988
2024-04-18 11:33:00,11.7865,11.7914,11.7817,11.7865,80079
2024-04-18 11:34:00,11.7865,11.7914,11.7817,11.7865,59962
2024-04-18 11:35:00,11.7865,11.7914,11.7817,11.7913,51456
2024-04-18 11:36:00,11.7818,11.7914,11.7817,11.7873,27722
2024-04-18 11:37:00,11.7865,11.7914,11.7817,11.7865,88948
2024-04-18 11:38:00,11.7865,11.7914,11.7719,11.7719,75053
2024-04-18 11:39:00,11.7768,11.7807,11.7719,11.7720,20399
2024-04-18 11:40:00,11.7768,11.7817,11.7622,11.7622,89811
2024-04-18 11:41:00,11.7700,11.7817,11.7700,11.7816,93193
2024-04-18 11:42:00,11.7768,11.7817,11.7719,11.7816,17813
2024-04-18 11:43:00,11.7768,11.7817,11.7719,11.7817,38763
2024-04-18 11:44:00,11.7719,11.7817,11.7719,11.7768,29326
2024-04-18 11:45:00,11.7817,11.7817,11.7719,11.7817,70295
2024-04-18 11:46:00,11.7768,11.7817,11.7719,11.7768,86523
2024-04-18 11:47:00,11.7729,11.7817,11.7719,11.7768,84055
2024-04-18 11:48:00,11.7719,11.7817,11.7719,11.7768,30929
2024-04-18 11:49:00,11.7719,11.7817,11.7719,11.7817,114606
2024-04-18 11:50:00,11.7817,11.7817,11.7719,11.7768,72527
2024-04-18 11:51:00,11.7768,11.8108,11.7719,11.8011,155772
2024-04-18 11:52:00,11.8060,11.8060,11.7817,11.7865,88738
2024-04-18 11:53:00,11.7899,11.7899,11.7817,11.7817,7387
2024-04-18 11:54:00,11.7865,11.7865,11.7817,11.7865,18006
2024-04-18 11:55:00,11.7817,11.7914,11.7719,11.7768,92084
2024-04-18 11:56:00,11.7768,11.7874,11.7719,11.7865,83071
2024-04-18 11:57:00,11.7865,11.7914,11.7817,11.7817,21841
2024-04-18 11:58:00,11.7865,11.7914,11.7817,11.7865,12537
2024-04-18 11:59:00,11.7865,11.7914,11.7817,11.7860,6654
2024-04-18 12:00:00,11.7901,11.8010,11.7817,11.7914,82871
2024-04-18 12:01:00,11.7933,11.7963,11.7817,11.7874,37957
2024-04-18 12:02:00,11.7865,11.7914,11.7817,11.7817,111648
2024-04-18 12:03:00,11.7914,11.7914,11.7817,11.7818,7779
2024-04-18 12:04:00,11.7865,11.7914,11.7719,11.7719,90429
2024-04-18 12:05:00,11.7768,11.7913,11.7719,11.7865,108628
2024-04-18 12:06:00,11.7817,11.7865,11.7719,11.7719,40497
2024-04-18 12:07:00,11.7768,11.7817,11.7622,11.7671,74918
2024-04-18 12:08:00,11.7719,11.7816,11.7671,11.7768,84947
2024-04-18 12:09:00,11.7720,11.7768,11.7719,11.7719,6768
2024-04-18 12:10:00,11.7768,11.7914,11.7719,11.7865,54895
2024-04-18 12:11:00,11.7865,11.7914,11.7817,11.7827,14839
2024-04-18 12:12:00,11.7865,11.7865,11.7719,11.7768,25676
2024-04-18 12:13:00,11.7768,11.7817,11.7719,11.7719,15913
2024-04-18 12:14:00,11.7817,11.7817,11.7751,11.7768,16581
2024-04-18 12:15:00,11.7719,11.7768,11.7719,11.7719,21830
2024-04-18 12:16:00,11.7719,11.7817,11.7719,11.7719,29484
2024-04-18 12:17:00,11.7719,11.7817,11.7622,11.7768,154802
2024-04-18 12:18:00,11.7768,11.7817,11.7719,11.7729,23351
2024-04-18 12:19:00,11.7719,11.7816,11.7719,11.7768,6991
2024-04-18 12:20:00,11.7768,11.7914,11.7719,11.7913,249191
2024-04-18 12:21:00,11.7817,11.7963,11.7719,11.7768,136448
2024-04-18 12:22:00,11.7759,11.7817,11.7719,11.7719,5161
2024-04-18 12:23:00,11.7768,11.7768,11.7622,11.7671,51066
2024-04-18 12:24:00,11.7671,11.7788,11.7622,11.7768,72350
2024-04-18 12:25:00,11.7719,11.7768,11.7719,11.7768,33376
2024-04-18 12:26:00,11.7720,11.7816,11.7719,11.7720,32537
2024-04-18 12:27:00,11.7719,11.7720,11.7622,11.7671,72518
2024-04-18 12:28:00,11.7671,11.7775,11.7671,11.7768,48556
2024-04-18 12:29:00,11.7768,11.7794,11.7719,11.7719,3958
2024-04-18 12:30:00,11.7768,11.7768,11.7719,11.7719,11110
2024-04-18 12:31:00,11.7768,11.7768,11.7719,11.7768,24043
2024-04-18 12:32:00,11.7719,11.7817,11.7719,11.7768,28409
2024-04-18 12:33:00,11.7719,11.7768,11.7622,11.7622,37956
2024-04-18 12:34:00,11.7622,11.7622,11.7233,11.7282,172708
2024-04-18 12:35:00,11.7282,11.7330,11.7233,11.7233,91734
2024-04-18 12:36:00,11.7282,11.7476,11.7233,11.7476,319992
2024-04-18 12:37:00,11.7476,11.7503,11.7428,11.7476,37972
2024-04-18 12:38:00,11.7476,11.7525,11.7428,11.7511,57888
2024-04-18 12:39:00,11.7428,11.7525,11.7428,11.7476,93878
2024-04-18 12:40:00,11.7476,11.7525,11.7330,11.7379,94074
2024-04-18 12:41:00,11.7379,11.7428,11.7233,11.7417,119723
2024-04-18 12:42:00,11.7427,11.7428,11.7233,11.7282,131462
2024-04-18 12:43:00,11.7282,11.7428,11.7233,11.7379,96555
2024-04-18 12:44:00,11.7377,11.7428,11.7330,11.7330,49075
2024-04-18 12:45:00,11.7379,11.7428,11.7330,11.7379,27885
2024-04-18 12:46:00,11.7379,11.7428,11.7233,11.7235,85358
2024-04-18 12:47:00,11.7234,11.7330,11.7136,11.7184,93445
2024-04-18 12:48:00,11.7233,11.7233,11.7136,11.7184,43646
2024-04-18 12:49:00,11.7184,11.7233,11.7136,11.7184,48974
2024-04-18 12:50:00,11.7184,11.7330,11.7136,11.7212,109468
2024-04-18 12:51:00,11.7184,11.7330,11.7136,11.7184,66394
2024-04-18 12:52:00,11.7136,11.7233,11.7136,11.7136,86545
2024-04-18 12:53:00,11.7136,11.7233,11.7136,11.7137,19199
2024-04-18 12:54:00,11.7184,11.7205,11.7038,11.7135,91144
2024-04-18 12:55:00,11.7136,11.7233,11.7038,11.7184,76447
2024-04-18 12:56:00,11.7184,11.7233,11.7136,11.7232,14819
2024-04-18 12:57:00,11.7184,11.7330,11.7136,11.7233,121877
2024-04-18 12:58:00,11.7233,11.7282,11.7038,11.7136,69602
2024-04-18 12:59:00,11.7087,11.7136,11.7038,11.7087,49108
2024-04-18 13:00:00,11.7087,11.7184,11.7038,11.7184,68156
2024-04-18 13:01:00,11.7184,11.7233,11.7136,11.7184,37306
2024-04-18 13:02:00,11.7184,11.7209,11.7136,11.7184,30876
2024-04-18 13:03:00,11.7209,11.7233,11.7136,11.7184,30133
2024-04-18 13:04:00,11.7136,11.7209,11.7038,11.7134,152844
2024-04-18 13:05:00,11.7136,11.7136,11.7038,11.7135,63021
2024-04-18 13:06:00,11.7038,11.7233,11.7038,11.7136,104504
2024-04-18 13:07:00,11.7172,11.7230,11.7038,11.7184,85482
2024-04-18 13:08:00,11.7136,11.7233,11.7038,11.7038,69074
2024-04-18 13:09:00,11.7038,11.7184,11.7038,11.7184,54021
2024-04-18 13:10:00,11.7184,11.7184,11.7038,11.7087,86435
2024-04-18 13:11:00,11.7087,11.7135,11.6941,11.6990,116868
2024-04-18 13:12:00,11.7037,11.7038,11.6941,11.7038,22801
2024-04-18 13:13:00,11.6990,11.7136,11.6941,11.7038,157235
2024-04-18 13:14:00,11.7087,11.7087,11.7038,11.7087,12277
2024-04-18 13:15:00,11.7087,11.7136,11.6941,11.6941,127842
2024-04-18 13:16:00,11.6990,11.7038,11.6941,11.6990,95306
2024-04-18 13:17:00,11.7038,11.7038,11.6844,11.6892,134360
2024-04-18 13:18:00,11.6892,11.6941,11.6844,11.6892,33287
2024-04-18 13:19:00,11.6892,11.6941,11.6844,11.6892,59022
2024-04-18 13:20:00,11.6941,11.7038,11.6892,11.6990,101299
2024-04-18 13:21:00,11.6941,11.7038,11.6941,11.6990,88799
2024-04-18 13:22:00,11.7038,11.7038,11.6941,11.7038,40451
2024-04-18 13:23:00,11.6990,11.7038,11.6941,11.7035,29583
2024-04-18 13:24:00,11.6990,11.7038,11.6844,11.6844,129169
2024-04-18 13:25:00,11.6892,11.7038,11.6844,11.6990,92297
2024-04-18 13:26:00,11.6990,11.7136,11.6941,11.7135,69613
2024-04-18 13:27:00,11.7136,11.7136,11.7038,11.7136,59549
2024-04-18 13:28:00,11.7087,11.7136,11.7038,11.7136,63473
2024-04-18 13:29:00,11.7136,11.7330,11.7136,11.7234,405307
2024-04-18 13:30:00,11.7282,11.7282,11.7136,11.7184,80019
2024-04-18 13:31:00,11.7184,11.7184,11.7039,11.7136,78128
2024-04-18 13:32:00,11.7136,11.7184,11.7038,11.7087,101290
2024-04-18 13:33:00,11.7087,11.7136,11.7038,11.7087,45693
2024-04-18 13:34:00,11.7087,11.7136,11.7038,11.7135,95849
2024-04-18 13:35:00,11.7087,11.7233,11.7038,11.7136,134312
2024-04-18 13:36:00,11.7087,11.7136,11.7038,11.7136,39087
2024-04-18 13:37:00,11.7087,11.7136,11.6941,11.6990,95374
2024-04-18 13:38:00,11.6990,11.7038,11.6941,11.6990,22801
2024-04-18 13:39:00,11.7038,11.7038,11.6941,11.7026,45636
2024-04-18 13:40:00,11.6990,11.7038,11.6941,11.6990,39563
2024-04-18 13:41:00,11.6990,11.6990,11.6844,11.6892,282636
2024-04-18 13:42:00,11.6847,11.6941,11.6844,11.6892,35858
2024-04-18 13:43:00,11.6859,11.7038,11.6859,11.6990,60821
2024-04-18 13:44:00,11.7037,11.7136,11.6990,11.7087,90440
2024-04-18 13:45:00,11.7087,11.7136,11.6941,11.7039,116815
2024-04-18 13:46:00,11.7087,11.7136,11.7038,11.7087,117297
2024-04-18 13:47:00,11.7038,11.7136,11.7038,11.7058,19395
2024-04-18 13:48:00,11.7038,11.7136,11.6990,11.6990,48578
2024-04-18 13:49:00,11.6941,11.7038,11.6941,11.6941,48566
2024-04-18 13:50:00,11.7038,11.7038,11.6941,11.6941,22007
2024-04-18 13:51:00,11.7038,11.7038,11.6941,11.6990,69525
2024-04-18 13:52:00,11.6990,11.6990,11.6844,11.6845,78753
2024-04-18 13:53:00,11.6892,11.6990,11.6844,11.6941,111986
2024-04-18 13:54:00,11.6941,11.6990,11.6844,11.6846,63753
2024-04-18 13:55:00,11.6892,11.6941,11.6844,11.6941,76205
2024-04-18 13:56:00,11.6892,11.6941,11.6844,11.6892,30858
2024-04-18 13:57:00,11.6892,11.6941,11.6844,11.6892,12455
2024-04-18 13:58:00,11.6892,11.6941,11.6844,11.6844,31530
2024-04-18 13:59:00,11.6941,11.6941,11.6844,11.6941,287697
2024-04-18 14:00:00,11.6941,11.6941,11.6844,11.6941,38197
2024-04-18 14:01:00,11.6941,11.6941,11.6844,11.6892,18575
2024-04-18 14:02:00,11.6941,11.6941,11.6747,11.6747,208682
2024-04-18 14:03:00,11.6747,11.6941,11.6747,11.6939,143549
2024-04-18 14:04:00,11.6845,11.6941,11.6844,11.6892,14230
2024-04-18 14:05:00,11.6892,11.6941,11.6747,11.6747,119976
2024-04-18 14:06:00,11.6843,11.6844,11.6747,11.6844,54867
2024-04-18 14:07:00,11.6747,11.6844,11.6747,11.6748,26767
2024-04-18 14:08:00,11.6795,11.6844,11.6747,11.6747,61336
2024-04-18 14:09:00,11.6747,11.6844,11.6649,11.6698,1040638
2024-04-18 14:10:00,11.6746,11.6747,11.6649,11.6698,72020
2024-04-18 14:11:00,11.6746,11.6747,11.6649,11.6734,45455
2024-04-18 14:12:00,11.6649,11.6747,11.6552,11.6648,220835
2024-04-18 14:13:00,11.6601,11.6795,11.6552,11.6795,147888
2024-04-18 14:14:00,11.6747,11.6844,11.6747,11.6795,107494
2024-04-18 14:15:00,11.6747,11.6844,11.6747,11.6844,65284
2024-04-18 14:16:00,11.6833,11.6941,11.6747,11.6844,144885
2024-04-18 14:17:00,11.6941,11.7038,11.6844,11.7038,75646
2024-04-18 14:18:00,11.6990,11.7038,11.6941,11.7038,31243
2024-04-18 14:19:00,11.6990,11.7038,11.6941,11.6941,89419
2024-04-18 14:20:00,11.6941,11.7038,11.6941,11.6990,184791
2024-04-18 14:21:00,11.6990,11.7136,11.6941,11.7087,203776
2024-04-18 14:22:00,11.7087,11.7136,11.7038,11.7087,61424
2024-04-18 14:23:00,11.7087,11.7233,11.7039,11.7189,78246
2024-04-18 14:24:00,11.7233,11.7233,11.7038,11.7087,124132
2024-04-18 14:25:00,11.7087,11.7136,11.7038,11.7087,55467
2024-04-18 14:26:00,11.7133,11.7184,11.7038,11.7184,293234
2024-04-18 14:27:00,11.7184,11.7184,11.7038,11.7095,44499
2024-04-18 14:28:00,11.7064,11.7087,11.6844,11.6892,123466
2024-04-18 14:29:00,11.6941,11.6941,11.6844,11.6845,29102
2024-04-18 14:30:00,11.6912,11.6941,11.6844,11.6892,17094
2024-04-18 14:31:00,11.6892,11.6941,11.6844,11.6892,59656
2024-04-18 14:32:00,11.6892,11.6892,11.6747,11.6747,165066
2024-04-18 14:33:00,11.6795,11.6844,11.6747,11.6795,58465
2024-04-18 14:34:00,11.6795,11.6844,11.6649,11.6698,127374
2024-04-18 14:35:00,11.6698,11.6892,11.6649,11.6844,268311
2024-04-18 14:36:00,11.6844,11.6844,11.6747,11.6747,57618
2024-04-18 14:37:00,11.6795,11.6844,11.6747,11.6843,56492
2024-04-18 14:38:00,11.6748,11.6844,11.6747,11.6795,124630
2024-04-18 14:39:00,11.6795,11.6844,11.6747,11.6795,31442
2024-04-18 14:40:00,11.6795,11.6844,11.6747,11.6747,104518
2024-04-18 14:41:00,11.6795,11.6941,11.6787,11.6892,100161
2024-04-18 14:42:00,11.6892,11.7038,11.6844,11.7022,138985
2024-04-18 14:43:00,11.7038,11.7136,11.6941,11.7039,108022
2024-04-18 14:44:00,11.7087,11.7136,11.6941,11.6990,92828
2024-04-18 14:45:00,11.6990,11.7038,11.6844,11.6990,221942
2024-04-18 14:46:00,11.6990,11.7038,11.6941,11.6980,60355
2024-04-18 14:47:00,11.6990,11.7037,11.6844,11.6844,89516
2024-04-18 14:48:00,11.6892,11.7038,11.6844,11.6990,190881
2024-04-18 14:49:00,11.6979,11.7038,11.6942,11.6942,14799
2024-04-18 14:50:00,11.6990,11.6990,11.6844,11.6844,114980
2024-04-18 14:51:00,11.6892,11.6892,11.6747,11.6795,141202
2024-04-18 14:52:00,11.6795,11.6941,11.6795,11.6892,97411
2024-04-18 14:53:00,11.6892,11.6941,11.6844,11.6892,10466
2024-04-18 14:54:00,11.6892,11.6941,11.6844,11.6892,8730
2024-04-18 14:55:00,11.6892,11.6941,11.6844,11.6844,90600
2024-04-18 14:56:00,11.6844,11.6845,11.6747,11.6844,142285
2024-04-18 14:57:00,11.6844,11.6844,11.6747,11.6771,37841
2024-04-18 14:58:00,11.6795,11.6844,11.6747,11.6795,42344
2024-04-18 14:59:00,11.6795,11.6844,11.6747,11.6795,92073
2024-04-18 15:00:00,11.6747,11.6844,11.6747,11.6747,123479
2024-04-18 15:01:00,11.6795,11.6941,11.6747,11.6940,111512
2024-04-18 15:02:00,11.6941,11.7038,11.6844,11.6990,133712
2024-04-18 15:03:00,11.6941,11.7038,11.6844,11.6892,139576
2024-04-18 15:04:00,11.6892,11.6941,11.6844,11.6892,23383
2024-04-18 15:05:00,11.6844,11.6941,11.6844,11.6892,57696
2024-04-18 15:06:00,11.6892,11.6940,11.6844,11.6891,35563
2024-04-18 15:07:00,11.6892,11.7038,11.6844,11.7037,144038
2024-04-18 15:08:00,11.7008,11.7136,11.6941,11.7038,176869
2024-04-18 15:09:00,11.6990,11.6990,11.6844,11.6941,104341
2024-04-18 15:10:00,11.6846,11.6941,11.6844,11.6892,48052
2024-04-18 15:11:00,11.6892,11.6990,11.6844,11.6968,184033
2024-04-18 15:12:00,11.6941,11.7038,11.6844,11.6892,95579
2024-04-18 15:13:00,11.6892,11.6927,11.6844,11.6844,40582
2024-04-18 15:14:00,11.6941,11.6941,11.6844,11.6941,107767
2024-04-18 15:15:00,11.6940,11.6940,11.6844,11.6844,26239
2024-04-18 15:16:00,11.6892,11.6941,11.6747,11.6747,105212
2024-04-18 15:17:00,11.6747,11.6843,11.6747,11.6795,38156
2024-04-18 15:18:00,11.6748,11.6941,11.6747,11.6941,139290
2024-04-18 15:19:00,11.6892,11.6941,11.6844,11.6892,15406
2024-04-18 15:20:00,11.6892,11.6941,11.6844,11.6892,15161
2024-04-18 15:21:00,11.6892,11.6941,11.6844,11.6892,40840
2024-04-18 15:22:00,11.6892,11.6941,11.6844,11.6941,50555
2024-04-18 15:23:00,11.6892,11.6892,11.6747,11.6795,66626
2024-04-18 15:24:00,11.6795,11.7038,11.6747,11.6941,188119
2024-04-18 15:25:00,11.6941,11.6990,11.6747,11.6844,152968
2024-04-18 15:26:00,11.6795,11.7038,11.6795,11.6990,176849
2024-04-18 15:27:00,11.6990,11.7038,11.6941,11.6990,52528
2024-04-18 15:28:00,11.6990,11.7038,11.6941,11.6990,27335
2024-04-18 15:29:00,11.6990,11.7038,11.6941,11.6990,20113
2024-04-18 15:30:00,11.6990,11.7038,11.6941,11.6990,50725
2024-04-18 15:31:00,11.7038,11.7038,11.6941,11.6990,25414
2024-04-18 15:32:00,11.6990,11.7136,11.6941,11.7087,113716
2024-04-18 15:33:00,11.7087,11.7087,11.7038,11.7087,34558
2024-04-18 15:34:00,11.7087,11.7136,11.7038,11.7087,30954
2024-04-18 15:35:00,11.7087,11.7136,11.7038,11.7087,83577
2024-04-18 15:36:00,11.7114,11.7136,11.7038,11.7038,20669
2024-04-18 15:37:00,11.7087,11.7136,11.7037,11.7037,173900
2024-04-18 15:38:00,11.6990,11.7038,11.6941,11.6941,45249
2024-04-18 15:39:00,11.6990,11.7037,11.6844,11.6892,130158
2024-04-18 15:40:00,11.6892,11.6941,11.6844,11.6892,31909
2024-04-18 15:41:00,11.6892,11.7038,11.6892,11.6942,151831
2024-04-18 15:42:00,11.7038,11.7136,11.6983,11.7087,100560
2024-04-18 15:43:00,11.7087,11.7136,11.7038,11.7078,54211
2024-04-18 15:44:00,11.7136,11.7136,11.7038,11.7135,54052
2024-04-18 15:45:00,11.7087,11.7136,11.6990,11.6990,238537
2024-04-18 15:46:00,11.7038,11.7038,11.6941,11.7038,69884
2024-04-18 15:47:00,11.6990,11.7038,11.6941,11.6990,32004
2024-04-18 15:48:00,11.7038,11.7038,11.6941,11.7038,75892
2024-04-18 15:49:00,11.7038,11.7136,11.6941,11.7136,139529
2024-04-18 15:50:00,11.7131,11.7136,11.7038,11.7135,74933
2024-04-18 15:51:00,11.7087,11.7233,11.7087,11.7233,232323
2024-04-18 15:52:00,11.7184,11.7233,11.7136,11.7184,89565
2024-04-18 15:53:00,11.7184,11.7233,11.7136,11.7184,46300
2024-04-18 15:54:00,11.7184,11.7330,11.7136,11.7282,505727
2024-04-18 15:55:00,11.7330,11.7330,11.7137,11.7184,266052
2024-04-18 15:56:00,11.7233,11.7233,11.7136,11.7184,73122
2024-04-18 15:57:00,11.7184,11.7330,11.7136,11.7233,351057
2024-04-18 15:58:00,11.7292,11.7330,11.7233,11.7330,113562
2024-04-18 15:59:00,11.7282,11.7476,11.7233,11.7368,812330
2024-04-18 16:00:00,11.7368,11.7428,11.7233,11.7379,4103403
2024-04-18 16:01:00,11.7428,11.7428,11.7330,11.7330,3948
2024-04-18 16:02:00,11.7379,11.7428,11.7330,11.7330,59353
2024-04-18 16:03:00,11.7428,11.7428,11.7330,11.7428,39322
2024-04-18 16:04:00,11.7330,11.7428,11.7330,11.7428,1001005
2024-04-18 16:05:00,11.7428,11.7428,11.7379,11.7428,1030
2024-04-18 16:06:00,11.7333,11.7428,11.7330,11.7330,376
2024-04-18 16:07:00,11.7330,11.7428,11.7330,11.7379,519
2024-04-18 16:08:00,11.7428,11.7428,11.7379,11.7428,10
2024-04-18 16:09:00,11.7428,11.7428,11.7379,11.7379,103
2024-04-18 16:10:00,11.7330,11.7428,11.7330,11.7428,1994100
2024-04-18 16:11:00,11.7428,11.7428,11.7330,11.7379,101
2024-04-18 16:12:00,11.7379,11.7428,11.7330,11.7379,3092
2024-04-18 16:13:00,11.7379,11.7428,11.7330,11.7379,2170
2024-04-18 16:14:00,11.7428,11.7428,11.7330,11.7428,599
2024-04-18 16:15:00,11.7330,11.7428,11.7330,11.7428,39
2024-04-18 16:16:00,11.7428,11.7428,11.7379,11.7428,590
2024-04-18 16:17:00,11.7428,11.7428,11.7333,11.7379,386
2024-04-18 16:18:00,11.7379,11.7428,11.7330,11.7428,237
2024-04-18 16:19:00,11.7379,11.7428,11.7330,11.7379,494
2024-04-18 16:20:00,11.7330,11.7428,11.7330,11.7428,2904
2024-04-18 16:21:00,11.7379,11.7428,11.7330,11.7379,186
2024-04-18 16:22:00,11.7379,11.7428,11.7330,11.7379,118
2024-04-18 16:23:00,11.7428,11.7428,11.7330,11.7428,153
2024-04-18 16:24:00,11.7379,11.7428,11.7330,11.7379,420
2024-04-18 16:25:00,11.7379,11.7428,11.7379,11.7379,17
2024-04-18 16:26:00,11.7428,11.7428,11.7330,11.7379,1106
2024-04-18 16:27:00,11.7428,11.7428,11.7330,11.7379,1013
2024-04-18 16:28:00,11.7379,11.7428,11.7379,11.7379,7
2024-04-18 16:29:00,11.7379,11.7428,11.7330,11.7330,164
2024-04-18 16:31:00,11.7428,11.7428,11.7330,11.7379,109
2024-04-18 16:32:00,11.7379,11.7379,11.7330,11.7379,7
2024-04-18 16:33:00,11.7428,11.7428,11.7330,11.7330,363
2024-04-18 16:34:00,11.7379,11.7428,11.7330,11.7379,17
2024-04-18 16:35:00,11.7379,11.7428,11.7379,11.7379,5
2024-04-18 16:36:00,11.7379,11.7379,11.7379,11.7379,2
