,open_JNJ,high_JNJ,low_JNJ,close_JNJ,volume_JNJ
2024-05-03 10:40:00,145.8062,145.8997,145.8062,145.8800,19209
2024-05-03 10:41:00,145.9046,145.9243,145.8554,145.8898,14398
2024-05-03 10:42:00,145.8751,145.9243,145.8677,145.9243,10091
2024-05-03 10:43:00,145.9341,146.0621,145.9341,146.0227,18006
2024-05-03 10:44:00,146.0227,146.0227,145.9538,145.9932,18446
2024-05-03 10:45:00,145.9637,146.0030,145.8308,145.8455,20591
2024-05-03 10:46:00,145.8603,145.9538,145.8357,145.8750,12902
2024-05-03 10:47:00,145.8997,145.9390,145.8652,145.8701,9221
2024-05-03 10:48:00,145.8652,145.9045,145.8357,145.8726,9836
2024-05-03 10:49:00,145.8554,145.9538,145.8554,145.8701,7614
2024-05-03 10:50:00,145.8683,145.9440,145.8455,145.9144,11887
2024-05-03 10:51:00,145.9046,146.0129,145.8800,145.9833,10302
2024-05-03 10:52:00,145.9735,145.9735,145.9046,145.9046,10726
2024-05-03 10:53:00,145.8652,145.9833,145.8652,145.9243,10006
2024-05-03 10:54:00,145.9144,145.9538,145.9102,145.9102,5503
2024-05-03 10:55:00,145.9243,146.0030,145.9046,145.9932,8539
2024-05-03 10:56:00,145.9637,146.0916,145.9538,146.0818,12108
2024-05-03 10:57:00,146.0818,146.1408,146.0818,146.1113,9330
2024-05-03 10:58:00,146.1310,146.1507,146.0916,146.1408,7225
2024-05-03 10:59:00,146.1507,146.1507,146.0719,146.0887,7572
2024-05-03 11:00:00,146.1015,146.1015,146.0227,146.0326,3314
2024-05-03 11:01:00,146.0227,146.0621,146.0129,146.0522,4303
2024-05-03 11:02:00,146.0916,146.1310,146.0375,146.0424,11595
2024-05-03 11:03:00,146.0326,146.0719,146.0129,146.0275,8059
2024-05-03 11:04:00,146.0227,146.1408,146.0227,146.1310,3986
2024-05-03 11:05:00,146.1310,146.1655,146.1212,146.1655,7488
2024-05-03 11:06:00,146.1507,146.2294,146.1507,146.2097,9713
2024-05-03 11:07:00,146.2196,146.2688,146.1950,146.2098,7584
2024-05-03 11:08:00,146.1999,146.1999,146.1015,146.1113,11400
2024-05-03 11:09:00,146.1310,146.1507,146.0916,146.1507,9799
2024-05-03 11:10:00,146.1458,146.2590,146.1458,146.2145,8769
2024-05-03 11:11:00,146.2196,146.2393,146.1802,146.2393,10973
2024-05-03 11:12:00,146.2294,146.2491,146.2097,146.2097,5096
2024-05-03 11:13:00,146.2196,146.2491,146.1704,146.1950,7978
2024-05-03 11:14:00,146.2196,146.2885,146.2196,146.2787,4604
2024-05-03 11:15:00,146.2688,146.3180,146.2393,146.2590,54026
2024-05-03 11:16:00,146.2491,146.3279,146.2491,146.2910,11066
2024-05-03 11:17:00,146.2639,146.3792,146.2639,146.2688,9243
2024-05-03 11:18:00,146.2910,146.3180,146.2258,146.2294,13002
2024-05-03 11:19:00,146.2344,146.2787,146.1802,146.2590,11142
2024-05-03 11:20:00,146.2491,146.2884,146.2393,146.2456,5492
2024-05-03 11:21:00,146.2442,146.3672,146.2393,146.3672,8617
2024-05-03 11:22:00,146.3869,146.4755,146.3869,146.4608,14417
2024-05-03 11:23:00,146.4657,146.5247,146.4460,146.4755,11231
2024-05-03 11:24:00,146.4903,146.5149,146.4558,146.4608,7363
2024-05-03 11:25:00,146.4460,146.4861,146.4066,146.4066,8298
2024-05-03 11:26:00,146.3968,146.4165,146.3279,146.3476,42066
2024-05-03 11:27:00,146.3356,146.3525,146.2393,146.2393,8964
2024-05-03 11:28:00,146.2639,146.3279,146.2639,146.2689,5670
2024-05-03 11:29:00,146.2983,146.2983,146.2688,146.2787,5956
2024-05-03 11:30:00,146.2885,146.2912,146.2491,146.2639,8226
2024-05-03 11:31:00,146.2590,146.2688,146.1802,146.1950,8689
2024-05-03 11:32:00,146.1802,146.2688,146.1704,146.2688,40189
2024-05-03 11:33:00,146.2590,146.2787,146.2097,146.2540,10373
2024-05-03 11:34:00,146.2294,146.2787,146.2097,146.2393,8641
2024-05-03 11:35:00,146.2294,146.2688,146.2097,146.2097,20910
2024-05-03 11:36:00,146.2196,146.2491,146.1999,146.2147,8441
2024-05-03 11:37:00,146.2196,146.2245,146.1704,146.1704,4981
2024-05-03 11:38:00,146.1802,146.1851,146.1045,146.1408,5352
2024-05-03 11:39:00,146.1113,146.1704,146.1113,146.1605,6435
2024-05-03 11:40:00,146.1605,146.2393,146.1458,146.1999,12011
