,open_META,high_META,low_META,close_META,volume_META
2024-06-13 10:17:00,503.7077,504.4263,503.4782,504.0228,33922
2024-06-13 10:18:00,503.7676,504.0935,503.3983,503.9869,18908
2024-06-13 10:19:00,503.9722,504.0371,503.4981,503.6179,15673
2024-06-13 10:20:00,503.5081,504.2918,503.4707,503.4707,25649
2024-06-13 10:21:00,503.5081,504.0071,503.5081,503.7576,20807
2024-06-13 10:22:00,503.6778,503.9970,502.9791,502.9791,49767
2024-06-13 10:23:00,503.0240,503.0489,502.1608,502.3753,54459
2024-06-13 10:24:00,502.3603,502.5100,502.0923,502.3453,41769
2024-06-13 10:25:00,502.4801,502.4801,502.1008,502.1407,38826
2024-06-13 10:26:00,502.0808,502.0808,501.2924,501.4820,50032
2024-06-13 10:27:00,501.5918,501.7665,501.3223,501.5019,37945
2024-06-13 10:28:00,501.3323,502.4801,501.2824,502.3849,30803
2024-06-13 10:29:00,502.4302,502.6297,502.1470,502.1749,28702
2024-06-13 10:30:00,502.2505,502.6098,502.1008,502.2405,34983
2024-06-13 10:31:00,502.2838,502.4252,502.1308,502.2670,8400
2024-06-13 10:32:00,502.3903,503.4476,502.3254,503.3684,29240
2024-06-13 10:33:00,503.3883,503.5181,502.5350,502.5350,19998
2024-06-13 10:34:00,502.6297,503.0989,502.4601,502.9891,13827
2024-06-13 10:35:00,503.0290,503.0889,502.5799,502.7795,9953
2024-06-13 10:36:00,502.8194,503.4682,502.8194,503.3185,10157
2024-06-13 10:37:00,503.2087,503.5580,503.1538,503.4931,12878
2024-06-13 10:38:00,503.5430,503.6378,503.1288,503.1288,25560
2024-06-13 10:39:00,503.2286,503.5031,503.2187,503.3933,8824
2024-06-13 10:40:00,503.3933,503.4520,503.0490,503.0490,10556
2024-06-13 10:41:00,503.0490,503.3483,503.0490,503.2137,7729
2024-06-13 10:42:00,503.2109,503.4383,503.2109,503.2687,16231
2024-06-13 10:43:00,503.3434,503.3434,502.7296,503.1139,18346
2024-06-13 10:44:00,503.0590,503.1687,502.6952,502.6952,12392
2024-06-13 10:45:00,502.7396,503.3311,502.7296,503.3133,10201
2024-06-13 10:46:00,503.3185,503.5081,503.1887,503.1887,6657
2024-06-13 10:47:00,503.2686,503.2785,502.9193,503.1139,9347
2024-06-13 10:48:00,503.0989,503.4782,502.8993,503.4782,7064
2024-06-13 10:49:00,503.4782,504.2144,503.3185,504.2144,23876
2024-06-13 10:50:00,504.0970,504.3565,503.8313,504.2857,16463
2024-06-13 10:51:00,504.2566,504.2866,503.7376,503.7471,14686
2024-06-13 10:52:00,503.7376,503.8774,503.6378,503.8174,9963
2024-06-13 10:53:00,503.8175,504.1446,503.6079,503.8774,16718
2024-06-13 10:54:00,503.8774,504.0171,503.7975,503.8774,6952
2024-06-13 10:55:00,503.8874,503.9113,503.0989,503.2586,10339
2024-06-13 10:56:00,503.2785,503.3983,503.1028,503.3883,15620
2024-06-13 10:57:00,503.4782,503.6936,503.0689,503.4282,10859
2024-06-13 10:58:00,503.3135,503.3484,503.1388,503.2404,5810
2024-06-13 10:59:00,503.1887,503.1991,502.7296,502.7795,27783
2024-06-13 11:00:00,502.6897,503.0839,502.6497,503.0839,10062
2024-06-13 11:01:00,502.9891,503.3184,502.6399,502.9691,39551
2024-06-13 11:02:00,503.0789,503.0789,502.6947,502.7496,11871
2024-06-13 11:03:00,502.7446,503.2187,502.7446,502.8244,13359
2024-06-13 11:04:00,502.8793,503.1188,502.8194,502.9641,7767
2024-06-13 11:05:00,502.9641,503.8075,502.9616,503.7077,14869
2024-06-13 11:06:00,503.8075,503.9872,503.6628,503.7651,16794
2024-06-13 11:07:00,503.7826,503.8472,503.5281,503.8309,17519
2024-06-13 11:08:00,503.8774,504.0071,503.6778,503.6778,8612
2024-06-13 11:09:00,503.6927,503.8202,503.5829,503.8202,6703
2024-06-13 11:10:00,503.7576,503.9672,503.7178,503.7876,17342
2024-06-13 11:11:00,503.7876,503.8473,503.4782,503.4782,10963
2024-06-13 11:12:00,503.6329,503.7177,503.3284,503.3983,7280
2024-06-13 11:13:00,503.3983,503.3983,503.1687,503.2785,9357
2024-06-13 11:14:00,503.2785,503.2785,503.1288,503.2286,13557
2024-06-13 11:15:00,503.2286,503.2785,502.7595,502.9807,17043
2024-06-13 11:16:00,502.8943,503.6179,502.8943,503.4282,8440
2024-06-13 11:17:00,503.4183,503.6179,503.3585,503.4881,6376
2024-06-13 11:18:00,503.4881,503.5680,503.1636,503.2873,7974
2024-06-13 11:19:00,503.2286,503.2286,502.7895,503.0140,11164
2024-06-13 11:20:00,503.0989,503.3484,503.0240,503.1188,9903
2024-06-13 11:21:00,503.0490,503.0689,502.5899,502.6897,15176
2024-06-13 11:22:00,502.6298,502.8144,502.6298,502.8144,10557
2024-06-13 11:23:00,502.8144,502.8936,502.6497,502.7945,9489
2024-06-13 11:24:00,502.8194,503.1188,502.8194,503.0689,6888
2024-06-13 11:25:00,503.0340,503.2286,502.9692,503.1188,10700
2024-06-13 11:26:00,503.1787,503.2586,503.0390,503.1288,5943
2024-06-13 11:27:00,503.1588,503.4482,503.1188,503.3434,11940
2024-06-13 11:28:00,503.2586,503.4632,503.2286,503.4632,4707
2024-06-13 11:29:00,503.4133,504.0071,503.3983,503.9772,20612
2024-06-13 11:30:00,504.0003,504.2101,503.9616,504.0870,34240
2024-06-13 11:31:00,504.1219,504.2166,503.8924,504.1109,13397
2024-06-13 11:32:00,503.9872,504.1169,503.8275,503.9622,8583
2024-06-13 11:33:00,503.9752,504.0371,503.8874,503.9091,15001
2024-06-13 11:34:00,503.8674,503.8958,503.7178,503.8075,6120
2024-06-13 11:35:00,503.7876,504.0125,503.6478,503.8574,10595
2024-06-13 11:36:00,503.8306,503.8306,503.6977,503.8075,7415
2024-06-13 11:37:00,503.8618,503.8939,503.4881,503.6179,11544
2024-06-13 11:38:00,503.7077,503.7277,503.4183,503.5979,7757
2024-06-13 11:39:00,503.6017,503.8011,503.6017,503.8011,7496
2024-06-13 11:40:00,503.7027,503.9681,503.6728,503.6778,7853
2024-06-13 11:41:00,503.7116,503.9073,503.4991,503.6279,5730
2024-06-13 11:42:00,503.6977,503.6977,503.2286,503.3185,10050
2024-06-13 11:43:00,503.2686,503.4181,503.2686,503.3833,6784
2024-06-13 11:44:00,503.3943,503.5181,503.3833,503.4282,9328
2024-06-13 11:45:00,503.4582,503.4582,502.7197,502.8194,24647
2024-06-13 11:46:00,502.8244,503.2486,502.8244,503.0390,9584
2024-06-13 11:47:00,503.1407,503.1887,502.9741,503.0290,10422
2024-06-13 11:48:00,502.9891,503.0140,502.8593,502.9641,10307
2024-06-13 11:49:00,503.0091,503.2087,503.0065,503.1986,8828
2024-06-13 11:50:00,503.0839,503.2046,503.0290,503.0939,5461
2024-06-13 11:51:00,503.0523,503.3983,502.9891,503.2137,11395
2024-06-13 11:52:00,503.2123,503.2985,503.1388,503.1388,3824
2024-06-13 11:53:00,503.1837,503.1837,502.9192,502.9292,7129
2024-06-13 11:54:00,503.0190,503.0290,502.8809,502.9891,6523
2024-06-13 11:55:00,502.9142,503.1388,502.9142,503.0764,7699
2024-06-13 11:56:00,502.9691,503.0012,502.7595,502.8843,11888
2024-06-13 11:57:00,502.9192,502.9392,502.8094,502.8374,8069
2024-06-13 11:58:00,502.8294,502.9076,502.6199,502.9076,12211
2024-06-13 11:59:00,502.8421,502.9841,502.7695,502.7695,7374
2024-06-13 12:00:00,502.7695,502.9492,502.6098,502.8144,9365
2024-06-13 12:01:00,502.7795,502.7795,502.3305,502.6073,10019
2024-06-13 12:02:00,502.5100,502.5799,502.2954,502.4102,12189
2024-06-13 12:03:00,502.4002,502.5498,502.2307,502.4611,7716
2024-06-13 12:04:00,502.4202,502.6597,502.4202,502.6097,6116
2024-06-13 12:05:00,502.5300,502.6298,502.4102,502.5300,8409
2024-06-13 12:06:00,502.4801,502.5071,502.2705,502.4302,12363
2024-06-13 12:07:00,502.4052,502.4800,502.2006,502.2306,9427
2024-06-13 12:08:00,502.2705,502.3403,501.9511,501.9611,20523
2024-06-13 12:09:00,501.9910,502.0010,501.6781,501.8413,11317
2024-06-13 12:10:00,501.8413,502.3304,501.7815,502.2842,13124
2024-06-13 12:11:00,502.2755,502.3304,501.8513,501.8613,13114
2024-06-13 12:12:00,501.9112,502.0868,501.8513,501.9810,11639
2024-06-13 12:13:00,501.9511,502.1208,501.8912,502.0759,9428
2024-06-13 12:14:00,502.0210,502.3802,501.9511,501.9511,16180
2024-06-13 12:15:00,502.0110,502.1407,501.5519,501.6217,23061
2024-06-13 12:16:00,501.5918,501.7315,501.1127,501.3523,34783
2024-06-13 12:17:00,501.3722,501.5818,501.3273,501.4720,11905
2024-06-13 12:18:00,501.4571,501.7315,501.3922,501.3922,14195
2024-06-13 12:19:00,501.4820,501.4820,500.8951,501.0428,30794
2024-06-13 12:20:00,500.9730,501.4221,500.9730,501.4221,12293
2024-06-13 12:21:00,501.4271,501.9541,501.4158,501.5003,23479
2024-06-13 12:22:00,501.4820,501.6703,501.3173,501.3173,23146
2024-06-13 12:23:00,501.2544,501.7284,501.1826,501.3123,15977
2024-06-13 12:24:00,501.5016,501.8313,501.5016,501.7615,6019
2024-06-13 12:25:00,501.7465,501.7465,501.2925,501.3922,8751
2024-06-13 12:26:00,501.3523,501.3922,500.7434,500.8258,24377
2024-06-13 12:27:00,500.8258,501.1226,500.7135,500.7235,16122
2024-06-13 12:28:00,500.8153,500.8732,500.6336,500.6935,11382
2024-06-13 12:29:00,500.7135,500.7634,500.4640,500.4789,23216
2024-06-13 12:30:00,500.4182,501.0329,500.3941,500.8782,20134
2024-06-13 12:31:00,500.8832,500.9830,500.4440,500.5837,29859
2024-06-13 12:32:00,500.5338,501.3523,500.5338,501.2974,31993
2024-06-13 12:33:00,501.3980,501.7814,501.2042,501.7814,9423
2024-06-13 12:34:00,501.8113,501.9860,501.5419,501.7606,12138
2024-06-13 12:35:00,501.8413,502.1208,501.8263,501.9611,25993
2024-06-13 12:36:00,502.0110,502.1775,501.9412,502.0659,23783
2024-06-13 12:37:00,502.0808,502.1208,501.8313,501.8919,5968
2024-06-13 12:38:00,501.8812,502.5200,501.8338,502.2106,19512
2024-06-13 12:39:00,502.2755,502.4901,502.1836,502.4613,10358
2024-06-13 12:40:00,502.4402,502.9791,502.4402,502.9440,16093
2024-06-13 12:41:00,503.0289,503.1471,502.7396,502.7396,22049
2024-06-13 12:42:00,502.8294,502.8893,502.6498,502.7376,7983
2024-06-13 12:43:00,502.7795,502.7995,502.6998,502.7795,13383
2024-06-13 12:44:00,502.7795,502.7795,502.7196,502.7246,20550
2024-06-13 12:45:00,502.7795,502.9492,501.8313,502.1208,26652
2024-06-13 12:46:00,501.9910,502.2254,501.9611,501.9611,5748
2024-06-13 12:47:00,501.9112,501.9112,501.3055,501.5876,18065
2024-06-13 12:48:00,501.5968,501.6499,501.3023,501.4521,6482
2024-06-13 12:49:00,501.4471,501.6816,501.3023,501.6217,11923
2024-06-13 12:50:00,501.6317,501.8413,501.4023,501.8413,9473
2024-06-13 12:51:00,501.8164,502.2904,501.8164,502.2106,6005
2024-06-13 12:52:00,502.1807,502.3304,502.0509,502.2306,14686
2024-06-13 12:53:00,502.1308,502.6098,502.1308,502.5799,8503
2024-06-13 12:54:00,502.6083,502.8593,502.5400,502.5450,8276
2024-06-13 12:55:00,502.4901,502.5794,502.1906,502.2596,6335
2024-06-13 12:56:00,502.2705,502.6398,502.2705,502.5599,5138
2024-06-13 12:57:00,502.4501,502.7296,502.2904,502.4701,15173
2024-06-13 12:58:00,502.4402,502.7396,502.4102,502.7396,3422
2024-06-13 12:59:00,502.8633,502.9959,502.4751,502.6198,12733
2024-06-13 13:00:00,502.6198,503.0739,502.4601,502.9292,10333
2024-06-13 13:01:00,502.8128,503.0290,502.6098,502.7995,12829
2024-06-13 13:02:00,502.9192,503.3584,502.4651,502.4751,368113
2024-06-13 13:03:00,502.6198,503.0340,502.4801,502.8494,9306
2024-06-13 13:04:00,502.7745,502.8494,502.6098,502.8444,6587
2024-06-13 13:05:00,502.8394,503.2309,502.8394,502.9991,6812
2024-06-13 13:06:00,502.9592,503.0789,502.9043,503.0789,6593
2024-06-13 13:07:00,503.0839,503.2784,503.0241,503.1638,13473
2024-06-13 13:08:00,503.1775,503.4083,503.1238,503.3882,20868
2024-06-13 13:09:00,503.3257,503.6002,503.3257,503.5747,22763
2024-06-13 13:10:00,503.6079,503.8774,503.5773,503.6378,15150
2024-06-13 13:11:00,503.5780,503.8874,503.5181,503.8175,20562
2024-06-13 13:12:00,503.8375,503.8574,503.5581,503.8574,3457
2024-06-13 13:13:00,503.8375,504.1768,503.8276,504.0870,21899
2024-06-13 13:14:00,504.0271,504.3087,504.0271,504.2930,10466
2024-06-13 13:15:00,504.1668,504.1768,503.5480,503.5978,12697
2024-06-13 13:16:00,503.6853,503.8275,503.4582,503.8275,5889
2024-06-13 13:17:00,503.8264,504.0171,503.7676,503.9908,3623
2024-06-13 13:18:00,503.8574,503.9672,503.8474,503.8474,61219
2024-06-13 13:19:00,503.8524,503.9425,503.6378,503.8275,11921
2024-06-13 13:20:00,503.9173,503.9173,503.7346,503.7975,4118
2024-06-13 13:21:00,503.8574,503.8574,503.3684,503.4343,12575
2024-06-13 13:22:00,503.4183,503.5580,503.0989,503.1538,12896
2024-06-13 13:23:00,503.1588,503.5400,503.1188,503.5400,12149
2024-06-13 13:24:00,503.4682,503.4682,503.1887,503.3584,4775
2024-06-13 13:25:00,503.3284,503.4183,503.2860,503.3334,9005
2024-06-13 13:26:00,503.3334,503.5281,503.3334,503.4782,7231
2024-06-13 13:27:00,503.4782,503.5879,503.3619,503.5380,5122
2024-06-13 13:28:00,503.5380,503.5780,503.3584,503.3584,5886
2024-06-13 13:29:00,503.3284,503.3783,502.7367,502.7995,14092
2024-06-13 13:30:00,502.8593,503.0889,502.8194,502.8693,11083
2024-06-13 13:31:00,502.8643,503.1149,502.8643,502.9442,16926
2024-06-13 13:32:00,502.8693,502.9791,502.7695,502.9492,5204
2024-06-13 13:33:00,503.0290,503.1238,502.8993,502.9163,4632
2024-06-13 13:34:00,502.9408,502.9408,502.6797,502.7138,7088
2024-06-13 13:35:00,502.7646,502.9317,502.7646,502.8993,2605
2024-06-13 13:36:00,502.8893,502.9092,502.7096,502.8294,5344
2024-06-13 13:37:00,502.8294,502.8824,502.4501,502.4501,13236
2024-06-13 13:38:00,502.5101,502.8824,502.5101,502.8793,6514
2024-06-13 13:39:00,502.9492,503.1700,502.9492,503.1388,6333
2024-06-13 13:40:00,503.2785,503.2785,503.2087,503.2386,5894
2024-06-13 13:41:00,503.3384,503.7676,503.3384,503.6736,14991
2024-06-13 13:42:00,503.5780,503.9572,503.5580,503.6618,18849
2024-06-13 13:43:00,503.6378,503.8420,503.5380,503.5780,5545
2024-06-13 13:44:00,503.6129,503.9073,503.6079,503.7077,5821
2024-06-13 13:45:00,503.6977,503.8139,503.6329,503.6329,4123
2024-06-13 13:46:00,503.6179,503.6578,503.5879,503.6578,4031
2024-06-13 13:47:00,503.6902,504.1223,503.6578,504.1223,43197
2024-06-13 13:48:00,504.0862,504.1369,503.8674,503.8874,6622
2024-06-13 13:49:00,503.8175,503.8874,503.7277,503.8874,6193
2024-06-13 13:50:00,503.8774,503.8774,503.6728,503.6931,7137
2024-06-13 13:51:00,503.6279,503.6877,503.2486,503.5281,16910
2024-06-13 13:52:00,503.5281,503.5879,503.4782,503.5281,4590
2024-06-13 13:53:00,503.5231,503.5231,503.3933,503.4083,8056
2024-06-13 13:54:00,503.3734,503.3758,503.2187,503.2361,5278
2024-06-13 13:55:00,503.2561,503.4282,503.0889,503.1787,7413
2024-06-13 13:56:00,503.1837,503.2236,503.0290,503.0465,11480
2024-06-13 13:57:00,502.9941,503.0340,502.6797,502.8194,12344
2024-06-13 13:58:00,502.8294,502.8893,502.6897,502.8583,15341
2024-06-13 13:59:00,502.8993,502.8993,502.8094,502.8322,5665
2024-06-13 14:00:00,502.8194,503.1395,502.7496,502.9592,16131
2024-06-13 14:01:00,502.8693,503.0788,502.8495,502.8495,3321
2024-06-13 14:02:00,502.8693,502.9673,502.8094,502.9492,6833
2024-06-13 14:03:00,502.8993,502.9677,502.5300,502.5300,12019
2024-06-13 14:04:00,502.5849,502.5849,502.2605,502.2605,16560
2024-06-13 14:05:00,502.3304,502.5000,502.2705,502.4801,7499
2024-06-13 14:06:00,502.5799,502.9863,502.5799,502.9442,7280
2024-06-13 14:07:00,503.0083,503.3684,503.0083,503.2486,7755
2024-06-13 14:08:00,503.2087,503.6678,503.2087,503.4282,7045
2024-06-13 14:09:00,503.3684,503.4931,503.3049,503.4682,3445
2024-06-13 14:10:00,503.4921,503.7809,503.4921,503.7227,7842
2024-06-13 14:11:00,503.7676,503.9872,503.7396,503.8874,13794
2024-06-13 14:12:00,503.9033,503.9772,503.8287,503.8874,7129
2024-06-13 14:13:00,503.8444,503.9572,503.5480,503.6528,6746
2024-06-13 14:14:00,503.6478,503.7676,503.5879,503.5886,7810
2024-06-13 14:15:00,503.6778,503.8255,503.5946,503.7277,2839
2024-06-13 14:16:00,503.7975,503.7975,503.6528,503.6678,4584
2024-06-13 14:17:00,503.6378,503.9072,503.6378,503.8115,6124
2024-06-13 14:18:00,503.8075,503.8075,503.4683,503.5131,6654
2024-06-13 14:19:00,503.4955,503.5879,503.4282,503.5418,4795
2024-06-13 14:20:00,503.6179,503.7675,503.5534,503.6923,2976
2024-06-13 14:21:00,503.6678,503.7576,503.6229,503.6229,4763
