,open_META,high_META,low_META,close_META,volume_META
2024-05-08 09:56:00,471.7494,472.2865,471.4201,471.6695,116187
2024-05-08 09:57:00,471.4899,471.7422,470.9310,471.4400,49670
2024-05-08 09:58:00,471.4400,471.7694,471.0907,471.6945,47379
2024-05-08 09:59:00,471.6745,472.3118,471.3901,472.3118,52227
2024-05-08 10:00:00,472.3083,472.5478,471.9339,472.1586,81312
2024-05-08 10:01:00,472.1586,472.5678,471.6296,472.0788,85833
2024-05-08 10:02:00,472.0688,472.1985,471.5998,471.8292,39569
2024-05-08 10:03:00,471.8292,472.1985,471.4999,472.1187,53338
2024-05-08 10:04:00,472.0887,472.2684,471.6196,471.7344,48962
2024-05-08 10:05:00,471.6795,471.7128,471.2005,471.3801,51514
2024-05-08 10:06:00,471.3801,472.0887,471.3801,471.9590,31245
2024-05-08 10:07:00,472.0289,472.0788,471.6795,471.7993,26106
2024-05-08 10:08:00,471.7993,472.1137,471.6795,471.8791,41191
2024-05-08 10:09:00,471.8492,471.9094,471.2304,471.2304,42510
2024-05-08 10:10:00,471.2653,471.9733,471.1306,471.8392,28325
2024-05-08 10:11:00,471.8392,472.1385,471.2404,471.2603,33301
2024-05-08 10:12:00,471.2304,471.3501,470.5916,470.7613,52452
2024-05-08 10:13:00,470.7713,470.8262,470.4220,470.5467,31185
2024-05-08 10:14:00,470.4918,470.6415,470.0926,470.1026,37766
2024-05-08 10:15:00,470.1924,470.4552,470.0926,470.4469,51612
2024-05-08 10:16:00,470.3022,471.0607,470.2922,470.9410,25010
2024-05-08 10:17:00,470.9808,470.9832,470.5717,470.9832,32094
2024-05-08 10:18:00,470.8611,471.3402,470.8411,471.0907,46864
2024-05-08 10:19:00,471.2040,471.2304,470.7114,471.0408,29609
2024-05-08 10:20:00,470.8911,471.7493,470.8811,471.5897,45411
2024-05-08 10:21:00,471.6262,471.9690,471.4101,471.9690,39181
2024-05-08 10:22:00,472.0488,472.1287,471.7205,472.0887,48942
2024-05-08 10:23:00,472.1287,472.6376,471.9291,472.2085,87236
2024-05-08 10:24:00,472.0987,472.1885,471.1806,471.3841,41019
2024-05-08 10:25:00,471.5797,471.8791,471.4400,471.8791,19724
2024-05-08 10:26:00,471.8193,472.5179,471.5912,471.9236,46250
2024-05-08 10:27:00,471.9839,471.9839,471.5897,471.6040,20179
2024-05-08 10:28:00,471.6945,472.1386,471.6097,472.0887,18645
2024-05-08 10:29:00,472.0008,472.0887,471.7394,471.8392,21336
2024-05-08 10:30:00,471.8292,472.1879,471.7294,471.7893,26177
2024-05-08 10:31:00,471.8492,471.9790,471.3951,471.9091,32179
2024-05-08 10:32:00,472.0887,472.1087,471.2703,471.4400,39697
2024-05-08 10:33:00,471.4699,471.5498,471.2104,471.3302,23471
2024-05-08 10:34:00,471.4001,471.5697,471.0907,471.5298,18148
2024-05-08 10:35:00,471.4580,471.5298,470.9210,471.1056,24916
2024-05-08 10:36:00,471.2204,471.4400,471.0208,471.2853,18262
2024-05-08 10:37:00,471.1905,471.8991,471.1406,471.6078,17125
2024-05-08 10:38:00,471.6621,471.7394,471.4600,471.5198,16210
2024-05-08 10:39:00,471.5298,472.1287,471.4899,471.7893,55990
2024-05-08 10:40:00,471.7694,472.3183,471.5298,472.2814,32982
2024-05-08 10:41:00,472.2884,473.4561,472.1586,473.4461,85582
2024-05-08 10:42:00,473.4074,474.0350,473.1579,474.0350,79013
2024-05-08 10:43:00,473.9751,474.0549,473.5958,473.8054,96668
2024-05-08 10:44:00,473.7755,473.7855,473.4062,473.6108,34610
2024-05-08 10:45:00,473.6751,473.7256,473.5160,473.5760,30006
2024-05-08 10:46:00,473.6657,473.9202,473.5759,473.8803,28476
2024-05-08 10:47:00,473.9384,474.4342,473.7655,474.1051,91049
2024-05-08 10:48:00,474.1416,474.6638,474.0549,474.5153,59546
2024-05-08 10:49:00,474.5540,474.6139,473.2864,473.5559,54049
2024-05-08 10:50:00,473.5716,473.7255,473.1667,473.1703,35289
2024-05-08 10:51:00,473.3363,473.3463,472.9770,473.1729,31083
2024-05-08 10:52:00,473.2216,473.5859,473.0179,473.4761,32043
2024-05-08 10:53:00,473.4212,473.5859,473.2864,473.5278,15003
2024-05-08 10:54:00,473.3744,473.4302,472.8167,472.9769,26144
2024-05-08 10:55:00,472.9770,473.0368,472.6877,472.8573,23717
2024-05-08 10:56:00,472.9072,473.1567,472.8573,472.9690,25137
2024-05-08 10:57:00,472.8672,473.3163,472.7475,472.7674,24215
2024-05-08 10:58:00,472.7674,473.1567,472.7125,473.0369,13726
2024-05-08 10:59:00,473.1367,473.4560,472.9971,473.2864,20984
2024-05-08 11:00:00,473.3663,473.9152,473.1967,473.5559,49625
2024-05-08 11:01:00,473.5658,474.0849,473.5095,473.8953,33465
2024-05-08 11:02:00,473.9452,474.0849,473.6857,473.7605,33012
2024-05-08 11:03:00,473.8254,473.9661,473.5609,473.5908,20563
2024-05-08 11:04:00,473.6457,473.7668,473.5460,473.6358,19581
2024-05-08 11:05:00,473.6058,473.6457,472.9072,473.0269,32206
2024-05-08 11:06:00,472.9670,473.8154,472.9072,473.6657,17810
2024-05-08 11:07:00,473.7722,473.7911,473.3313,473.3862,12748
2024-05-08 11:08:00,473.5160,473.5160,472.8074,473.1367,21703
2024-05-08 11:09:00,473.0768,473.0768,472.8048,472.9421,34701
2024-05-08 11:10:00,473.0469,473.3264,472.6477,473.1068,31784
2024-05-08 11:11:00,473.1490,473.8652,473.1490,473.4361,24564
2024-05-08 11:12:00,473.3962,473.7056,473.3663,473.5954,15302
2024-05-08 11:13:00,473.5958,473.8353,473.2565,473.8253,37723
2024-05-08 11:14:00,473.7356,473.8008,473.3463,473.5859,18030
2024-05-08 11:15:00,473.5509,473.5559,473.1667,473.2365,18760
2024-05-08 11:16:00,473.1766,473.3363,472.5079,472.5379,45863
2024-05-08 11:17:00,472.5379,472.9769,472.4081,472.9171,26908
2024-05-08 11:18:00,472.8273,472.9471,472.6277,472.7200,13648
2024-05-08 11:19:00,472.7475,473.5260,472.7475,473.1068,27042
2024-05-08 11:20:00,473.0569,473.0569,472.6177,472.8373,27051
2024-05-08 11:21:00,472.9263,472.9263,472.3882,472.4780,26080
2024-05-08 11:22:00,472.5528,473.0169,472.1187,472.6976,31896
2024-05-08 11:23:00,472.6077,472.6566,472.3683,472.4680,14450
2024-05-08 11:24:00,472.4680,472.6675,472.3632,472.5486,12978
2024-05-08 11:25:00,472.6077,472.8573,472.5578,472.7673,14464
2024-05-08 11:26:00,472.6378,472.8141,472.4780,472.6459,11136
2024-05-08 11:27:00,472.6277,472.7674,472.5079,472.5179,13642
2024-05-08 11:28:00,472.5878,472.5878,471.8991,471.8991,33442
2024-05-08 11:29:00,471.8193,472.0588,471.7694,471.8492,14565
2024-05-08 11:30:00,471.9290,471.9776,471.6396,471.7893,28288
2024-05-08 11:31:00,471.8492,472.2483,471.6996,472.2217,19676
2024-05-08 11:32:00,472.2385,472.2385,471.8792,472.0438,16159
2024-05-08 11:33:00,472.1486,472.2347,471.8292,471.8292,16074
2024-05-08 11:34:00,471.8891,471.9480,471.5598,471.8841,15349
2024-05-08 11:35:00,471.8791,472.1786,471.8492,472.0987,20940
2024-05-08 11:36:00,472.0090,472.6376,472.0090,472.2247,23102
2024-05-08 11:37:00,472.3383,472.3383,471.4999,471.7199,20053
2024-05-08 11:38:00,471.7162,471.9512,471.6396,471.9390,12879
2024-05-08 11:39:00,471.8392,471.9380,471.7394,471.8891,14169
2024-05-08 11:40:00,471.9490,472.4281,471.9470,472.3482,9409
2024-05-08 11:41:00,472.4782,472.6327,472.3283,472.3882,23279
2024-05-08 11:42:00,472.3932,472.3945,472.0988,472.2884,9855
2024-05-08 11:43:00,472.1985,472.4177,472.0738,472.2285,25384
2024-05-08 11:44:00,472.2085,472.3113,471.9889,471.9889,16258
2024-05-08 11:45:00,471.8991,472.0688,471.6097,472.0650,15816
2024-05-08 11:46:00,471.9590,472.0507,471.6895,471.9828,11757
2024-05-08 11:47:00,471.8991,471.9889,471.1905,471.4500,75801
2024-05-08 11:48:00,471.5298,471.8491,471.4625,471.6596,10267
2024-05-08 11:49:00,471.6596,472.2671,471.6396,472.0488,19619
2024-05-08 11:50:00,472.0940,472.2884,471.5599,471.6596,17978
2024-05-08 11:51:00,471.7594,472.1585,471.6097,472.0189,10398
2024-05-08 11:52:00,472.0887,472.2884,472.0189,472.0488,13579
2024-05-08 11:53:00,472.0837,472.0887,471.8377,471.8791,10054
2024-05-08 11:54:00,471.9390,471.9538,471.7818,471.9538,9213
2024-05-08 11:55:00,471.9440,472.0887,471.7779,472.0686,10126
2024-05-08 11:56:00,472.1087,472.1087,471.6195,471.8193,13468
2024-05-08 11:57:00,471.7394,472.2385,471.5897,472.2285,16512
2024-05-08 11:58:00,472.2085,472.6077,472.2085,472.3183,36743
2024-05-08 11:59:00,472.2102,472.3382,471.8292,471.8292,10528
2024-05-08 12:00:00,471.8292,472.3782,471.8093,472.3782,9150
2024-05-08 12:01:00,472.4580,472.4580,472.2204,472.3724,6280
2024-05-08 12:02:00,472.3083,472.5778,472.1786,472.4506,11637
2024-05-08 12:03:00,472.3582,472.5677,472.2190,472.3582,14887
2024-05-08 12:04:00,472.2788,472.4181,472.1586,472.1586,14181
2024-05-08 12:05:00,472.1386,472.4180,472.0388,472.2784,12790
2024-05-08 12:06:00,472.3882,472.6576,472.2145,472.4281,13163
2024-05-08 12:07:00,472.2684,472.5678,472.2684,472.4181,10978
2024-05-08 12:08:00,472.5079,472.5179,472.3874,472.4580,4545
2024-05-08 12:09:00,472.4381,472.4880,472.0887,472.0987,26045
2024-05-08 12:10:00,472.0987,472.5178,472.0688,472.2095,10402
2024-05-08 12:11:00,472.1486,472.1686,471.7893,471.9273,19223
2024-05-08 12:12:00,471.9490,472.1187,471.9153,472.0289,10225
2024-05-08 12:13:00,472.1149,472.4679,472.1087,472.1087,12701
2024-05-08 12:14:00,472.2385,472.2385,471.8891,471.9158,9682
2024-05-08 12:15:00,471.9241,471.9241,471.7993,471.7993,7372
2024-05-08 12:16:00,471.8438,472.1586,471.8438,471.9587,14313
2024-05-08 12:17:00,471.9390,472.1386,471.8712,471.9839,10355
2024-05-08 12:18:00,472.0688,472.3382,472.0688,472.2710,15189
2024-05-08 12:19:00,472.2584,472.3282,472.0977,472.3282,13955
2024-05-08 12:20:00,472.3283,472.4880,472.0070,472.0738,35676
2024-05-08 12:21:00,471.9790,472.1087,471.9490,471.9854,11585
2024-05-08 12:22:00,472.0189,472.0782,471.8392,471.8891,12439
2024-05-08 12:23:00,471.8392,472.0688,471.7894,471.9340,14744
2024-05-08 12:24:00,471.9340,472.0189,471.8891,471.9390,4251
2024-05-08 12:25:00,472.0089,472.2484,471.9989,472.0688,12114
2024-05-08 12:26:00,471.9790,472.1885,471.8149,472.1885,19329
2024-05-08 12:27:00,472.2584,472.4081,472.1188,472.1885,10978
2024-05-08 12:28:00,472.1087,472.1995,471.8991,472.1884,10630
2024-05-08 12:29:00,472.1486,472.1885,471.9054,471.9054,15951
2024-05-08 12:30:00,471.9690,472.0887,471.7793,471.9790,16455
2024-05-08 12:31:00,472.0987,472.0987,471.9290,471.9932,4914
2024-05-08 12:32:00,471.9989,472.1087,471.9483,471.9790,6883
2024-05-08 12:33:00,471.9790,472.0189,471.4002,471.7694,26889
2024-05-08 12:34:00,471.6145,471.6698,471.2803,471.4946,26325
2024-05-08 12:35:00,471.3402,471.3402,470.4269,470.6614,41321
2024-05-08 12:36:00,470.5018,470.6946,470.3222,470.4519,30088
2024-05-08 12:37:00,470.4519,470.7513,470.3521,470.6141,12252
2024-05-08 12:38:00,470.6268,470.7064,470.3421,470.3421,13045
2024-05-08 12:39:00,470.3970,470.5316,470.2822,470.4220,14167
2024-05-08 12:40:00,470.4120,470.7108,470.4120,470.6016,16385
2024-05-08 12:41:00,470.6414,470.6414,469.8331,469.8930,38182
2024-05-08 12:42:00,469.9079,470.0426,469.6241,469.8680,64415
2024-05-08 12:43:00,469.8630,469.8630,469.4039,469.5636,23949
2024-05-08 12:44:00,469.5037,469.9627,469.3142,469.7882,28958
2024-05-08 12:45:00,469.8032,470.2453,469.7434,470.0028,28279
2024-05-08 12:46:00,470.0427,470.5916,469.9915,470.3621,27525
2024-05-08 12:47:00,470.4619,470.5118,470.3621,470.5086,9180
2024-05-08 12:48:00,470.4406,470.5714,470.2834,470.4119,18505
2024-05-08 12:49:00,470.4119,470.5717,470.2423,470.3132,18751
2024-05-08 12:50:00,470.3421,470.3421,469.9229,470.0498,5749
2024-05-08 12:51:00,470.0468,470.2403,469.9628,470.0092,6385
2024-05-08 12:52:00,469.9529,470.0926,469.9529,470.0103,9283
2024-05-08 12:53:00,470.1026,470.1774,469.8231,469.8531,6158
2024-05-08 12:54:00,469.7932,469.7977,469.3141,469.6435,25190
2024-05-08 12:55:00,469.6485,469.8131,469.4039,469.6235,22358
2024-05-08 12:56:00,469.6235,469.7261,469.3939,469.4734,13826
2024-05-08 12:57:00,469.4139,469.4915,469.1145,469.3640,20273
2024-05-08 12:58:00,469.4210,469.6344,469.3641,469.5387,13529
2024-05-08 12:59:00,469.5337,469.5337,469.3241,469.3655,10948
2024-05-08 13:00:00,469.4081,469.5966,469.2542,469.5287,12729
2024-05-08 13:01:00,469.4439,469.5628,468.4158,468.7701,67544
2024-05-08 13:02:00,468.7452,469.6053,468.7452,469.4638,23690
2024-05-08 13:03:00,469.4186,469.9329,469.3191,469.5581,23244
2024-05-08 13:04:00,469.7033,470.1905,469.6984,469.9529,18309
2024-05-08 13:05:00,470.0327,470.3421,469.8231,470.0227,20822
2024-05-08 13:06:00,470.1325,470.1824,469.9030,469.9429,12158
2024-05-08 13:07:00,469.8431,469.9727,469.7632,469.8580,12744
2024-05-08 13:08:00,469.8131,470.2922,469.8032,470.0627,24085
2024-05-08 13:09:00,470.0826,470.0826,469.6934,469.7654,10056
2024-05-08 13:10:00,469.6435,469.8103,469.5636,469.6734,9715
2024-05-08 13:11:00,469.5936,469.8069,469.5437,469.6534,11987
2024-05-08 13:12:00,469.7011,469.9828,469.6035,469.9728,11444
2024-05-08 13:13:00,469.9129,469.9381,469.5936,469.6834,9634
2024-05-08 13:14:00,469.7832,469.9665,469.7333,469.8930,6449
2024-05-08 13:15:00,469.8730,470.0761,469.8431,469.9030,8296
2024-05-08 13:16:00,469.9429,470.1425,469.7732,470.0887,11535
2024-05-08 13:17:00,470.1525,470.1724,469.9329,470.0572,14470
2024-05-08 13:18:00,470.0926,470.1924,469.9728,470.1076,8802
2024-05-08 13:19:00,470.1225,470.1706,469.8930,469.9628,7563
2024-05-08 13:20:00,469.9129,469.9129,469.4838,469.6634,17071
2024-05-08 13:21:00,469.8969,469.9628,469.6535,469.8980,11563
2024-05-08 13:22:00,469.9828,470.0427,469.7932,469.8319,6089
2024-05-08 13:23:00,469.8331,470.0725,469.8231,469.9878,7469
2024-05-08 13:24:00,469.9079,470.0327,469.4239,469.5836,17986
2024-05-08 13:25:00,469.5836,469.8048,469.5636,469.7183,6655
2024-05-08 13:26:00,469.6624,470.0826,469.5836,470.0028,9627
2024-05-08 13:27:00,469.9910,470.0826,469.8730,470.0072,13828
2024-05-08 13:28:00,469.9828,469.9828,469.7932,469.8880,7599
2024-05-08 13:29:00,469.8980,470.1211,469.8980,469.9828,12444
2024-05-08 13:30:00,469.9179,470.5717,469.9179,470.4918,20370
2024-05-08 13:31:00,470.5916,470.7613,470.2822,470.5617,18519
2024-05-08 13:32:00,470.5317,470.6615,470.4120,470.5816,9407
2024-05-08 13:33:00,470.5118,470.7306,470.4818,470.6715,13336
2024-05-08 13:34:00,470.6715,470.9010,470.6515,470.7554,18990
2024-05-08 13:35:00,470.7054,470.7513,470.2822,470.2822,12304
2024-05-08 13:36:00,470.4070,470.6415,470.3123,470.4719,9805
2024-05-08 13:37:00,470.4220,470.8160,470.3820,470.8160,11802
2024-05-08 13:38:00,470.8733,470.8960,470.5617,470.8111,16410
2024-05-08 13:39:00,470.7064,470.8112,470.5118,470.7014,6691
2024-05-08 13:40:00,470.6515,470.7623,470.5618,470.7623,4862
2024-05-08 13:41:00,470.7613,471.0208,470.7314,470.8511,23095
2024-05-08 13:42:00,470.8611,471.3102,470.8611,471.3022,23096
2024-05-08 13:43:00,471.2753,471.4999,471.1216,471.4500,16505
2024-05-08 13:44:00,471.4550,471.7393,471.3751,471.5897,36930
2024-05-08 13:45:00,471.6346,472.0289,471.5897,471.6995,39179
2024-05-08 13:46:00,471.7394,471.7594,471.3051,471.3152,25328
2024-05-08 13:47:00,471.5099,471.5099,471.0816,471.1805,9912
2024-05-08 13:48:00,471.1805,471.1970,470.8811,470.9609,15571
2024-05-08 13:49:00,471.0557,471.1406,470.9669,471.1121,13365
2024-05-08 13:50:00,471.0700,471.4998,471.0700,471.2768,12269
2024-05-08 13:51:00,471.3651,471.3651,471.1507,471.3053,10433
2024-05-08 13:52:00,471.3302,471.3402,471.1605,471.1640,11196
2024-05-08 13:53:00,471.2254,471.4499,471.1605,471.4400,14524
2024-05-08 13:54:00,471.4472,471.4472,471.1106,471.1506,9025
2024-05-08 13:55:00,471.1805,471.3002,471.1206,471.1942,8658
2024-05-08 13:56:00,471.2005,471.4399,471.2005,471.3502,8274
2024-05-08 13:57:00,471.4283,471.5099,471.2404,471.2404,16788
2024-05-08 13:58:00,471.3053,471.3053,471.1389,471.2603,8155
2024-05-08 13:59:00,471.2653,471.3402,471.1605,471.3402,8313
2024-05-08 14:00:00,471.3402,471.6147,471.2901,471.5598,7466
2024-05-08 14:01:00,471.6616,471.6616,471.1905,471.2953,17365
2024-05-08 14:02:00,471.2603,471.4899,471.2005,471.3801,13370
2024-05-08 14:03:00,471.3801,471.5696,471.3346,471.4699,9855
2024-05-08 14:04:00,471.4699,471.4813,471.3102,471.3901,12206
2024-05-08 14:05:00,471.3212,471.5397,471.0908,471.2204,12523
2024-05-08 14:06:00,471.3089,471.5897,471.2204,471.4699,17596
2024-05-08 14:07:00,471.4949,471.4949,471.1506,471.2544,16788
2024-05-08 14:08:00,471.3152,471.4899,471.3152,471.4400,14660
2024-05-08 14:09:00,471.3901,471.4600,471.3402,471.4600,8337
2024-05-08 14:10:00,471.4699,471.4899,471.3502,471.3502,13161
2024-05-08 14:11:00,471.3801,471.5398,471.2803,471.4101,16361
2024-05-08 14:12:00,471.3302,471.4810,471.2749,471.3402,13661
2024-05-08 14:13:00,471.4300,471.6995,471.3004,471.5896,13476
2024-05-08 14:14:00,471.5348,471.7694,471.5348,471.6446,14281
2024-05-08 14:15:00,471.6446,471.6446,471.4799,471.5038,16923
2024-05-08 14:16:00,471.5498,472.0071,471.5298,471.9290,25960
2024-05-08 14:17:00,471.9590,471.9989,471.8692,471.8791,20011
2024-05-08 14:18:00,471.8841,471.9989,471.5697,471.5697,17118
2024-05-08 14:19:00,471.5697,471.7494,471.5235,471.7195,17749
2024-05-08 14:20:00,471.7494,471.8592,471.5697,471.6496,18591
2024-05-08 14:21:00,471.6596,471.7095,471.4600,471.5598,18281
2024-05-08 14:22:00,471.5000,471.7195,471.4999,471.6296,16923
2024-05-08 14:23:00,471.6945,471.7782,470.9559,471.1006,35354
2024-05-08 14:24:00,471.0907,471.1905,470.9709,470.9859,8898
2024-05-08 14:25:00,470.9859,471.0458,470.7413,470.8362,20075
2024-05-08 14:26:00,470.8362,470.8911,470.7413,470.8012,11805
2024-05-08 14:27:00,470.7912,470.8910,470.4619,470.5714,17840
2024-05-08 14:28:00,470.6216,471.0507,470.6116,470.8112,17620
2024-05-08 14:29:00,470.8112,470.8910,470.5417,470.6964,17186
2024-05-08 14:30:00,470.7014,470.7573,470.4918,470.5916,13114
2024-05-08 14:31:00,470.5218,470.7713,470.5218,470.6515,14324
2024-05-08 14:32:00,470.6266,470.9109,470.6216,470.7503,14791
2024-05-08 14:33:00,470.7513,471.0907,470.6864,470.8162,14856
2024-05-08 14:34:00,470.8905,470.8911,470.5317,470.5966,12635
2024-05-08 14:35:00,470.6615,470.7403,470.5617,470.7403,6712
2024-05-08 14:36:00,470.7014,470.8311,470.4818,470.5617,17109
2024-05-08 14:37:00,470.5417,470.9409,470.4818,470.7713,15936
2024-05-08 14:38:00,470.7083,470.9209,470.7081,470.8312,13946
2024-05-08 14:39:00,470.8312,470.8312,470.6016,470.6016,10592
2024-05-08 14:40:00,470.6268,470.7613,470.6016,470.6665,9547
2024-05-08 14:41:00,470.6615,470.7014,470.3820,470.5018,15147
2024-05-08 14:42:00,470.4968,470.5816,470.1525,470.1525,38482
2024-05-08 14:43:00,470.1820,471.0007,470.1525,470.8312,21805
2024-05-08 14:44:00,470.9508,470.9508,470.7014,470.7713,9937
2024-05-08 14:45:00,470.7763,470.7763,470.4419,470.5317,16035
2024-05-08 14:46:00,470.5417,470.7713,470.5417,470.6995,9620
2024-05-08 14:47:00,470.7912,471.1306,470.7912,470.8370,30446
2024-05-08 14:48:00,470.9160,471.2680,470.8312,470.9472,23015
2024-05-08 14:49:00,471.1120,471.2703,471.0294,471.0608,18718
2024-05-08 14:50:00,471.1206,471.1406,470.6415,470.8012,11059
2024-05-08 14:51:00,470.7199,470.9310,470.6650,470.9260,8480
2024-05-08 14:52:00,470.9909,471.2005,470.8411,471.0308,10384
2024-05-08 14:53:00,471.0308,471.1206,470.9360,471.0857,7060
2024-05-08 14:54:00,471.0807,471.1905,471.0607,471.1107,10935
2024-05-08 14:55:00,471.1206,471.4798,471.1106,471.3053,27773
2024-05-08 14:56:00,471.3003,471.3003,471.0707,471.1356,23694
2024-05-08 14:57:00,471.0408,471.1482,471.0308,471.0957,7930
2024-05-08 14:58:00,471.0507,471.1405,470.9311,471.0364,12044
2024-05-08 14:59:00,471.0607,471.4500,471.0507,471.3901,17968
2024-05-08 15:00:00,471.3482,471.3482,470.6815,471.1206,21990
2024-05-08 15:01:00,471.1306,471.4390,471.0677,471.3701,17211
2024-05-08 15:02:00,471.4400,471.4599,471.2305,471.3502,12133
2024-05-08 15:03:00,471.3651,471.5148,471.2906,471.3851,17097
2024-05-08 15:04:00,471.3851,471.4299,471.1705,471.3651,20550
2024-05-08 15:05:00,471.3618,471.3727,471.0008,471.0755,23424
2024-05-08 15:06:00,471.1306,471.1994,470.7813,471.0208,11922
2024-05-08 15:07:00,471.0308,471.4200,471.0308,471.1680,10568
2024-05-08 15:08:00,471.2304,471.2903,471.0530,471.2060,8287
2024-05-08 15:09:00,471.2504,471.3801,471.2104,471.3202,8099
2024-05-08 15:10:00,471.3302,471.3900,471.3003,471.3003,7872
2024-05-08 15:11:00,471.3901,471.4300,471.1506,471.1955,13292
2024-05-08 15:12:00,471.1506,471.1506,470.7814,471.0408,15503
2024-05-08 15:13:00,471.1056,471.2104,470.9509,471.1457,8944
2024-05-08 15:14:00,471.1805,471.2702,471.0757,471.1156,6389
2024-05-08 15:15:00,471.1156,471.1905,470.9509,471.1905,10170
2024-05-08 15:16:00,471.1611,471.2803,471.1506,471.2803,13317
2024-05-08 15:17:00,471.2945,471.4699,471.2190,471.3701,21710
2024-05-08 15:18:00,471.4899,471.7068,471.4400,471.6546,25143
2024-05-08 15:19:00,471.6087,472.0788,471.6087,472.0388,48246
2024-05-08 15:20:00,472.0436,472.0787,471.8791,472.0189,25124
2024-05-08 15:21:00,472.0039,472.3083,471.9091,472.2035,24963
2024-05-08 15:22:00,472.2035,472.2461,472.1087,472.2309,17172
2024-05-08 15:23:00,472.2185,472.2185,471.8991,472.0488,21078
2024-05-08 15:24:00,472.0788,472.1586,472.0289,472.1087,8656
2024-05-08 15:25:00,472.1386,472.2285,472.0750,472.1089,12652
2024-05-08 15:26:00,472.0859,472.2983,471.9790,472.0887,26938
2024-05-08 15:27:00,471.9889,472.2085,471.9889,472.1885,9724
2024-05-08 15:28:00,472.2085,472.3482,472.1586,472.2784,21324
2024-05-08 15:29:00,472.2983,472.3682,472.1885,472.1956,22999
2024-05-08 15:30:00,472.1885,472.4880,472.1557,472.4580,22637
2024-05-08 15:31:00,472.5079,472.6377,472.4581,472.5275,27037
2024-05-08 15:32:00,472.4980,472.5878,472.3825,472.5479,14953
2024-05-08 15:33:00,472.5877,472.7206,472.4580,472.6280,21389
2024-05-08 15:34:00,472.6776,472.6876,472.3183,472.3981,20449
2024-05-08 15:35:00,472.3882,472.3981,471.9191,471.9989,24568
2024-05-08 15:36:00,471.9939,471.9989,471.6895,471.7828,19978
2024-05-08 15:37:00,471.8692,472.2185,471.8692,472.1287,14892
2024-05-08 15:38:00,472.1786,472.1902,471.9562,472.0788,14336
2024-05-08 15:39:00,472.0688,472.2085,472.0588,472.1636,11046
2024-05-08 15:40:00,472.1536,472.1536,471.8692,472.0937,18381
2024-05-08 15:41:00,472.1287,472.1386,471.8592,471.9156,21637
2024-05-08 15:42:00,471.8791,471.9489,471.7893,471.8093,14190
2024-05-08 15:43:00,471.7993,471.8692,471.6196,471.7694,24593
2024-05-08 15:44:00,471.8442,472.0388,471.8193,472.0360,23230
2024-05-08 15:45:00,472.0189,472.2584,472.0089,472.1586,23535
2024-05-08 15:46:00,472.1586,472.1985,471.9290,472.1686,23490
2024-05-08 15:47:00,472.1985,472.4580,472.1486,472.4081,33211
2024-05-08 15:48:00,472.4031,472.4081,472.0688,472.2484,26127
2024-05-08 15:49:00,472.2694,472.2694,472.0688,472.1536,28064
2024-05-08 15:50:00,472.2385,472.4680,472.1287,472.1736,35095
2024-05-08 15:51:00,472.1686,472.1686,471.5997,471.7294,39841
2024-05-08 15:52:00,471.7893,471.8891,471.5598,471.6945,24809
2024-05-08 15:53:00,471.6845,471.7694,471.3202,471.4300,27575
2024-05-08 15:54:00,471.4250,471.7095,471.2603,471.5997,45213
2024-05-08 15:55:00,471.6995,471.8392,471.5897,471.6296,49380
2024-05-08 15:56:00,471.5897,471.8592,471.5797,471.8592,47045
2024-05-08 15:57:00,471.8592,472.0387,471.7145,471.8642,62957
2024-05-08 15:58:00,471.7993,471.9790,471.7494,471.8193,73504
2024-05-08 15:59:00,471.7943,471.8392,471.4600,471.5398,151994
2024-05-08 16:00:00,471.4001,472.0887,471.4001,471.7843,1864441
2024-05-08 16:01:00,471.8780,471.8891,471.4749,471.6895,7921
2024-05-08 16:02:00,471.5648,471.8791,471.2703,471.6995,3382
2024-05-08 16:03:00,471.6995,471.8043,471.6995,471.7793,185
2024-05-08 16:04:00,471.8043,471.8043,471.2803,471.5797,1263
2024-05-08 16:05:00,471.5797,471.7594,471.2903,471.2903,200
2024-05-08 16:06:00,471.2903,471.8492,471.2903,471.4101,17938
2024-05-08 16:07:00,471.2903,471.8292,471.2903,471.5598,122
2024-05-08 16:08:00,471.3402,471.5897,471.2903,471.4400,114
2024-05-08 16:09:00,471.5697,471.5797,471.3003,471.3003,802
2024-05-08 16:10:00,471.2903,471.4999,471.2903,471.3003,449
2024-05-08 16:11:00,471.4400,471.4400,471.2803,471.3552,1004
2024-05-08 16:12:00,471.3552,471.3869,471.0907,471.1655,1186
2024-05-08 16:13:00,471.6895,471.6895,470.7314,470.9410,4322
2024-05-08 16:14:00,470.5916,470.9410,470.5916,470.5916,357
2024-05-08 16:15:00,470.5916,472.2982,470.5916,470.9909,12557
2024-05-08 16:16:00,470.9410,471.0807,470.9110,471.0058,654
2024-05-08 16:17:00,471.0794,471.6895,470.9310,471.0807,18277
2024-05-08 16:18:00,471.0807,471.0807,470.9310,470.9958,267
2024-05-08 16:19:00,470.9310,470.9958,470.9110,470.9110,262
2024-05-08 16:20:00,471.6895,471.6895,470.9958,470.9958,737
2024-05-08 16:21:00,471.0807,471.0807,470.9110,471.0358,376
2024-05-08 16:22:00,471.0358,471.0807,470.9909,470.9909,616
2024-05-08 16:23:00,471.0607,471.0807,470.5916,470.5916,569
