,open_ORCL,high_ORCL,low_ORCL,close_ORCL,volume_ORCL
2024-05-28 15:06:00,123.2528,123.3225,123.2528,123.3125,8655
2024-05-28 15:07:00,123.3175,123.3423,123.3175,123.3225,6289
2024-05-28 15:08:00,123.3225,123.3722,123.2876,123.3225,21888
2024-05-28 15:09:00,123.3274,123.4120,123.3225,123.4120,10705
2024-05-28 15:10:00,123.4518,123.4518,123.3324,123.3424,15632
2024-05-28 15:11:00,123.3424,123.3473,123.3225,123.3424,4538
2024-05-28 15:12:00,123.3324,123.3573,123.3324,123.3473,7296
2024-05-28 15:13:00,123.3523,123.3672,123.3125,123.3672,12105
2024-05-28 15:14:00,123.3722,123.4019,123.3623,123.3821,11523
2024-05-28 15:15:00,123.3722,123.3722,123.2926,123.3225,6697
2024-05-28 15:16:00,123.3424,123.3424,123.3225,123.3424,5903
2024-05-28 15:17:00,123.3324,123.3424,123.3125,123.3352,6445
2024-05-28 15:18:00,123.3324,123.3722,123.3324,123.3722,8576
2024-05-28 15:19:00,123.3722,123.4020,123.3722,123.3971,7858
2024-05-28 15:20:00,123.4020,123.4070,123.3821,123.3921,25087
2024-05-28 15:21:00,123.3971,123.4070,123.3324,123.3324,26736
2024-05-28 15:22:00,123.3324,123.3324,123.2926,123.3125,11886
2024-05-28 15:23:00,123.3175,123.3175,123.2827,123.3125,8529
2024-05-28 15:24:00,123.3225,123.4418,123.3225,123.4418,16519
2024-05-28 15:25:00,123.4418,123.5413,123.4418,123.4746,14462
2024-05-28 15:26:00,123.4916,123.5115,123.4717,123.4717,7412
2024-05-28 15:27:00,123.4767,123.4916,123.4568,123.4717,19641
2024-05-28 15:28:00,123.4717,123.4717,123.4319,123.4418,6127
2024-05-28 15:29:00,123.4319,123.4518,123.4120,123.4518,13028
2024-05-28 15:30:00,123.4617,123.4916,123.4219,123.4781,15394
2024-05-28 15:31:00,123.4717,123.5015,123.4717,123.5015,16451
2024-05-28 15:32:00,123.5015,123.5612,123.5015,123.5513,10413
2024-05-28 15:33:00,123.5513,123.5911,123.5413,123.5662,15748
2024-05-28 15:34:00,123.5811,123.6110,123.5712,123.5712,11351
2024-05-28 15:35:00,123.5662,123.5811,123.5214,123.5513,16435
2024-05-28 15:36:00,123.5413,123.5513,123.5214,123.5513,7746
2024-05-28 15:37:00,123.5463,123.6259,123.5463,123.5961,16588
2024-05-28 15:38:00,123.6010,123.6010,123.5314,123.5314,7434
2024-05-28 15:39:00,123.5314,123.5612,123.5214,123.5264,16691
2024-05-28 15:40:00,123.5214,123.5364,123.4816,123.5214,26115
2024-05-28 15:41:00,123.5214,123.5314,123.4916,123.5040,7519
2024-05-28 15:42:00,123.5015,123.5115,123.4916,123.5065,13034
2024-05-28 15:43:00,123.5042,123.5114,123.4717,123.4816,12289
2024-05-28 15:44:00,123.4717,123.4916,123.4617,123.4617,13134
2024-05-28 15:45:00,123.4717,123.5214,123.4717,123.5115,17753
2024-05-28 15:46:00,123.5214,123.5413,123.4916,123.5314,14125
2024-05-28 15:47:00,123.5413,123.6408,123.5413,123.6263,17158
2024-05-28 15:48:00,123.6209,123.6309,123.5811,123.6060,22414
2024-05-28 15:49:00,123.6060,123.6079,123.5712,123.5861,17023
2024-05-28 15:50:00,123.5911,123.6309,123.5712,123.5712,35532
2024-05-28 15:51:00,123.5712,123.5811,123.4617,123.5015,31646
2024-05-28 15:52:00,123.4916,123.5712,123.4916,123.5214,44243
2024-05-28 15:53:00,123.5214,123.5861,123.5214,123.5413,27815
2024-05-28 15:54:00,123.5612,123.6408,123.5413,123.6408,34279
2024-05-28 15:55:00,123.6408,123.7602,123.6309,123.7055,37469
2024-05-28 15:56:00,123.7005,123.7403,123.6956,123.7204,54130
2024-05-28 15:57:00,123.7304,123.7503,123.7005,123.7105,50124
2024-05-28 15:58:00,123.7105,123.7702,123.7005,123.7602,80368
2024-05-28 15:59:00,123.7503,123.9592,123.7503,123.8796,220382
2024-05-28 16:00:00,123.8796,124.1483,123.8597,124.0587,2890435
2024-05-28 16:01:00,124.1483,124.1483,123.8597,123.8597,7418
2024-05-28 16:02:00,123.8597,123.8597,123.8597,123.8597,899
2024-05-28 16:04:00,123.7801,123.8796,123.7801,123.7901,16104
2024-05-28 16:05:00,123.8697,123.8796,123.8597,123.8597,5383
2024-05-28 16:06:00,123.8597,123.8597,123.7801,123.7801,10272
2024-05-28 16:07:00,123.8796,123.8796,123.7801,123.7801,13
2024-05-28 16:08:00,123.8633,123.8796,123.8561,123.8796,18068
2024-05-28 16:10:00,123.8597,123.8796,120.7257,120.7257,1348858
2024-05-28 16:11:00,123.7801,123.8597,120.6958,123.8597,1350
2024-05-28 16:13:00,123.8697,124.0687,123.8697,124.0687,42
2024-05-28 16:14:00,123.8697,123.8697,123.8597,123.8597,203
2024-05-28 16:15:00,123.8597,123.8597,123.8597,123.8597,2
2024-05-28 16:16:00,123.9692,124.1681,123.9692,124.1483,920
2024-05-28 16:17:00,123.8697,123.8697,123.8697,123.8697,40
2024-05-28 16:18:00,124.1681,124.1681,124.1681,124.1681,10
2024-05-28 16:19:00,124.1582,124.1582,123.8796,123.8796,11
2024-05-28 16:24:00,123.8796,123.8796,123.8398,123.8796,8
2024-05-28 16:25:00,124.1681,124.1681,124.1681,124.1681,5
2024-05-28 16:29:00,124.0587,124.1184,124.0587,124.0587,13
2024-05-28 16:30:00,123.8796,123.8796,123.7801,123.7801,67
2024-05-28 16:34:00,124.1681,124.1681,124.0687,124.0687,31
2024-05-28 16:36:00,124.1681,124.1681,124.0587,124.1681,15
2024-05-28 16:37:00,123.8697,123.8697,123.7244,123.7244,6
2024-05-28 16:39:00,123.8597,123.8597,123.8597,123.8597,1
2024-05-28 16:40:00,124.0189,124.0189,124.0090,124.0090,20
2024-05-28 16:41:00,123.1235,123.8597,123.1235,123.8597,6
2024-05-28 16:43:00,124.1681,124.1681,124.1681,124.1681,5
2024-05-28 16:44:00,123.8697,123.8697,123.7204,123.7204,319
2024-05-28 16:45:00,123.6209,123.6508,123.6209,123.6209,293
2024-05-28 16:47:00,123.9095,123.9095,123.9095,123.9095,100
2024-05-28 16:51:00,124.1681,124.1681,124.1681,124.1681,1
2024-05-28 16:56:00,123.9095,123.9095,123.9095,123.9095,1
2024-05-28 17:00:00,124.0217,124.0217,124.0217,124.0217,50
2024-05-28 17:01:00,123.8896,123.8896,123.8896,123.8896,2
2024-05-28 17:03:00,123.4717,123.4816,123.4717,123.4816,10
2024-05-28 17:06:00,123.3722,123.3722,123.3722,123.3722,3
2024-05-28 17:07:00,123.3722,123.3722,123.3722,123.3722,1
2024-05-28 17:11:00,123.3821,123.3821,123.3821,123.3821,7
2024-05-28 17:13:00,123.3722,123.3722,123.3722,123.3722,4
2024-05-28 17:16:00,124.1681,124.1681,124.1681,124.1681,2
2024-05-28 17:18:00,123.7204,123.7204,123.7204,123.7204,5
2024-05-28 17:20:00,124.1681,124.1681,123.7204,123.7204,15
2024-05-28 17:24:00,123.3722,123.3722,123.3722,123.3722,4
2024-05-28 17:27:00,123.1235,123.1235,123.1235,123.1235,17
2024-05-28 17:35:00,123.7204,123.7204,123.5811,123.5811,30
2024-05-28 17:36:00,123.5811,123.5911,123.5811,123.5911,12
2024-05-28 17:38:00,123.3821,123.3821,123.3821,123.3821,9
2024-05-28 17:41:00,123.1235,123.1235,123.1235,123.1235,1
2024-05-28 17:50:00,123.7204,123.7204,123.7204,123.7204,2
2024-05-28 17:51:00,123.2405,123.2405,123.2405,123.2405,100
2024-05-28 17:56:00,123.1533,123.1533,123.1533,123.1533,5
2024-05-28 18:06:00,123.5911,123.5911,123.5911,123.5911,1
2024-05-28 18:10:00,123.7204,123.7204,123.7204,123.7204,1
2024-05-28 18:13:00,123.7005,123.7005,123.2636,123.2636,401
2024-05-28 18:14:00,123.5811,123.5811,123.5811,123.5811,2
2024-05-28 18:19:00,123.5811,123.5811,123.5811,123.5811,6
2024-05-28 18:28:00,123.6209,123.6209,123.6209,123.6209,50
2024-05-28 18:29:00,123.2951,123.2951,123.2951,123.2951,1
2024-05-28 18:30:00,123.8597,123.8597,123.8597,123.8597,1348855
2024-05-28 18:32:00,123.2727,123.2727,123.2727,123.2727,1
2024-05-28 18:45:00,123.2727,123.8697,123.2727,123.8697,8
2024-05-28 18:47:00,123.8498,123.8498,123.8498,123.8498,1
2024-05-28 18:52:00,123.7702,123.8498,123.7702,123.8498,4
2024-05-28 18:54:00,123.8597,123.8597,123.8597,123.8597,38
2024-05-28 18:55:00,123.8498,123.8498,123.8498,123.8498,166
2024-05-28 18:57:00,124.1681,124.1681,124.1681,124.1681,1
2024-05-28 18:58:00,123.8697,123.8697,123.8697,123.8697,2
2024-05-28 19:00:00,123.8597,123.8597,123.8597,123.8597,1348855
2024-05-28 19:01:00,123.7702,124.1681,123.7702,124.1681,37
2024-05-28 19:06:00,123.8697,123.8697,123.8697,123.8697,3
2024-05-28 19:09:00,123.7801,123.8498,123.7801,123.8498,20
2024-05-28 19:10:00,123.8597,123.8697,123.8597,123.8697,16
2024-05-28 19:16:00,123.8697,123.8697,123.8697,123.8697,1
2024-05-28 19:18:00,123.8697,123.8697,123.8697,123.8697,50
2024-05-28 19:19:00,123.8796,124.1681,123.8697,123.8796,51
2024-05-28 19:20:00,123.8697,123.8697,123.8697,123.8697,8
2024-05-28 19:27:00,123.8697,123.8697,123.8697,123.8697,1
2024-05-28 19:29:00,123.8697,123.8697,123.8697,123.8697,1
2024-05-28 19:37:00,124.0388,124.0388,124.0388,124.0388,1
2024-05-28 19:41:00,123.8771,123.8771,123.8771,123.8771,1
2024-05-28 19:48:00,123.8796,123.8796,123.8796,123.8796,20
2024-05-28 19:59:00,123.8697,124.0587,123.8697,124.0587,105
2024-05-29 04:00:00,123.6607,124.0886,123.4120,123.4717,62
2024-05-29 04:02:00,123.4418,123.4418,123.4418,123.4418,1
2024-05-29 04:03:00,123.4020,123.4020,123.3623,123.3722,16
2024-05-29 04:06:00,123.3225,123.3225,123.3225,123.3225,1
2024-05-29 04:17:00,123.2230,123.2230,123.2230,123.2230,2
2024-05-29 04:20:00,122.8747,122.8747,122.8747,122.8747,7
2024-05-29 04:34:00,122.7255,122.7255,122.7255,122.7255,7
2024-05-29 04:36:00,122.6359,122.6359,122.6359,122.6359,1
2024-05-29 04:40:00,123.0737,123.0737,123.0737,123.0737,2
2024-05-29 04:42:00,122.8747,122.8747,122.8747,122.8747,18
2024-05-29 04:44:00,122.8747,123.0737,122.8747,123.0737,277
2024-05-29 04:51:00,123.0837,123.0936,123.0837,123.0936,28
2024-05-29 04:59:00,122.7255,122.7553,122.7056,122.7255,23
2024-05-29 05:02:00,122.7056,122.7056,122.7056,122.7056,5
2024-05-29 05:14:00,122.7553,122.7553,122.7553,122.7553,7
2024-05-29 05:26:00,122.6956,122.6956,122.6956,122.6956,20
2024-05-29 05:44:00,122.7653,122.7653,122.7653,122.7653,5
2024-05-29 05:57:00,122.7752,122.7752,122.7752,122.7752,1
2024-05-29 05:58:00,122.8747,122.9742,122.8747,122.9742,2
2024-05-29 06:02:00,123.2031,123.2031,123.2031,123.2031,1
2024-05-29 06:05:00,123.1633,123.1732,123.1633,123.1732,11
2024-05-29 06:11:00,123.1334,123.1334,123.1235,123.1235,6
2024-05-29 06:15:00,123.1732,123.1732,123.1732,123.1732,1
2024-05-29 06:19:00,123.1732,123.1732,122.7752,122.7752,2
2024-05-29 06:20:00,123.1633,123.1633,123.1633,123.1633,1
2024-05-29 06:24:00,123.2031,123.2031,123.2031,123.2031,3
2024-05-29 06:27:00,123.2230,123.2230,123.2230,123.2230,3
2024-05-29 06:30:00,123.1832,123.1832,123.1732,123.1732,7
2024-05-29 06:31:00,123.2031,123.2130,123.2031,123.2130,50
2024-05-29 06:35:00,123.1832,123.2031,123.1832,123.2031,30
2024-05-29 06:37:00,123.2031,123.2031,123.2031,123.2031,1
2024-05-29 06:40:00,122.8946,122.8946,122.8946,122.8946,5
2024-05-29 06:46:00,123.2429,123.2429,123.2429,123.2429,10
2024-05-29 06:53:00,123.2329,123.2329,123.2329,123.2329,5
2024-05-29 06:56:00,122.8747,122.8747,122.8747,122.8747,1
2024-05-29 07:00:00,123.1931,123.2230,122.8747,123.1931,52
2024-05-29 07:01:00,123.1931,123.2827,123.1931,123.2827,201
2024-05-29 07:03:00,122.9742,122.9742,122.8747,122.8847,391
2024-05-29 07:04:00,122.8548,122.8548,122.8548,122.8548,1
2024-05-29 07:13:00,122.8548,122.8548,122.7553,122.7553,11
2024-05-29 07:22:00,123.0538,123.0538,123.0538,123.0538,3
2024-05-29 07:24:00,123.1135,123.1235,123.0538,123.0538,7
2024-05-29 07:28:00,123.0538,123.0538,123.0538,123.0538,15
2024-05-29 07:45:00,122.7852,122.7852,122.7852,122.7852,1
2024-05-29 07:52:00,122.8747,122.8747,122.8747,122.8747,7
2024-05-29 07:56:00,123.0538,123.1832,123.0538,123.1832,100
2024-05-29 08:00:00,123.1931,124.0985,122.4218,122.7553,544
2024-05-29 08:01:00,122.7553,122.7553,122.7553,122.7553,1
2024-05-29 08:02:00,123.8597,123.8597,123.8597,123.8597,3
2024-05-29 08:03:00,123.8597,123.8597,123.8597,123.8597,4
2024-05-29 08:05:00,124.3074,124.3074,123.6110,123.6110,886
2024-05-29 08:06:00,123.5015,123.7801,123.5015,123.7304,583
2024-05-29 08:07:00,122.7752,122.7752,122.7752,122.7752,2
2024-05-29 08:08:00,122.7752,122.7752,122.7752,122.7752,6
2024-05-29 08:11:00,122.7852,122.7852,122.7852,122.7852,5
2024-05-29 08:12:00,123.0439,123.0538,123.0439,123.0538,20
2024-05-29 08:13:00,123.0538,123.0538,123.0538,123.0538,1
2024-05-29 08:16:00,122.9742,122.9742,122.9742,122.9742,54
2024-05-29 08:18:00,122.9742,122.9742,122.9742,122.9742,5
2024-05-29 08:19:00,123.2827,123.2827,123.2827,123.2827,15
2024-05-29 08:20:00,123.2381,123.2381,122.7553,122.7553,11
2024-05-29 08:33:00,122.9543,122.9543,122.9543,122.9543,1
2024-05-29 08:34:00,122.7852,122.7852,122.7852,122.7852,1
2024-05-29 08:36:00,122.7752,122.7752,122.7752,122.7752,4
2024-05-29 08:37:00,122.9543,122.9543,122.9543,122.9543,4
2024-05-29 08:38:00,122.9742,122.9742,122.9742,122.9742,5
2024-05-29 08:39:00,122.7155,122.7752,122.7155,122.7155,252
2024-05-29 08:42:00,122.7354,122.7354,122.7255,122.7255,10
2024-05-29 08:45:00,122.9742,122.9742,122.9742,122.9742,5
2024-05-29 08:48:00,122.9245,122.9245,122.9245,122.9245,5
2024-05-29 08:49:00,123.0240,123.0240,122.9344,122.9344,53
2024-05-29 08:52:00,122.8747,122.8747,122.8747,122.8747,30
2024-05-29 08:55:00,123.0097,123.0097,123.0097,123.0097,7
2024-05-29 09:02:00,122.9784,122.9784,122.9784,122.9784,6
2024-05-29 09:04:00,122.7255,122.7255,122.7155,122.7155,83
2024-05-29 09:05:00,122.7155,122.7155,122.7155,122.7155,137
2024-05-29 09:06:00,122.7512,122.7512,122.7512,122.7512,3
2024-05-29 09:07:00,122.7155,122.7255,122.7155,122.7255,22
2024-05-29 09:08:00,122.7155,122.7155,122.7155,122.7155,100
2024-05-29 09:10:00,122.9046,122.9046,122.7155,122.7155,38
2024-05-29 09:11:00,122.7255,122.7255,122.7155,122.7155,41
2024-05-29 09:12:00,122.7255,122.7255,122.6757,122.6757,26
2024-05-29 09:13:00,122.7155,122.7155,122.7155,122.7155,10
2024-05-29 09:16:00,122.9245,122.9245,122.9245,122.9245,30
2024-05-29 09:17:00,122.7155,122.7155,122.7155,122.7155,50
2024-05-29 09:20:00,122.7354,122.7354,122.7354,122.7354,1
2024-05-29 09:22:00,123.0240,123.0240,122.9643,122.9643,5
2024-05-29 09:23:00,122.7354,122.9245,122.7354,122.7454,5
2024-05-29 09:24:00,122.7163,122.7163,122.7163,122.7163,300
2024-05-29 09:25:00,122.7155,122.7155,122.7155,122.7155,49
2024-05-29 09:26:00,122.7354,122.7354,122.7155,122.7155,274
2024-05-29 09:27:00,122.6757,122.6757,122.6757,122.6757,50
2024-05-29 09:28:00,122.7155,122.7155,122.5066,122.5166,326
2024-05-29 09:29:00,122.6260,122.6260,122.3474,122.3474,3454
2024-05-29 09:30:00,122.3673,122.5365,122.3673,122.4569,2064
2024-05-29 09:31:00,122.6459,122.8090,122.4569,122.5663,90377
2024-05-29 09:32:00,122.5564,122.5564,122.1484,122.1484,24313
2024-05-29 09:33:00,122.1584,122.3673,122.1484,122.3176,10023
2024-05-29 09:34:00,122.3275,122.5564,122.2977,122.5564,11066
2024-05-29 09:35:00,122.5464,122.6509,122.4768,122.5862,23094
2024-05-29 09:36:00,122.6011,122.6011,122.2539,122.2539,11084
2024-05-29 09:37:00,122.2877,122.2977,122.1982,122.2877,11086
2024-05-29 09:38:00,122.2877,122.3574,122.2081,122.2778,17520
2024-05-29 09:39:00,122.2778,122.5166,122.2579,122.4867,19580
2024-05-29 09:40:00,122.4569,122.4569,122.2678,122.2927,9328
2024-05-29 09:41:00,122.3026,122.3176,122.1982,122.3076,9803
2024-05-29 09:42:00,122.3126,122.4469,122.2529,122.4136,11013
2024-05-29 09:43:00,122.4220,122.4569,122.3880,122.3972,10812
2024-05-29 09:44:00,122.4469,122.4569,122.2977,122.3872,7204
2024-05-29 09:45:00,122.3474,122.4668,122.3375,122.4171,8448
2024-05-29 09:46:00,122.4270,122.4586,122.3574,122.3773,7444
2024-05-29 09:47:00,122.3574,122.4569,122.3176,122.4569,7455
2024-05-29 09:48:00,122.4419,122.5763,122.4361,122.5663,7298
2024-05-29 09:49:00,122.5663,122.6459,122.5464,122.6061,11650
2024-05-29 09:50:00,122.6011,122.8747,122.5961,122.8648,14844
2024-05-29 09:51:00,122.8648,122.8847,122.8051,122.8200,8867
2024-05-29 09:52:00,122.8150,122.8250,122.7813,122.8051,9522
2024-05-29 09:53:00,122.8150,122.9643,122.7951,122.9344,9544
2024-05-29 09:54:00,122.9543,122.9941,122.8847,122.9742,12929
2024-05-29 09:55:00,122.9792,122.9792,122.9374,122.9543,4420
2024-05-29 09:56:00,122.9725,122.9725,122.8051,122.8051,4869
2024-05-29 09:57:00,122.8150,122.8349,122.7155,122.7504,20748
2024-05-29 09:58:00,122.7603,122.7653,122.6359,122.6359,5641
2024-05-29 09:59:00,122.6359,122.7653,122.6260,122.7564,6395
2024-05-29 10:00:00,122.7454,122.7653,122.6857,122.7553,7528
2024-05-29 10:01:00,122.7454,122.7752,122.6857,122.7553,9192
2024-05-29 10:02:00,122.7454,122.7454,122.6907,122.7400,5132
2024-05-29 10:03:00,122.7056,122.7056,122.6160,122.6956,8459
2024-05-29 10:04:00,122.6956,122.8051,122.6956,122.7553,12344
2024-05-29 10:05:00,122.7553,122.7951,122.7517,122.7517,5693
2024-05-29 10:06:00,122.7454,122.7653,122.7106,122.7354,5750
2024-05-29 10:07:00,122.7454,122.8449,122.7454,122.8250,7379
2024-05-29 10:08:00,122.8250,122.8250,122.7454,122.7892,9244
2024-05-29 10:09:00,122.8150,122.8150,122.7354,122.7525,10380
2024-05-29 10:10:00,122.7752,122.8150,122.7752,122.7852,4763
2024-05-29 10:11:00,122.7951,122.7981,122.7404,122.7981,6939
2024-05-29 10:12:00,122.7902,122.8051,122.7354,122.7354,5700
2024-05-29 10:13:00,122.7454,122.8747,122.7454,122.8747,9524
2024-05-29 10:14:00,122.9046,122.9742,122.9046,122.9742,5629
2024-05-29 10:15:00,122.9742,123.0638,122.9742,123.0638,6375
2024-05-29 10:16:00,123.0638,123.0736,123.0339,123.0538,7221
2024-05-29 10:17:00,123.0538,123.0737,123.0140,123.0339,9659
2024-05-29 10:18:00,123.0439,123.0480,123.0240,123.0280,3405
2024-05-29 10:19:00,123.0240,123.0339,122.9543,122.9742,6442
2024-05-29 10:20:00,122.9295,123.0140,122.9145,123.0140,7312
2024-05-29 10:21:00,123.0040,123.0041,122.9096,122.9593,7764
2024-05-29 10:22:00,122.9444,122.9444,122.8150,122.8150,6580
2024-05-29 10:23:00,122.8150,122.8250,122.7852,122.8051,6687
2024-05-29 10:24:00,122.8001,122.9394,122.8001,122.9295,8917
2024-05-29 10:25:00,122.9295,122.9643,122.9145,122.9195,4092
2024-05-29 10:26:00,122.9267,122.9344,122.8648,122.8847,12006
2024-05-29 10:27:00,122.8847,122.9046,122.8300,122.8897,5347
2024-05-29 10:28:00,122.8986,122.9344,122.8847,122.8847,4010
2024-05-29 10:29:00,122.8996,122.9444,122.8996,122.9444,2410
2024-05-29 10:30:00,122.9444,123.0240,122.9444,123.0239,7180
2024-05-29 10:31:00,123.0140,123.0886,123.0140,123.0737,10382
2024-05-29 10:32:00,123.0837,123.1036,123.0240,123.0319,7943
2024-05-29 10:33:00,123.0336,123.0339,122.9245,122.9742,26584
2024-05-29 10:34:00,122.9742,122.9742,122.9145,122.9394,8975
2024-05-29 10:35:00,122.9344,122.9543,122.9145,122.9145,9362
2024-05-29 10:36:00,122.9096,123.0041,122.9096,122.9295,6704
2024-05-29 10:37:00,122.9344,122.9643,122.9145,122.9460,4389
2024-05-29 10:38:00,122.9444,123.0240,122.9444,123.0041,13489
2024-05-29 10:39:00,123.0140,123.0240,122.9842,123.0066,9805
2024-05-29 10:40:00,122.9941,122.9941,122.9744,122.9744,2197
2024-05-29 10:41:00,122.9842,122.9941,122.9543,122.9543,6549
2024-05-29 10:42:00,122.9543,122.9543,122.8648,122.9145,11089
2024-05-29 10:43:00,122.9056,122.9344,122.8946,122.8946,7670
2024-05-29 10:44:00,122.9046,122.9245,122.8946,122.9145,3772
2024-05-29 10:45:00,122.8946,122.9245,122.8747,122.8747,13461
2024-05-29 10:46:00,122.8747,122.9245,122.8548,122.9046,4329
2024-05-29 10:47:00,122.8847,122.9245,122.8847,122.9145,5775
