,open_GS,high_GS,low_GS,close_GS,volume_GS
2024-04-12 11:54:00,384.5267,384.5959,384.3908,384.4575,4657
2024-04-12 11:55:00,384.5959,384.8725,384.5860,384.8725,3174
2024-04-12 11:57:00,384.8380,384.9417,384.8380,384.9022,5537
2024-04-12 11:58:00,384.8725,385.0010,384.8725,384.8725,3051
2024-04-12 11:59:00,384.8725,384.9516,384.7737,384.8725,7418
2024-04-12 12:00:00,384.8725,385.4950,384.8725,385.3666,24127
2024-04-12 12:01:00,385.2283,385.2579,384.7836,384.9121,5582
2024-04-12 12:02:00,384.9812,384.9812,384.7144,384.8528,3925
2024-04-12 12:03:00,384.8627,385.2875,384.8627,385.2480,1609
2024-04-12 12:04:00,385.4753,385.4753,385.0899,385.0899,2979
2024-04-12 12:05:00,384.9516,385.2678,384.9516,385.1294,3905
2024-04-12 12:06:00,384.9219,385.1591,384.9219,385.1097,2114
2024-04-12 12:07:00,385.0208,385.0208,384.9812,384.9812,1472
2024-04-12 12:08:00,384.7293,385.0603,384.7243,385.0603,1624
2024-04-12 12:09:00,385.1443,385.1443,385.1196,385.1393,563
2024-04-12 12:10:00,385.0850,385.2579,385.0850,385.2579,1257
2024-04-12 12:11:00,385.1690,385.3567,385.0603,385.3567,4601
2024-04-12 12:12:00,385.3370,385.7312,385.2777,385.2777,6600
2024-04-12 12:13:00,385.2480,385.2777,385.0010,385.2085,3190
2024-04-12 12:14:00,385.1393,385.1393,384.9911,385.0257,3385
2024-04-12 12:15:00,385.1690,385.1690,384.9022,384.9022,1489
2024-04-12 12:16:00,385.0010,385.0504,385.0010,385.0504,1163
2024-04-12 12:17:00,384.8231,384.8231,384.6107,384.6156,1479
2024-04-12 12:18:00,384.6848,384.7243,384.5662,384.6255,4352
2024-04-12 12:19:00,384.5959,384.5959,383.9733,384.1364,7000
2024-04-12 12:20:00,384.2204,384.4081,384.0425,384.3982,3485
2024-04-12 12:21:00,384.2006,384.6749,384.1809,384.6551,5116
2024-04-12 12:22:00,384.6407,384.7540,384.6407,384.7540,780
2024-04-12 12:23:00,384.8280,384.8280,384.6156,384.7243,3285
2024-04-12 12:24:00,384.7144,384.8330,384.7144,384.8330,3929
2024-04-12 12:25:00,384.8923,384.9615,384.8676,384.9417,2538
2024-04-12 12:26:00,384.7836,384.7836,384.3192,384.6156,4352
2024-04-12 12:27:00,384.5366,384.5366,384.4476,384.4526,1644
2024-04-12 12:28:00,384.4032,384.4081,384.4032,384.4081,1206
2024-04-12 12:29:00,384.2994,384.3587,384.1221,384.1512,3101
2024-04-12 12:30:00,384.2599,384.4970,384.2599,384.4970,1868
2024-04-12 12:31:00,384.3488,384.3933,384.0722,384.3142,1902
2024-04-12 12:32:00,384.2204,384.2895,383.9684,383.9931,8546
2024-04-12 12:33:00,384.0524,384.1413,383.8844,384.0524,5011
2024-04-12 12:34:00,384.0524,384.2303,384.0326,384.2105,5012
2024-04-12 12:35:00,383.9437,383.9733,383.8350,383.8350,1467
2024-04-12 12:36:00,383.9536,383.9931,383.8498,383.9832,1608
2024-04-12 12:37:00,384.0722,384.0919,383.8301,383.8449,4008
2024-04-12 12:38:00,383.7066,383.7263,383.5089,383.5386,3046
2024-04-12 12:39:00,383.5732,383.6769,383.4496,383.6275,3977
2024-04-12 12:40:00,383.6868,383.7708,383.6473,383.7708,6592
2024-04-12 12:41:00,383.7708,384.1561,383.7708,384.1561,4328
2024-04-12 12:42:00,384.1512,384.2698,383.9931,384.1957,3666
2024-04-12 12:43:00,384.2451,384.2797,384.1809,384.1809,1281
2024-04-12 12:44:00,384.0919,384.1660,383.9437,383.9931,6870
2024-04-12 12:45:00,384.0623,384.1018,384.0623,384.0623,1081
2024-04-12 12:46:00,384.0623,384.4180,383.9141,383.9141,5544
2024-04-12 12:47:00,383.7560,383.8251,383.5781,383.8251,2725
2024-04-12 12:48:00,384.0129,384.1561,384.0129,384.1561,1430
2024-04-12 12:49:00,384.1216,384.1216,383.9733,383.9733,1940
2024-04-12 12:50:00,384.0326,384.2006,384.0326,384.2006,1114
2024-04-12 12:51:00,384.0820,384.1907,384.0623,384.1364,1459
2024-04-12 12:52:00,384.2500,384.5366,384.1907,384.4872,3383
2024-04-12 12:53:00,384.3488,384.5267,384.3488,384.5267,1415
2024-04-12 12:55:00,384.4526,384.4526,384.2105,384.2105,3065
2024-04-12 12:56:00,384.1512,384.3192,384.0919,384.3192,12496
2024-04-12 12:57:00,384.2006,384.2895,384.0722,384.1303,16961
2024-04-12 12:58:00,384.2006,384.3884,384.1907,384.3488,4679
2024-04-12 12:59:00,384.3488,384.6057,384.3488,384.6057,1797
2024-04-12 13:00:00,384.3785,384.5168,384.3587,384.4032,2771
2024-04-12 13:01:00,384.4674,384.6897,384.4674,384.6650,2945
2024-04-12 13:02:00,384.6133,384.6749,384.4970,384.5860,8360
2024-04-12 13:03:00,384.6650,384.7342,384.5662,384.5662,2506
2024-04-12 13:04:00,384.5860,384.6354,384.3093,384.4476,10384
2024-04-12 13:05:00,384.6947,384.7293,384.5316,384.5761,2294
2024-04-12 13:06:00,384.5465,384.7826,384.5168,384.7826,2215
2024-04-12 13:07:00,384.9219,384.9704,384.7935,384.8281,3173
2024-04-12 13:08:00,384.9812,384.9812,384.7638,384.7638,1354
2024-04-12 13:09:00,384.6551,384.6650,384.2006,384.2698,11536
2024-04-12 13:10:00,384.4081,384.5761,384.3785,384.5761,1910
2024-04-12 13:11:00,384.7134,384.8330,384.6156,384.7836,1799
2024-04-12 13:12:00,384.8627,384.8627,384.5267,384.7638,3029
2024-04-12 13:13:00,384.8923,384.9022,384.8923,384.8972,1082
2024-04-12 13:14:00,384.9121,384.9121,384.8034,384.8528,1589
2024-04-12 13:15:00,384.8231,385.2480,384.8231,385.1591,3466
2024-04-12 13:16:00,385.0998,385.0998,384.8528,384.9318,2018
2024-04-12 13:17:00,385.0405,385.0405,384.7441,384.8528,3030
2024-04-12 13:18:00,384.9615,385.1294,384.9071,384.9615,3324
2024-04-12 13:19:00,384.9516,384.9516,384.6453,384.6453,2246
2024-04-12 13:20:00,384.4476,384.5069,384.4476,384.4970,1308
2024-04-12 13:21:00,384.3686,384.3686,384.3241,384.3439,1173
2024-04-12 13:22:00,384.2303,384.2303,384.0129,384.2006,13401
2024-04-12 13:23:00,384.1018,384.3192,384.1018,384.2303,3910
2024-04-12 13:24:00,384.1611,384.2204,384.0376,384.1018,6041
2024-04-12 13:25:00,384.2105,384.3192,384.1809,384.3192,2538
2024-04-12 13:26:00,384.2303,384.3192,384.0326,384.0897,2572
2024-04-12 13:27:00,383.9537,384.1611,383.9437,384.1611,2066
2024-04-12 13:28:00,384.0326,384.0326,383.5583,383.5583,2433
2024-04-12 13:29:00,383.3904,383.6868,383.3904,383.6868,2435
2024-04-12 13:30:00,383.6176,383.7164,383.4793,383.6522,8117
2024-04-12 13:31:00,383.6275,383.6670,383.5089,383.5262,2186
2024-04-12 13:32:00,383.4892,383.6473,383.4793,383.6473,1215
2024-04-12 13:33:00,383.6176,383.8449,383.6176,383.7016,3267
2024-04-12 13:34:00,383.6374,383.8548,383.5979,383.8548,1661
2024-04-12 13:35:00,383.7856,383.7856,383.5979,383.5979,2055
2024-04-12 13:36:00,383.5929,383.5979,383.4793,383.5287,3353
2024-04-12 13:37:00,383.4299,383.6473,383.4299,383.5089,5318
2024-04-12 13:38:00,383.4299,383.4299,383.0643,383.1532,3640
2024-04-12 13:39:00,383.1633,383.3508,383.1038,383.3508,2999
2024-04-12 13:40:00,383.4299,383.4990,383.3311,383.4002,3448
2024-04-12 13:41:00,383.3904,383.3904,383.3904,383.3904,858
2024-04-12 13:42:00,383.5188,383.8054,383.5188,383.8054,2502
2024-04-12 13:43:00,383.8152,384.2105,383.8152,384.2105,8402
2024-04-12 13:44:00,384.0722,384.0722,384.0623,384.0623,1104
2024-04-12 13:45:00,384.1907,384.1907,384.0229,384.0229,2268
2024-04-12 13:46:00,384.0870,384.0870,384.0870,384.0870,608
2024-04-12 13:47:00,384.2303,384.4872,384.2204,384.4279,3172
2024-04-12 13:48:00,384.3389,384.3389,384.1314,384.1314,3713
2024-04-12 13:49:00,384.2945,384.2945,384.1907,384.2006,2348
2024-04-12 13:50:00,384.2994,384.4476,384.2994,384.4180,1656
2024-04-12 13:51:00,384.3982,384.5563,384.1512,384.2006,3058
2024-04-12 13:52:00,384.1710,384.2993,384.0228,384.0326,1380
2024-04-12 13:53:00,383.9536,383.9931,383.7856,383.8251,7175
2024-04-12 13:54:00,383.8597,383.9437,383.7461,383.7757,4007
2024-04-12 13:55:00,383.7658,383.8449,383.6769,383.8350,7772
2024-04-12 13:56:00,383.8350,383.9141,383.7461,383.8350,9187
2024-04-12 13:57:00,383.8647,384.0425,383.8548,383.8548,15996
2024-04-12 13:58:00,383.8647,383.9042,383.7955,383.8696,2732
2024-04-12 13:59:00,383.8350,383.9042,383.7905,383.9042,970
2024-04-12 14:00:00,383.9239,383.9239,383.6689,383.7708,6574
2024-04-12 14:01:00,383.8251,383.8251,383.4200,383.4200,6705
2024-04-12 14:02:00,383.4842,383.4842,383.1162,383.2520,2147
2024-04-12 14:03:00,383.3113,383.5089,383.3113,383.4200,2105
2024-04-12 14:04:00,383.3805,383.5188,383.2324,383.5188,5591
2024-04-12 14:05:00,383.5780,384.0425,383.4299,383.9684,10773
2024-04-12 14:06:00,383.8745,384.0129,383.8548,383.8548,1132
2024-04-12 14:07:00,383.8152,383.9091,383.7263,383.9091,6719
2024-04-12 14:08:00,384.0030,384.1314,384.0030,384.0524,2429
2024-04-12 14:09:00,384.0524,384.2154,383.9239,384.1512,8701
2024-04-12 14:10:00,384.0820,384.0919,383.9783,384.0820,1215
2024-04-12 14:11:00,384.2105,384.4476,384.2105,384.4081,3098
2024-04-12 14:12:00,384.4081,384.4081,384.0425,384.0425,4190
2024-04-12 14:13:00,384.1413,384.4773,384.1018,384.4773,3399
2024-04-12 14:14:00,384.3192,384.3192,384.1512,384.1512,3214
2024-04-12 14:15:00,384.4081,384.4674,384.3884,384.4575,1821
2024-04-12 14:16:00,384.3686,384.5563,384.3686,384.4970,1720
2024-04-12 14:17:00,384.3686,384.4328,384.3241,384.4328,1843
2024-04-12 14:18:00,384.2698,384.2698,384.0524,384.1018,3094
2024-04-12 14:19:00,384.2253,384.2500,384.0425,384.0425,2144
2024-04-12 14:20:00,383.9536,384.0623,383.9239,384.0623,2916
2024-04-12 14:21:00,383.9141,383.9832,383.7461,383.7461,2965
2024-04-12 14:22:00,383.9338,384.4575,383.8251,384.3735,4209
2024-04-12 14:23:00,384.2698,384.2895,384.1117,384.1907,2560
2024-04-12 14:24:00,383.9338,384.0722,383.9338,384.0722,1813
2024-04-12 14:25:00,383.9882,383.9882,383.8449,383.8745,2373
2024-04-12 14:26:00,383.8350,383.8943,383.7757,383.8943,1754
2024-04-12 14:27:00,383.7757,383.7757,383.5682,383.5880,1760
2024-04-12 14:28:00,383.4398,383.7313,383.3904,383.7313,3066
2024-04-12 14:29:00,383.8251,383.9635,383.7263,383.9635,2408
2024-04-12 14:30:00,383.7362,383.7658,383.5386,383.5732,2836
2024-04-12 14:31:00,383.5682,383.6571,383.5682,383.6571,1500
2024-04-12 14:32:00,383.6522,383.6522,383.2817,383.5583,3803
2024-04-12 14:33:00,383.5880,383.5880,383.4892,383.4892,1047
2024-04-12 14:34:00,383.4892,383.6769,383.2718,383.5139,6613
2024-04-12 14:35:00,383.6275,383.6769,383.4892,383.4892,2499
2024-04-12 14:36:00,383.4645,383.4892,383.2125,383.3113,2723
2024-04-12 14:37:00,383.3311,383.4990,383.1631,383.2421,4069
2024-04-12 14:38:00,383.2718,383.3311,383.0939,383.1829,1710
2024-04-12 14:39:00,383.1285,383.1730,383.1186,383.1186,1992
2024-04-12 14:40:00,383.0248,383.0248,382.8963,382.8963,6708
2024-04-12 14:41:00,383.0050,383.1927,382.8469,383.1730,6735
2024-04-12 14:42:00,383.1433,383.3508,383.0571,383.0571,11922
2024-04-12 14:43:00,383.0346,383.3508,383.0149,383.1038,5201
2024-04-12 14:44:00,383.1285,383.2026,382.9655,383.2026,5498
2024-04-12 14:45:00,383.2125,383.3607,383.2125,383.2915,3370
2024-04-12 14:46:00,383.1829,383.2954,383.1730,383.2954,1194
2024-04-12 14:47:00,383.1730,383.2619,383.1433,383.2619,3294
2024-04-12 14:48:00,383.2570,383.3409,383.1433,383.2273,7892
2024-04-12 14:49:00,383.2421,383.2915,383.2421,383.2866,2186
2024-04-12 14:50:00,383.3706,383.5781,383.3113,383.4892,3994
2024-04-12 14:51:00,383.5880,383.9733,383.5880,383.8399,4225
2024-04-12 14:52:00,383.7560,383.8844,383.7066,383.8844,3004
2024-04-12 14:53:00,383.7757,384.0919,383.7757,384.0820,4425
2024-04-12 14:54:00,384.1413,384.1710,383.8943,383.9635,3034
2024-04-12 14:55:00,383.9832,384.0722,383.9437,384.0722,2420
2024-04-12 14:56:00,384.1809,384.1809,384.0277,384.0326,1558
2024-04-12 14:57:00,384.0820,384.0820,383.8844,383.9832,2149
2024-04-12 14:58:00,383.8450,383.8450,383.7955,383.7955,2743
2024-04-12 14:59:00,383.7461,383.7560,383.5979,383.5979,1913
2024-04-12 15:00:00,383.5485,383.5485,383.2026,383.2026,2130
2024-04-12 15:01:00,383.2520,383.3607,383.1433,383.2323,3428
2024-04-12 15:02:00,383.2323,383.2323,383.0840,383.2026,5118
2024-04-12 15:03:00,383.1631,383.1730,382.8667,382.9556,5428
2024-04-12 15:04:00,383.0396,383.2026,383.0396,383.0445,6881
2024-04-12 15:05:00,383.0248,383.0248,383.0248,383.0248,865
2024-04-12 15:06:00,383.0099,383.2718,382.9704,383.2076,18461
2024-04-12 15:07:00,383.0742,383.2273,383.0346,383.2224,4849
2024-04-12 15:08:00,383.1334,383.2323,382.9753,383.0050,4020
2024-04-12 15:09:00,382.9866,383.1137,382.9866,383.0396,5203
2024-04-12 15:10:00,383.0939,383.0939,382.8963,382.8963,3250
2024-04-12 15:11:00,382.9062,383.0445,382.9012,383.0445,2414
2024-04-12 15:12:00,382.9753,383.2076,382.9753,383.2076,2021
2024-04-12 15:13:00,383.1137,383.1236,383.0346,383.0346,2389
2024-04-12 15:14:00,383.0748,383.0748,382.9358,382.9358,6104
2024-04-12 15:15:00,382.9062,382.9062,382.6591,382.6987,9816
2024-04-12 15:16:00,382.7086,382.8024,382.6789,382.6789,6026
2024-04-12 15:17:00,382.7283,382.8667,382.6097,382.6097,4087
2024-04-12 15:18:00,382.5208,382.8172,382.5208,382.8172,5180
2024-04-12 15:19:00,382.7925,383.3212,382.7086,383.0939,14757
2024-04-12 15:20:00,383.1137,383.5287,383.0939,383.5287,8909
2024-04-12 15:21:00,383.4892,383.5485,383.4101,383.5485,5037
2024-04-12 15:22:00,383.5583,383.5583,383.1433,383.3360,5521
2024-04-12 15:23:00,383.2718,383.5188,383.2718,383.5188,2694
2024-04-12 15:24:00,383.5682,383.6473,383.4320,383.4320,6577
2024-04-12 15:25:00,383.3904,383.6473,383.3904,383.4496,2575
2024-04-12 15:26:00,383.3706,383.3706,383.1433,383.1433,4050
2024-04-12 15:27:00,383.1433,383.4101,383.1433,383.4052,4068
2024-04-12 15:28:00,383.3904,383.6663,383.3518,383.5386,13603
2024-04-12 15:29:00,383.5386,383.5386,383.4299,383.4645,2431
2024-04-12 15:30:00,383.4447,383.5880,383.3607,383.4002,6204
2024-04-12 15:31:00,383.5188,383.7263,383.4793,383.5979,5001
2024-04-12 15:32:00,383.8152,383.9239,383.8152,383.8301,4683
2024-04-12 15:33:00,383.8795,383.9635,383.7658,383.9388,4243
2024-04-12 15:34:00,384.0030,384.0030,383.6967,383.6967,4550
2024-04-12 15:35:00,383.6374,383.6571,383.3904,383.4645,5207
2024-04-12 15:36:00,383.4002,383.4002,383.0445,383.0445,4670
2024-04-12 15:37:00,383.1927,383.3013,383.1236,383.1236,3660
2024-04-12 15:38:00,383.0742,383.1927,382.9852,383.0643,6586
2024-04-12 15:39:00,383.0346,383.1137,382.9556,382.9704,4449
2024-04-12 15:40:00,383.0840,383.4447,383.0248,383.4101,12630
2024-04-12 15:41:00,383.4348,383.5682,383.3805,383.5485,12942
2024-04-12 15:42:00,383.4906,383.7461,383.4200,383.7164,10354
2024-04-12 15:43:00,383.7757,384.2895,383.7757,384.2895,13745
2024-04-12 15:44:00,384.2006,384.2797,384.0030,384.1117,9667
2024-04-12 15:45:00,384.2895,384.4279,384.2401,384.2846,11055
2024-04-12 15:46:00,384.2846,384.4575,383.9931,383.9931,14003
2024-04-12 15:47:00,383.9733,384.0524,383.5683,383.5683,11156
2024-04-12 15:48:00,383.6077,383.6868,383.5089,383.6275,7606
2024-04-12 15:49:00,383.6176,384.1067,383.6176,384.0672,14628
2024-04-12 15:50:00,384.0919,384.2698,383.7955,383.8795,28159
2024-04-12 15:51:00,383.8350,384.5959,383.8350,384.5316,18506
2024-04-12 15:52:00,384.5761,384.7046,384.3192,384.4378,31576
2024-04-12 15:53:00,384.3093,384.3093,383.9733,384.2698,12592
2024-04-12 15:54:00,384.2698,384.6354,384.2007,384.5415,21357
2024-04-12 15:55:00,384.4378,384.8182,384.3488,384.4476,25816
2024-04-12 15:56:00,384.4229,384.6156,384.3291,384.4131,23617
2024-04-12 15:57:00,384.4378,384.5267,384.2994,384.5168,25990
2024-04-12 15:58:00,384.4872,384.7638,384.4872,384.6453,34864
2024-04-12 15:59:00,384.6947,385.3073,384.1117,385.0109,122233
2024-04-12 16:00:00,385.0109,385.5543,384.8132,384.8725,630439
2024-04-12 16:01:00,385.2381,385.2381,384.9713,384.9713,98
2024-04-12 16:02:00,384.8627,384.8627,384.8627,384.8627,65
2024-04-12 16:03:00,384.8627,385.4931,384.8627,385.4931,4004
2024-04-12 16:04:00,384.8627,384.8725,384.8627,384.8627,3286
2024-04-12 16:05:00,384.8627,384.8627,384.8627,384.8627,1
2024-04-12 16:06:00,385.1690,385.1690,385.1690,385.1690,1
2024-04-12 16:07:00,385.0702,385.0702,385.0702,385.0702,60
2024-04-12 16:08:00,386.0978,386.0978,386.0978,386.0978,5
2024-04-12 16:09:00,384.8627,384.9713,384.8627,384.9713,475
2024-04-12 16:10:00,384.8627,385.3864,384.8627,385.1690,299701
2024-04-12 16:11:00,386.0978,386.0978,386.0978,386.0978,5
2024-04-12 16:12:00,384.9713,385.3864,383.2619,383.2619,25
2024-04-12 16:14:00,384.8627,384.8627,384.8627,384.8627,1
2024-04-12 16:15:00,384.8627,384.8627,384.8627,384.8627,2
2024-04-12 16:20:00,384.8627,384.8627,384.8627,384.8627,5187
2024-04-12 16:22:00,385.3468,385.3468,385.3468,385.3468,3
2024-04-12 16:26:00,384.8627,384.8627,384.8627,384.8627,9700
2024-04-12 16:30:00,384.9022,384.9022,384.9022,384.9022,37
2024-04-12 16:34:00,384.8627,384.8627,384.8627,384.8627,9440
2024-04-12 16:35:00,384.8627,384.8725,384.8627,384.8725,12
2024-04-12 16:36:00,385.3073,385.3567,385.3073,385.3468,305
2024-04-12 16:40:00,385.3468,385.3468,385.3468,385.3468,20
2024-04-12 16:42:00,385.5642,385.5642,385.5642,385.5642,2
2024-04-12 16:48:00,385.3468,385.3468,385.3468,385.3468,73
2024-04-12 16:51:00,385.3864,385.3864,385.3864,385.3864,3
2024-04-12 16:57:00,384.8627,384.8627,384.8627,384.8627,40
2024-04-12 16:58:00,385.3073,385.3073,385.3073,385.3073,1
2024-04-12 17:00:00,384.9318,384.9318,384.7441,384.7540,42
2024-04-12 17:03:00,385.3172,385.3172,385.3172,385.3172,10
2024-04-12 17:14:00,385.1371,385.2381,385.1371,385.2381,2
2024-04-12 17:15:00,384.3785,384.3785,384.3785,384.3785,15
2024-04-12 17:21:00,384.3785,384.3785,384.3785,384.3785,100
2024-04-12 17:23:00,384.8725,384.8725,384.8725,384.8725,3
2024-04-12 17:25:00,384.8528,384.8528,384.8528,384.8528,2
2024-04-12 17:30:00,384.8627,384.8627,384.8627,384.8627,36
2024-04-12 17:33:00,384.3982,384.3982,383.3904,384.3785,7
2024-04-12 17:36:00,383.3904,383.3904,383.3904,383.3904,95
2024-04-12 17:37:00,384.3785,384.3785,384.3785,384.3785,2
2024-04-12 17:43:00,384.3785,384.3785,384.3785,384.3785,1
2024-04-12 17:48:00,384.8627,384.8627,384.8627,384.8627,28917
2024-04-12 17:50:00,382.9062,382.9062,382.9062,382.9062,2
2024-04-12 17:58:00,384.3785,384.3785,384.3785,384.3785,1
2024-04-12 17:59:00,384.3785,384.3785,384.3785,384.3785,2
2024-04-12 18:01:00,384.3785,384.3785,384.3785,384.3785,11
2024-04-12 18:06:00,383.3904,383.3904,383.3904,383.3904,3
2024-04-12 18:07:00,384.3488,384.3785,384.3488,384.3785,200
2024-04-12 18:24:00,384.7441,384.7441,384.7441,384.7441,5
2024-04-12 18:26:00,384.6255,384.6255,384.6255,384.6255,10
2024-04-12 18:29:00,384.6255,384.6255,384.6255,384.6255,2
2024-04-12 18:30:00,384.8627,384.8627,384.6255,384.6255,299673
2024-04-12 18:33:00,384.2599,384.2599,384.2599,384.2599,1
2024-04-12 18:39:00,384.8528,384.8528,384.6255,384.6255,52
2024-04-12 18:41:00,384.3785,384.3785,384.3785,384.3785,4
2024-04-12 18:42:00,384.6255,384.6255,384.6255,384.6255,14
2024-04-12 18:44:00,384.6255,384.6255,384.6255,384.6255,6
2024-04-12 18:49:00,384.6057,384.6057,384.6057,384.6057,9
2024-04-12 18:52:00,384.6057,384.6057,384.6057,384.6057,1
2024-04-12 18:59:00,384.6057,384.6057,384.6057,384.6057,5
2024-04-12 19:00:00,384.8627,384.8627,384.8627,384.8627,299643
2024-04-12 19:01:00,384.6057,384.6057,384.6057,384.6057,51
2024-04-12 19:10:00,384.3785,384.3785,384.3785,384.3785,5
2024-04-12 19:11:00,384.3785,384.3785,384.3785,384.3785,7
2024-04-12 19:20:00,384.2797,384.2797,384.2797,384.2797,5
2024-04-12 19:21:00,384.2599,384.2599,384.2599,384.2599,3
2024-04-12 19:23:00,383.2619,383.2619,382.9161,382.9161,6
2024-04-12 19:28:00,383.2224,383.3904,382.8963,382.8963,457
2024-04-12 19:29:00,382.8963,382.8963,382.8963,382.8963,4
2024-04-12 19:31:00,382.8963,382.8963,380.4261,380.4261,102
2024-04-12 19:36:00,382.6493,382.6493,382.6493,382.6493,1
2024-04-12 19:45:00,382.8864,382.8864,381.4240,381.4240,3
2024-04-12 19:48:00,382.6493,382.6493,382.6493,382.6493,10
2024-04-12 19:51:00,382.8963,382.8963,382.8963,382.8963,25
2024-04-12 19:54:00,382.8963,382.8963,381.4141,381.4141,2
2024-04-12 19:56:00,382.8963,382.8963,382.4022,382.5307,81
2024-04-12 19:59:00,382.4022,382.8963,382.4022,382.4022,6
2024-04-15 04:00:00,382.4022,382.4022,382.4022,382.4022,2
2024-04-15 04:02:00,384.2105,384.2105,383.9832,383.9832,3
2024-04-15 04:06:00,382.8765,383.3311,382.8765,383.3311,66
2024-04-15 04:07:00,384.6650,384.6749,383.3311,383.3311,66
2024-04-15 04:10:00,384.7737,384.7737,383.3904,383.3904,28
2024-04-15 04:11:00,382.5010,383.3904,382.1552,382.1552,16
2024-04-15 04:21:00,382.6888,382.6888,382.6888,382.6888,7
2024-04-15 04:22:00,381.9971,381.9971,381.5327,381.5327,60
2024-04-15 04:23:00,382.6690,383.7263,382.6690,383.7263,170
2024-04-15 04:30:00,383.7263,383.7263,383.7263,383.7263,1
2024-04-15 04:31:00,383.3904,383.3904,383.3904,383.3904,12
2024-04-15 04:32:00,383.3904,383.3904,383.3904,383.3904,7
2024-04-15 04:34:00,383.3904,383.3904,383.3904,383.3904,1
2024-04-15 04:39:00,382.4813,382.4813,380.9793,382.4121,258
2024-04-15 04:47:00,383.4002,384.1809,383.4002,384.1809,106
2024-04-15 04:49:00,382.4220,382.4220,382.4220,382.4220,1
2024-04-15 04:54:00,382.4121,382.4121,382.4121,382.4121,1
2024-04-15 04:55:00,382.4022,382.4022,382.4022,382.4022,60
2024-04-15 05:01:00,384.0623,384.0623,384.0623,384.0623,10
2024-04-15 05:11:00,384.1611,384.1611,383.7955,383.7955,116
2024-04-15 05:17:00,382.8963,382.8963,382.8864,382.8864,12
2024-04-15 05:19:00,382.8765,382.8765,382.8765,382.8765,10
2024-04-15 05:30:00,384.1611,384.1611,384.1611,384.1611,1
2024-04-15 05:32:00,384.0623,384.0623,383.3904,383.3904,3
2024-04-15 05:39:00,383.9338,383.9635,383.9338,383.9635,42
2024-04-15 05:40:00,383.9832,383.9832,383.9832,383.9832,75
2024-04-15 05:44:00,383.9635,383.9635,383.9635,383.9635,25
2024-04-15 05:45:00,383.9832,384.0030,383.9832,384.0030,20
2024-04-15 05:48:00,383.9832,383.9832,383.9832,383.9832,20
2024-04-15 05:59:00,383.9832,383.9832,383.9832,383.9832,10
2024-04-15 06:02:00,383.9733,383.9733,383.9635,383.9733,85
2024-04-15 06:04:00,384.1216,384.1216,384.0623,384.0623,48
2024-04-15 06:09:00,384.1216,384.1216,384.1216,384.1216,13
2024-04-15 06:18:00,384.0623,384.0722,384.0623,384.0722,15
2024-04-15 06:23:00,384.1216,384.4773,384.0623,384.3785,144
2024-04-15 06:26:00,384.0623,384.0623,384.0623,384.0623,53
2024-04-15 06:29:00,384.3785,384.3785,384.3785,384.3785,50
2024-04-15 06:35:00,384.3884,384.3884,384.3884,384.3884,10
2024-04-15 06:40:00,384.3785,384.3785,384.3785,384.3785,1
2024-04-15 06:41:00,384.3785,384.3785,384.3785,384.3785,121
2024-04-15 06:48:00,384.3785,384.3785,384.3785,384.3785,1
2024-04-15 06:49:00,384.8528,393.7656,384.8528,393.7656,149
2024-04-15 06:50:00,384.6255,385.8607,384.6255,385.8607,71
2024-04-15 06:51:00,385.8607,385.8607,385.8607,385.8607,52
2024-04-15 06:52:00,386.0089,386.0089,386.0089,386.0089,1
2024-04-15 06:54:00,387.4515,387.4515,387.4515,387.4515,5
2024-04-15 06:55:00,385.9990,385.9990,385.8607,385.9990,8
2024-04-15 06:57:00,385.8607,385.8607,385.8607,385.8607,1
2024-04-15 06:58:00,385.8607,385.8607,385.8607,385.8607,94
2024-04-15 07:00:00,384.4279,385.8607,382.4022,382.4022,275
2024-04-15 07:02:00,384.3785,385.3666,384.3785,385.3666,28
2024-04-15 07:03:00,384.6453,384.6453,384.3785,384.3785,164
2024-04-15 07:05:00,385.8508,385.8508,385.3666,385.3666,16
2024-04-15 07:06:00,385.3666,386.2065,385.3666,385.8508,665
2024-04-15 07:07:00,385.8508,385.8508,385.8508,385.8508,1
2024-04-15 07:08:00,385.5346,385.5346,385.5346,385.5346,1
2024-04-15 07:09:00,386.3448,386.3448,386.3448,386.3448,10
2024-04-15 07:11:00,385.3666,385.3666,385.3666,385.3666,31
2024-04-15 07:13:00,385.3666,385.8508,385.2678,385.8508,39
2024-04-15 07:14:00,385.8409,385.8607,385.8409,385.8607,184
2024-04-15 07:15:00,385.8607,386.8488,385.8607,386.8488,303
2024-04-15 07:16:00,386.8488,388.6669,386.8488,388.6669,1138
2024-04-15 07:17:00,389.4278,389.4278,389.3290,389.3290,41
2024-04-15 07:18:00,389.6155,390.3072,389.6155,390.3072,758
2024-04-15 07:19:00,389.4871,390.1886,388.9337,389.2993,929
2024-04-15 07:20:00,386.9476,387.8567,385.7520,387.8567,391
2024-04-15 07:21:00,387.5899,387.5899,387.5899,387.5899,85
2024-04-15 07:24:00,388.3310,388.3606,388.3310,388.3310,243
2024-04-15 07:25:00,389.6847,394.1411,389.3191,392.8763,2559
2024-04-15 07:26:00,392.8368,397.9948,392.2834,397.8169,6094
2024-04-15 07:27:00,397.8169,397.9651,394.2597,394.2597,4084
2024-04-15 07:28:00,394.2597,395.9098,392.9850,395.2478,2444
