,open_GS,high_GS,low_GS,close_GS,volume_GS
2024-07-23 15:10:00,490.5558,490.7546,490.5558,490.6055,2648
2024-07-23 15:11:00,490.5160,490.5260,490.4663,490.5260,1557
2024-07-23 15:12:00,490.4464,490.5359,490.4464,490.5061,1028
2024-07-23 15:13:00,490.4862,490.4862,490.3321,490.3321,1451
2024-07-23 15:14:00,490.4365,490.4464,490.2377,490.3669,1197
2024-07-23 15:15:00,490.3125,490.3125,490.0687,490.2178,948
2024-07-23 15:16:00,490.0488,490.0885,489.9593,490.0885,859
2024-07-23 15:17:00,490.1283,490.1283,489.9096,489.9096,2885
2024-07-23 15:18:00,489.8301,490.0188,489.8301,489.9394,3126
2024-07-23 15:19:00,489.8599,489.9792,489.8201,489.9792,2403
2024-07-23 15:20:00,489.8002,489.8400,489.5318,489.7040,4861
2024-07-23 15:21:00,489.6710,489.6710,489.6511,489.6511,981
2024-07-23 15:22:00,489.8400,489.8599,489.8400,489.8599,2257
2024-07-23 15:23:00,489.7605,489.8301,489.5815,489.7339,2982
2024-07-23 15:24:00,489.6710,489.8649,489.6710,489.7207,2351
2024-07-23 15:25:00,489.7953,490.0488,489.7903,489.9593,6707
2024-07-23 15:26:00,489.9394,489.9394,489.6710,489.7008,10795
2024-07-23 15:27:00,489.7704,489.8996,489.6710,489.8996,5433
2024-07-23 15:28:00,489.8723,489.9991,489.8400,489.9991,2239
2024-07-23 15:29:00,490.0090,490.0587,489.9643,490.0090,2007
2024-07-23 15:30:00,489.7207,489.7207,489.4821,489.6412,2571
2024-07-23 15:31:00,489.5666,489.5666,489.4125,489.5020,1473
2024-07-23 15:32:00,489.4821,489.6511,489.4225,489.6511,2903
2024-07-23 15:33:00,489.6263,489.6263,489.4622,489.4622,1723
2024-07-23 15:34:00,489.4622,489.6113,489.4622,489.5716,2424
2024-07-23 15:35:00,489.6213,489.6213,489.4622,489.4622,1654
2024-07-23 15:36:00,489.5318,489.5318,489.4225,489.5318,2983
2024-07-23 15:37:00,489.3628,489.3727,489.3280,489.3628,2834
2024-07-23 15:38:00,489.1739,489.5915,489.1640,489.5915,5590
2024-07-23 15:39:00,489.5915,489.5915,489.3429,489.3429,1500
2024-07-23 15:40:00,489.1242,489.2336,489.1242,489.1839,2083
2024-07-23 15:41:00,489.1689,489.1739,489.0049,489.0745,2438
2024-07-23 15:42:00,489.0546,489.0546,488.4879,488.5874,6637
2024-07-23 15:43:00,488.5227,488.6470,488.4879,488.5128,3181
2024-07-23 15:44:00,488.6371,488.9154,488.6371,488.8558,5669
2024-07-23 15:45:00,488.8657,488.9453,488.7166,488.7166,4932
2024-07-23 15:46:00,488.7166,488.7464,488.5725,488.5973,3063
2024-07-23 15:47:00,488.6172,488.8657,488.6172,488.8657,6691
2024-07-23 15:48:00,488.8508,489.0049,488.8409,488.8409,3382
2024-07-23 15:49:00,488.9835,489.0944,488.8110,488.9751,4627
2024-07-23 15:50:00,489.1242,489.5788,489.0099,489.0894,7338
2024-07-23 15:51:00,489.0149,489.0298,488.7067,488.7067,5229
2024-07-23 15:52:00,488.8260,488.8757,488.6818,488.8558,7440
2024-07-23 15:53:00,488.8757,489.1639,488.7812,488.8508,5736
2024-07-23 15:54:00,488.8608,488.8608,488.5178,488.5178,5303
2024-07-23 15:55:00,488.5178,488.7564,488.2444,488.2494,9199
2024-07-23 15:56:00,488.2444,488.5128,488.1400,488.5128,16495
2024-07-23 15:57:00,488.5227,488.7651,488.4233,488.4929,11533
2024-07-23 15:58:00,488.5029,489.0944,488.4581,488.9552,32538
2024-07-23 15:59:00,489.0049,489.5020,488.9751,489.3727,33727
2024-07-23 16:00:00,489.3230,491.0529,489.2733,491.0529,564905
2024-07-23 16:01:00,491.0628,491.0628,491.0628,491.0628,1
2024-07-23 16:02:00,491.0628,491.0628,491.0628,491.0628,5
2024-07-23 16:05:00,489.2733,489.2733,489.2733,489.2733,7640
2024-07-23 16:06:00,489.2733,489.2733,489.2733,489.2733,490
2024-07-23 16:07:00,487.1359,487.1359,487.1359,487.1359,1
2024-07-23 16:10:00,489.2733,489.2733,489.2733,489.2733,279139
2024-07-23 16:11:00,487.1359,487.1359,487.1359,487.1359,2
2024-07-23 16:13:00,489.6213,489.6213,489.6213,489.6213,1
2024-07-23 16:15:00,489.2733,489.2733,489.2733,489.2733,2
2024-07-23 16:17:00,489.6213,489.6213,489.6213,489.6213,1
2024-07-23 16:18:00,487.1359,487.1359,487.1359,487.1359,29
2024-07-23 16:20:00,489.2733,489.2733,489.2733,489.2733,5
2024-07-23 16:22:00,490.1184,490.1184,490.1184,490.1184,6
2024-07-23 16:31:00,490.1184,490.1184,490.1184,490.1184,1
2024-07-23 16:39:00,489.6312,489.6312,489.2733,489.2733,4168
2024-07-23 16:49:00,490.1084,490.1084,490.1084,490.1084,1
2024-07-23 17:01:00,490.1084,490.1084,490.1084,490.1084,5
2024-07-23 17:03:00,489.2733,489.2733,489.2733,489.2733,98670
2024-07-23 17:05:00,493.9210,493.9210,492.6932,492.6932,2
2024-07-23 17:08:00,491.0628,493.5482,490.1084,490.1084,12
2024-07-23 17:15:00,489.6213,489.6213,489.6213,489.6213,5
2024-07-23 17:17:00,492.0868,492.0868,492.0868,492.0868,3
2024-07-23 17:18:00,489.6213,490.1184,489.6213,490.1184,20
2024-07-23 17:26:00,490.0985,490.0985,490.0985,490.0985,10
2024-07-23 17:31:00,490.0985,490.0985,490.0985,490.0985,5
2024-07-23 17:37:00,489.2733,489.2733,489.2733,489.2733,138
2024-07-23 17:45:00,489.6213,489.6213,489.6213,489.6213,3
2024-07-23 17:46:00,489.2833,489.6213,489.1242,489.2733,117
2024-07-23 17:48:00,489.4523,489.4523,489.4523,489.4523,1
2024-07-23 17:55:00,494.0950,494.0950,494.0950,494.0950,1
2024-07-23 18:02:00,489.2037,489.2037,489.1143,489.1143,10
2024-07-23 18:10:00,489.1242,489.1242,489.1242,489.1242,2
2024-07-23 18:16:00,488.9254,488.9254,488.9254,488.9254,100
2024-07-23 18:18:00,489.0745,489.0745,489.0745,489.0745,10
2024-07-23 18:26:00,488.7265,488.7265,488.7265,488.7265,1
2024-07-23 18:27:00,488.1301,488.1301,488.1301,488.1301,1
2024-07-23 18:29:00,489.0546,489.0546,489.0546,489.0546,5
2024-07-23 18:30:00,489.2733,489.2733,489.2733,489.2733,279139
2024-07-23 18:31:00,488.1301,488.1301,488.1301,488.1301,7
2024-07-23 18:41:00,488.1301,488.1301,488.1301,488.1301,30
2024-07-23 18:47:00,489.0646,489.0646,489.0646,489.0646,1
2024-07-23 18:54:00,488.4879,488.4879,488.4879,488.4879,1
2024-07-23 18:56:00,488.4879,488.4879,488.4780,488.4780,10
2024-07-23 18:59:00,488.4780,488.4780,488.4283,488.4283,55
2024-07-23 19:00:00,489.2733,489.2733,489.2733,489.2733,279139
2024-07-23 19:04:00,488.4283,488.4283,488.4283,488.4283,30
2024-07-23 19:08:00,488.1301,488.1301,488.1301,488.1301,15
2024-07-23 19:09:00,488.3289,488.3388,488.3289,488.3388,20
2024-07-23 19:10:00,488.3388,488.3388,488.3388,488.3388,18
2024-07-23 19:18:00,488.4283,488.4283,488.4283,488.4283,26
2024-07-23 19:20:00,488.1440,488.1440,488.1440,488.1440,15
2024-07-23 19:28:00,488.3388,488.3488,488.1499,488.1499,215
2024-07-23 19:34:00,488.1499,488.1499,488.1499,488.1499,10
2024-07-23 19:37:00,488.1301,488.1301,488.1301,488.1301,10
2024-07-23 19:38:00,488.1301,488.1301,488.1301,488.1301,3
2024-07-23 19:42:00,488.4283,488.4283,488.2295,488.2295,4
2024-07-23 19:50:00,488.5277,488.5277,488.5277,488.5277,1
2024-07-23 19:56:00,488.2295,488.2295,488.2295,488.2295,10
2024-07-23 19:58:00,488.5277,488.5277,488.5277,488.5277,100
2024-07-24 04:00:00,488.4979,488.5377,488.4979,488.5377,7
2024-07-24 04:01:00,489.1143,489.1143,489.1143,489.1143,1
2024-07-24 04:05:00,487.2254,487.2254,487.2254,487.2254,2
2024-07-24 04:06:00,487.1359,487.1359,486.6388,486.6388,7
2024-07-24 04:21:00,487.1359,487.1359,487.1359,487.1359,1
2024-07-24 04:45:00,487.3646,487.3646,487.3646,487.3646,1
2024-07-24 04:48:00,487.1558,487.3646,487.1558,487.3646,2
2024-07-24 05:04:00,487.1359,487.1359,487.1359,487.1359,10
2024-07-24 05:25:00,486.1318,486.1318,486.1318,486.1318,2
2024-07-24 05:26:00,486.9868,486.9868,486.9868,486.9868,30
2024-07-24 05:30:00,486.5593,486.5593,486.5493,486.5493,10
2024-07-24 05:31:00,486.7780,486.7780,486.7780,486.7780,4
2024-07-24 05:39:00,486.9470,486.9470,486.9371,486.9371,6
2024-07-24 06:03:00,487.0166,487.0265,487.0166,487.0265,17
2024-07-24 06:13:00,487.1359,487.1359,487.1359,487.1359,3
2024-07-24 06:36:00,487.1359,487.1359,487.1359,487.1359,11
2024-07-24 06:52:00,486.7780,486.7780,485.8534,486.4102,48
2024-07-24 07:00:00,486.9371,487.1359,486.9371,487.1359,121
2024-07-24 07:06:00,486.4400,486.4400,486.4400,486.4400,6
2024-07-24 07:17:00,486.4102,486.4102,486.4102,486.4102,77
2024-07-24 07:19:00,486.8973,486.9570,486.6388,486.6388,15
2024-07-24 07:25:00,486.6289,486.8874,486.1417,486.8874,22
2024-07-24 07:29:00,486.7382,486.8874,486.6090,486.8874,48
2024-07-24 07:30:00,486.6885,486.6885,486.6885,486.6885,6
2024-07-24 07:37:00,486.8377,486.8377,486.8377,486.8377,7
2024-07-24 07:39:00,486.8377,487.1359,486.8377,487.1359,5
2024-07-24 07:40:00,487.1359,487.1359,487.1359,487.1359,12
2024-07-24 07:43:00,487.1359,487.1359,487.1359,487.1359,1
2024-07-24 07:44:00,487.1359,487.1359,487.1359,487.1359,10
2024-07-24 07:46:00,487.1359,487.1359,487.1359,487.1359,55
2024-07-24 07:47:00,487.1359,487.1359,487.1359,487.1359,95
2024-07-24 07:58:00,487.1359,487.1359,487.1061,487.1061,7
2024-07-24 08:00:00,487.6330,489.2733,485.4757,489.2733,43
2024-07-24 08:01:00,486.6488,486.6488,486.6488,486.6488,1
2024-07-24 08:02:00,489.2733,489.2733,487.0961,487.0961,54
2024-07-24 08:03:00,486.9570,488.0903,486.8476,487.0663,207
2024-07-24 08:09:00,486.1417,486.1417,486.1417,486.1417,10
2024-07-24 08:10:00,486.4768,486.4768,486.4768,486.4768,30
2024-07-24 08:15:00,486.1417,486.1417,486.1417,486.1417,5
2024-07-24 08:19:00,486.6488,486.6488,486.6488,486.6488,2
2024-07-24 08:22:00,486.7681,487.6330,484.1534,487.6330,1302
2024-07-24 08:28:00,486.7879,487.0464,486.7879,487.0464,8
2024-07-24 08:30:00,485.6447,485.6447,485.6447,485.6447,10
2024-07-24 08:31:00,487.0464,487.0862,485.6975,487.0862,270
2024-07-24 08:33:00,487.1359,487.1359,487.1359,487.1359,1
2024-07-24 08:35:00,487.0862,487.0862,487.0862,487.0862,8
2024-07-24 08:37:00,487.0862,487.0862,487.0862,487.0862,1
2024-07-24 08:40:00,486.6388,486.6388,486.6189,486.6289,28
2024-07-24 08:41:00,486.1417,486.1417,486.1417,486.1417,2
2024-07-24 08:42:00,486.1417,486.3803,485.6447,486.3803,324
2024-07-24 08:43:00,486.3803,486.3803,486.3803,486.3803,2
2024-07-24 08:44:00,486.3903,486.6388,486.3903,486.6388,205
2024-07-24 08:45:00,486.3108,486.3903,486.3108,486.3505,6
2024-07-24 08:46:00,486.3605,486.3903,486.3605,486.3903,10
2024-07-24 08:49:00,486.6090,486.6090,486.6090,486.6090,5
2024-07-24 08:51:00,486.6388,486.6388,486.6388,486.6388,14
2024-07-24 08:53:00,486.1119,486.1119,485.6447,485.6447,2
2024-07-24 08:55:00,485.7540,485.9031,485.7043,485.7632,39
2024-07-24 08:57:00,486.1020,486.1020,486.1020,486.1020,1
2024-07-24 08:58:00,486.1020,486.2710,486.0920,486.1119,180
2024-07-24 09:00:00,486.6388,486.6388,486.0821,486.6289,25
2024-07-24 09:01:00,485.7043,485.7043,485.6944,485.6944,51
2024-07-24 09:03:00,485.6447,485.9131,485.6447,485.9131,8
2024-07-24 09:04:00,486.6388,486.6388,486.4996,486.6388,273
2024-07-24 09:05:00,486.6388,487.1359,486.6388,486.9371,304
2024-07-24 09:06:00,487.0762,487.0762,487.0762,487.0762,3
2024-07-24 09:07:00,485.6546,485.6546,485.6546,485.6546,7
2024-07-24 09:11:00,485.6447,485.6447,485.6447,485.6447,6
2024-07-24 09:13:00,486.6289,486.6289,485.6447,485.6447,3
2024-07-24 09:14:00,486.0026,486.0026,486.0026,486.0026,1
2024-07-24 09:22:00,485.8137,485.8137,485.8137,485.8137,1
2024-07-24 09:28:00,485.6844,485.6844,485.6844,485.6844,1
2024-07-24 09:30:00,486.4002,488.9154,486.4002,488.9154,24661
2024-07-24 09:31:00,488.1599,488.5575,487.9014,488.1350,2618
2024-07-24 09:32:00,488.1102,488.2991,487.8815,487.8815,3320
2024-07-24 09:33:00,488.1301,488.5178,487.6827,488.1301,4375
2024-07-24 09:34:00,487.9412,489.2733,487.7523,489.2733,12465
2024-07-24 09:35:00,489.2336,489.9991,488.4780,489.8400,2825
2024-07-24 09:36:00,489.6163,490.7446,489.6113,490.3271,4861
2024-07-24 09:37:00,489.9891,490.6751,489.9394,490.6751,5238
2024-07-24 09:38:00,490.4415,491.4207,490.4415,491.4207,5786
2024-07-24 09:39:00,491.2368,491.7637,491.1622,491.3710,13058
2024-07-24 09:40:00,491.4108,491.4108,491.1125,491.2865,5580
2024-07-24 09:41:00,491.2865,491.5698,491.2020,491.3909,3260
2024-07-24 09:42:00,491.3611,491.7985,491.2517,491.5002,7002
2024-07-24 09:43:00,491.5698,491.9178,491.2616,491.2616,2906
2024-07-24 09:44:00,491.8084,491.8979,491.1125,491.1125,7123
2024-07-24 09:45:00,491.5897,492.6435,491.5499,492.2956,6941
2024-07-24 09:46:00,492.3850,492.5143,491.4399,491.4399,5201
2024-07-24 09:47:00,491.4781,491.4781,491.1124,491.1982,8618
2024-07-24 09:48:00,491.0628,491.0628,490.4407,490.6850,6457
2024-07-24 09:49:00,490.8441,490.8441,490.4266,490.7646,4355
2024-07-24 09:50:00,490.9087,490.9087,489.5319,490.2774,4999
2024-07-24 09:51:00,490.2277,490.4887,489.3926,490.0189,5456
2024-07-24 09:52:00,489.3628,489.6235,489.1242,489.1242,5683
2024-07-24 09:53:00,489.3081,489.3081,488.6570,488.8682,5371
2024-07-24 09:54:00,488.9353,488.9353,488.0207,488.3587,5989
2024-07-24 09:55:00,488.1002,488.1002,487.3248,487.3809,4695
2024-07-24 09:56:00,487.4043,487.8020,487.1508,487.5882,4890
2024-07-24 09:57:00,487.6628,487.6628,487.2353,487.4143,5129
2024-07-24 09:58:00,487.4043,487.7026,487.0464,487.4441,5038
2024-07-24 09:59:00,487.4839,487.4839,487.0862,487.1458,3225
2024-07-24 10:00:00,487.0762,487.0762,486.7084,486.9768,3771
2024-07-24 10:01:00,486.7830,487.0166,486.3406,486.5692,3308
2024-07-24 10:02:00,486.6388,486.8078,486.3505,486.4400,3147
2024-07-24 10:03:00,486.5146,486.7681,485.4955,485.5353,4780
2024-07-24 10:04:00,485.5453,485.6546,485.2172,485.4558,2945
2024-07-24 10:05:00,485.4856,486.1417,485.4110,486.1417,2126
2024-07-24 10:06:00,485.9827,486.2213,485.9827,486.1716,2329
2024-07-24 10:07:00,486.0523,486.0523,485.6645,485.7739,2185
2024-07-24 10:08:00,485.8684,485.8684,485.3862,485.5602,3917
2024-07-24 10:09:00,485.5651,485.5651,485.3762,485.4062,1860
2024-07-24 10:10:00,485.7838,485.7938,485.5055,485.6347,2777
2024-07-24 10:11:00,485.4657,485.4657,485.2917,485.4061,5278
2024-07-24 10:12:00,485.2172,485.2172,484.5412,484.5610,5786
2024-07-24 10:13:00,484.7450,484.7450,484.2827,484.4219,3241
2024-07-24 10:14:00,484.2926,484.3920,483.8452,484.2031,5668
2024-07-24 10:15:00,484.3125,484.9289,484.3125,484.7897,3033
2024-07-24 10:16:00,484.7996,484.9388,484.5113,484.5113,1545
2024-07-24 10:17:00,484.8692,485.5552,484.8692,485.5552,2799
2024-07-24 10:18:00,485.6844,485.8733,485.5602,485.8435,1619
2024-07-24 10:19:00,485.9330,485.9330,485.9330,485.9330,2035
2024-07-24 10:20:00,485.7192,486.2113,485.7192,486.2113,3117
2024-07-24 10:21:00,486.4201,486.4599,485.8385,486.4102,2319
2024-07-24 10:22:00,486.4002,486.4002,486.1020,486.1716,1483
2024-07-24 10:23:00,486.2809,486.7084,486.2809,486.6985,5237
2024-07-24 10:24:00,486.9768,487.0166,486.3803,486.3803,4079
2024-07-24 10:25:00,486.5146,487.6429,486.5096,487.6429,3236
2024-07-24 10:26:00,487.5236,487.7423,487.3347,487.6827,6409
2024-07-24 10:27:00,487.8318,488.3786,487.8020,488.3786,4139
2024-07-24 10:28:00,488.4084,488.4184,488.1897,488.4184,2973
2024-07-24 10:29:00,488.4382,488.6072,488.3289,488.4681,2313
2024-07-24 10:30:00,488.5078,488.6172,487.9958,488.6172,2051
2024-07-24 10:31:00,488.4852,488.6172,488.4581,488.4979,2391
2024-07-24 10:32:00,488.4879,488.7862,488.4879,488.6768,2939
2024-07-24 10:33:00,488.8061,488.8806,488.5377,488.6271,2846
2024-07-24 10:34:00,488.7464,488.7464,488.2593,488.2593,3344
2024-07-24 10:35:00,488.2891,488.5219,488.1798,488.5219,2838
2024-07-24 10:36:00,488.5004,488.7763,488.3885,488.7265,3463
2024-07-24 10:37:00,488.6172,488.7464,488.2891,488.7464,3148
2024-07-24 10:38:00,488.4979,488.6520,488.4979,488.5974,1289
2024-07-24 10:39:00,488.6570,488.6619,488.3339,488.4034,2737
2024-07-24 10:40:00,488.4283,488.4283,487.9710,487.9710,2119
2024-07-24 10:41:00,487.9412,488.1201,487.9412,488.0008,1992
2024-07-24 10:42:00,488.3087,488.4283,488.1947,488.3488,3493
2024-07-24 10:43:00,488.3885,488.6172,488.3388,488.6072,3793
2024-07-24 10:44:00,488.5973,488.9850,488.4283,488.9105,2378
2024-07-24 10:45:00,489.0447,489.3032,488.9751,489.1540,3270
2024-07-24 10:46:00,489.2037,489.4125,489.2037,489.2187,2479
2024-07-24 10:47:00,489.2087,489.5517,489.2087,489.5517,3006
2024-07-24 10:48:00,489.4622,490.0262,489.3032,489.9295,3530
2024-07-24 10:49:00,490.1183,490.4266,489.8400,490.2774,3651
2024-07-24 10:50:00,490.2426,490.7546,490.2426,490.7546,3986
2024-07-24 10:51:00,490.7844,491.2119,490.7099,490.7944,9756
2024-07-24 10:52:00,490.9037,491.0827,490.6453,490.6453,4152
2024-07-24 10:53:00,490.3371,490.5160,490.2824,490.2824,2785
2024-07-24 10:54:00,490.0488,490.1580,489.7257,489.8698,3046
2024-07-24 10:55:00,489.8201,489.8201,489.7704,489.7903,2254
2024-07-24 10:56:00,490.0885,490.3868,490.0140,490.3868,1484
2024-07-24 10:57:00,490.1581,490.3669,489.9494,490.1880,2371
2024-07-24 10:58:00,490.1780,490.3073,489.6810,489.6810,5490
2024-07-24 10:59:00,489.8499,489.8499,489.8400,489.8400,803
2024-07-24 11:00:00,489.8002,489.8002,488.9751,488.9751,2468
2024-07-24 11:01:00,489.1441,489.1441,488.9453,488.9453,915
2024-07-24 11:02:00,489.0248,489.0248,488.5625,488.8260,1928
2024-07-24 11:03:00,488.7166,488.8956,488.6967,488.6967,1648
2024-07-24 11:04:00,488.9055,488.9055,488.3388,488.3388,2453
2024-07-24 11:05:00,488.1301,488.2991,487.8815,488.0008,3048
2024-07-24 11:06:00,487.6926,487.8815,487.6032,487.8815,2830
2024-07-24 11:07:00,487.7920,487.8815,487.6330,487.6777,3930
2024-07-24 11:08:00,487.6032,487.7476,487.2651,487.2651,3317
2024-07-24 11:09:00,487.4739,488.0605,487.4739,487.9461,4325
2024-07-24 11:10:00,488.1499,488.1499,487.7324,487.9213,1986
2024-07-24 11:11:00,487.7274,487.9909,487.7274,487.7523,835
2024-07-24 11:12:00,487.5534,487.7189,487.5137,487.5137,1487
2024-07-24 11:13:00,487.4640,487.6529,487.4441,487.6529,846
2024-07-24 11:14:00,487.6853,487.8716,487.6827,487.8716,1366
2024-07-24 11:15:00,487.9511,488.3388,487.9511,488.3388,2570
2024-07-24 11:16:00,488.5377,488.7563,488.2494,488.2742,2296
2024-07-24 11:17:00,488.2096,488.4283,488.0605,488.4283,2591
2024-07-24 11:18:00,488.3090,488.3836,488.2792,488.3836,662
2024-07-24 11:19:00,488.2593,488.2593,488.0108,488.0108,1149
2024-07-24 11:20:00,487.7821,488.0803,487.7821,488.0803,1189
2024-07-24 11:21:00,488.1301,488.1301,488.0903,488.0903,928
2024-07-24 11:22:00,488.0157,488.1599,488.0157,488.0306,3599
2024-07-24 11:23:00,488.0704,488.0704,488.0704,488.0704,1516
2024-07-24 11:24:00,487.9347,488.1599,487.6927,487.8219,2264
2024-07-24 11:25:00,488.0108,488.1301,487.9660,488.1301,2299
2024-07-24 11:26:00,488.1151,488.1897,487.9610,488.1897,3609
2024-07-24 11:27:00,488.0306,488.0306,488.0306,488.0306,827
2024-07-24 11:28:00,487.9710,488.0207,487.7523,487.7523,3764
2024-07-24 11:29:00,487.7523,487.9610,487.6628,487.8417,1687
2024-07-24 11:30:00,487.9014,487.9163,487.6628,487.6628,3438
2024-07-24 11:31:00,487.8318,488.2792,487.8318,488.2692,3928
2024-07-24 11:32:00,488.3587,488.5973,488.3587,488.4929,2050
2024-07-24 11:33:00,488.6570,488.6570,488.4382,488.6271,1422
2024-07-24 11:34:00,488.6868,488.7265,488.6868,488.7166,1306
2024-07-24 11:35:00,488.6420,488.8359,488.6420,488.6868,1401
2024-07-24 11:36:00,488.7464,488.7464,488.5774,488.7340,1187
2024-07-24 11:37:00,488.6470,488.7265,488.5774,488.7265,1545
2024-07-24 11:38:00,488.7067,488.8458,488.7067,488.8160,1727
2024-07-24 11:39:00,488.8657,489.0049,488.8657,489.0049,1155
2024-07-24 11:40:00,489.0744,489.0744,488.8160,488.9254,2654
