,open_MSFT,high_MSFT,low_MSFT,close_MSFT,volume_MSFT
2024-05-02 05:40:00,396.6191,396.6291,396.5892,396.5892,149
2024-05-02 05:41:00,396.5693,396.5892,396.5494,396.5594,179
2024-05-02 05:42:00,396.5594,396.6690,396.5394,396.6690,107
2024-05-02 05:43:00,396.6391,396.6391,396.5892,396.6191,8
2024-05-02 05:44:00,396.6391,396.6889,396.6092,396.6889,241
2024-05-02 05:45:00,396.6889,396.7387,396.6391,396.6391,306
2024-05-02 05:46:00,396.6889,396.6889,396.5494,396.6690,340
2024-05-02 05:47:00,396.6690,396.6690,396.6191,396.6191,35
2024-05-02 05:48:00,396.6490,396.7088,396.6490,396.7088,49
2024-05-02 05:49:00,396.6690,396.6690,396.6191,396.6690,485
2024-05-02 05:50:00,396.6889,396.6889,396.6690,396.6690,3
2024-05-02 05:51:00,396.6690,396.7088,396.6690,396.7088,59
2024-05-02 05:52:00,396.7088,396.7088,396.7088,396.7088,9
2024-05-02 05:53:00,396.7088,396.7088,396.7088,396.7088,22
2024-05-02 05:54:00,396.7088,396.7188,396.7088,396.7088,68
2024-05-02 05:55:00,396.7088,396.7188,396.7088,396.7188,25
2024-05-02 05:56:00,396.7287,396.7287,396.7287,396.7287,82
2024-05-02 05:57:00,396.7387,396.8981,396.7387,396.8981,1002
2024-05-02 05:58:00,396.8981,396.9280,396.8981,396.9280,38
2024-05-02 05:59:00,396.8882,396.8882,396.8882,396.8882,1
2024-05-02 06:01:00,396.9181,396.9679,396.8583,396.9679,397
2024-05-02 06:02:00,396.8981,396.9579,396.8882,396.9579,303
2024-05-02 06:03:00,396.9579,396.9579,396.8882,396.8882,27
2024-05-02 06:04:00,396.9579,396.9579,396.8882,396.8882,46
2024-05-02 06:05:00,396.8882,396.9579,396.8882,396.9579,14
2024-05-02 06:07:00,396.9579,396.9978,396.9579,396.9978,171
2024-05-02 06:08:00,396.9978,397.1373,396.9978,397.1373,338
2024-05-02 06:09:00,397.1871,397.3266,397.1572,397.3266,12
2024-05-02 06:10:00,397.2668,397.3764,397.2569,397.3266,264
2024-05-02 06:11:00,397.2768,397.3167,397.2369,397.2569,114
2024-05-02 06:12:00,397.3366,397.3366,397.3366,397.3366,350
2024-05-02 06:13:00,397.3067,397.3067,397.1871,397.1871,324
2024-05-02 06:14:00,397.1871,397.2469,397.1871,397.2469,202
2024-05-02 06:15:00,397.2768,397.2768,397.2170,397.2668,87
2024-05-02 06:16:00,397.2270,397.2270,396.9380,396.9978,1481
2024-05-02 06:18:00,397.1871,397.2569,397.1871,397.2569,124
2024-05-02 06:19:00,397.1971,397.1971,397.0377,397.0377,401
2024-05-02 06:20:00,397.2270,397.2270,397.0476,397.0476,6
2024-05-02 06:21:00,397.0476,397.0476,397.0377,397.0377,100
2024-05-02 06:22:00,397.2170,397.2170,397.0476,397.0875,30
2024-05-02 06:23:00,397.0875,397.0875,397.0377,397.0377,296
2024-05-02 06:24:00,397.0377,397.1672,397.0377,397.1572,162
2024-05-02 06:25:00,397.0875,397.1572,397.0377,397.0377,158
2024-05-02 06:26:00,397.1971,397.1971,397.1971,397.1971,1
2024-05-02 06:27:00,397.0377,397.2170,397.0377,397.2170,87
2024-05-02 06:28:00,397.2170,397.2170,397.2170,397.2170,1
2024-05-02 06:29:00,397.0974,397.0974,397.0974,397.0974,4
2024-05-02 06:30:00,397.1572,397.1772,397.1572,397.1772,54
2024-05-02 06:31:00,397.1772,397.1772,397.1772,397.1772,50
2024-05-02 06:32:00,397.1871,397.2469,397.1871,397.2469,9
2024-05-02 06:33:00,397.2569,397.2569,397.2569,397.2569,2
2024-05-02 06:34:00,397.2868,397.3764,397.2668,397.3565,150
2024-05-02 06:35:00,397.3466,397.3565,397.2967,397.2967,103
2024-05-02 06:36:00,397.3764,397.4861,397.3466,397.4562,668
2024-05-02 06:37:00,397.4861,397.4861,397.4861,397.4861,1
2024-05-02 06:38:00,397.4960,397.5558,397.4960,397.5259,9
2024-05-02 06:39:00,397.4960,397.4960,397.3864,397.4761,119
2024-05-02 06:40:00,397.4861,397.4861,397.3864,397.3864,760
2024-05-02 06:41:00,397.5060,397.5060,397.2967,397.2967,197
2024-05-02 06:42:00,397.4661,397.4661,397.3366,397.3366,6
2024-05-02 06:43:00,397.4661,397.6355,397.4661,397.5857,464
2024-05-02 06:44:00,397.6156,397.6156,397.5658,397.6156,11
2024-05-02 06:45:00,397.6156,397.6156,397.6156,397.6156,4
2024-05-02 06:46:00,397.5558,397.6256,397.5558,397.5658,83
2024-05-02 06:47:00,397.6455,397.6654,397.5658,397.5658,170
2024-05-02 06:48:00,397.5857,397.6355,397.5857,397.6355,7
2024-05-02 06:49:00,397.5857,397.6455,397.5558,397.5757,352
2024-05-02 06:50:00,397.6256,397.6455,397.5558,397.5558,245
2024-05-02 06:51:00,397.5558,397.6754,397.5558,397.6754,117
2024-05-02 06:52:00,397.6654,397.6654,397.5159,397.5558,544
2024-05-02 06:53:00,397.6654,397.6654,397.6355,397.6455,5
2024-05-02 06:54:00,397.5857,397.6754,397.5757,397.6355,266
2024-05-02 06:55:00,397.6355,397.6754,397.6355,397.6754,52
2024-05-02 06:56:00,397.6754,397.7352,397.6754,397.7352,3
2024-05-02 06:57:00,397.6754,397.7352,397.6754,397.7352,27
2024-05-02 06:58:00,397.6555,397.6754,397.5857,397.5857,129
2024-05-02 06:59:00,397.6555,397.7152,397.6056,397.6256,67
2024-05-02 07:00:00,397.6256,397.7053,397.2070,397.2369,2818
2024-05-02 07:01:00,397.2369,397.3067,397.1871,397.3067,145
2024-05-02 07:02:00,397.2967,397.3067,397.1772,397.1772,25
2024-05-02 07:03:00,397.1871,397.1871,397.0078,397.0377,800
2024-05-02 07:04:00,397.0078,397.0078,396.9181,396.9878,856
2024-05-02 07:05:00,397.0277,397.4263,396.5892,396.5892,5591
2024-05-02 07:06:00,397.0476,397.0875,397.0476,397.0875,315
2024-05-02 07:07:00,397.0875,397.0875,396.9181,396.9181,100
2024-05-02 07:08:00,396.9679,397.0875,396.9181,397.0875,142
2024-05-02 07:09:00,397.0875,397.1871,397.0377,397.1871,569
2024-05-02 07:10:00,397.3366,397.3565,397.3366,397.3565,10
2024-05-02 07:11:00,397.2369,397.2369,397.0974,397.0974,83
2024-05-02 07:12:00,397.0875,397.3466,397.0476,397.3466,75
2024-05-02 07:13:00,397.1871,397.4163,397.1871,397.4163,2
2024-05-02 07:14:00,397.3466,397.3665,397.2967,397.3665,13
2024-05-02 07:15:00,397.3366,397.3366,397.2868,397.3366,30
2024-05-02 07:16:00,397.2270,397.3964,397.2270,397.3964,741
2024-05-02 07:17:00,397.3366,397.4263,397.2569,397.4263,384
2024-05-02 07:18:00,397.3864,397.4263,397.1871,397.1871,195
2024-05-02 07:19:00,397.1871,397.3366,397.1572,397.2170,699
2024-05-02 07:20:00,397.2868,397.2868,396.7885,396.7885,4120
2024-05-02 07:21:00,396.9679,396.9679,396.7885,396.7885,2069
2024-05-02 07:22:00,396.7885,396.8384,396.7686,396.7686,174
2024-05-02 07:23:00,396.7686,396.7885,396.5992,396.7885,1256
2024-05-02 07:24:00,396.7487,396.8384,396.6989,396.8184,699
2024-05-02 07:25:00,396.8483,396.8483,396.6191,396.6490,288
2024-05-02 07:26:00,396.8184,396.8882,396.5892,396.5892,963
2024-05-02 07:27:00,396.7885,396.9280,396.6889,396.7885,474
2024-05-02 07:28:00,396.7885,396.7985,396.7885,396.7985,3
2024-05-02 07:29:00,396.6690,396.7985,396.6690,396.7985,33
2024-05-02 07:30:00,396.6889,396.7686,396.6490,396.7686,149
2024-05-02 07:31:00,396.6889,396.7487,396.5095,396.5195,1682
2024-05-02 07:32:00,396.4996,396.5195,396.3501,396.3900,421
2024-05-02 07:33:00,396.3999,396.3999,396.3999,396.3999,37
2024-05-02 07:34:00,396.4099,396.4896,396.3501,396.3900,132
2024-05-02 07:35:00,396.3999,396.4198,396.3999,396.4198,11
2024-05-02 07:36:00,396.5295,396.5295,396.3900,396.3900,280
2024-05-02 07:37:00,396.3900,396.4796,396.2903,396.4697,370
2024-05-02 07:38:00,396.3501,396.4398,396.2903,396.4198,104
2024-05-02 07:39:00,396.2803,396.2803,396.1907,396.1907,409
2024-05-02 07:40:00,396.2903,396.3800,396.2206,396.2305,82
2024-05-02 07:41:00,396.3302,396.3501,396.3102,396.3501,102
2024-05-02 07:42:00,396.2803,396.2803,396.1907,396.2006,30
2024-05-02 07:43:00,396.1907,396.2206,396.0711,396.1907,7902
2024-05-02 07:44:00,396.1309,396.3102,396.1309,396.2903,1509
2024-05-02 07:45:00,396.2903,396.3800,396.2903,396.3800,37
2024-05-02 07:46:00,396.3601,396.4398,396.3601,396.4198,299
2024-05-02 07:47:00,396.3900,396.4398,396.3202,396.3302,183
2024-05-02 07:48:00,396.3900,396.3900,396.3501,396.3501,112
2024-05-02 07:49:00,396.3900,396.4896,396.3302,396.4796,117
2024-05-02 07:50:00,396.3900,396.4298,396.3202,396.3401,192
2024-05-02 07:51:00,396.4398,396.5195,396.4398,396.5095,76
2024-05-02 07:52:00,396.4298,396.4298,396.4298,396.4298,8
2024-05-02 07:53:00,396.5295,396.5394,396.5095,396.5394,240
2024-05-02 07:54:00,396.5793,396.5793,396.3900,396.5095,177
2024-05-02 07:55:00,396.4099,396.4298,396.2604,396.3800,914
2024-05-02 07:56:00,396.3501,396.3501,396.1907,396.3302,209
2024-05-02 07:57:00,396.2106,396.4398,396.2106,396.4398,117
2024-05-02 07:58:00,396.4398,396.4398,396.4198,396.4198,8
2024-05-02 07:59:00,396.4198,396.4398,396.3401,396.3401,158
2024-05-02 08:00:00,396.3692,397.7261,393.5401,393.5401,22400
2024-05-02 08:01:00,396.8384,397.4562,393.5401,396.2934,2452
2024-05-02 08:02:00,396.5892,396.8882,393.5401,396.5195,6990
2024-05-02 08:03:00,396.6092,396.8882,393.5401,396.6092,1336
2024-05-02 08:04:00,396.6889,396.8882,396.0910,396.5594,1555
2024-05-02 08:05:00,396.5892,396.7487,396.3999,396.5892,110
2024-05-02 08:06:00,396.6191,396.7786,393.5401,396.7287,1595
2024-05-02 08:07:00,396.4996,396.7885,396.4996,396.6889,28
2024-05-02 08:08:00,396.5992,396.6939,396.5892,396.6889,373
2024-05-02 08:09:00,396.5892,396.7885,396.5892,396.6939,213
2024-05-02 08:10:00,401.2228,401.2228,396.6191,396.7487,240
2024-05-02 08:11:00,396.8384,397.1473,396.6590,397.1473,1411
2024-05-02 08:12:00,396.9779,397.0476,396.8384,397.0476,171
2024-05-02 08:13:00,396.8384,397.1373,396.8384,397.1373,14
2024-05-02 08:14:00,396.9177,397.1373,396.8882,397.0875,1368
2024-05-02 08:15:00,396.9081,397.1373,396.8882,397.1373,350
2024-05-02 08:16:00,397.0675,397.1144,396.9280,396.9480,312
2024-05-02 08:17:00,396.9280,397.1373,396.9280,397.0377,170
2024-05-02 08:18:00,396.9878,397.1373,396.9081,396.9081,464
2024-05-02 08:19:00,397.1273,397.1373,396.8483,396.8683,749
2024-05-02 08:20:00,396.9779,397.1373,396.8384,396.8882,1267
2024-05-02 08:21:00,397.0127,397.1373,393.5401,397.1373,1084
2024-05-02 08:22:00,397.0127,397.0875,396.8483,397.0875,19
2024-05-02 08:23:00,397.0476,397.1373,396.8683,396.8683,48
2024-05-02 08:24:00,396.9978,397.1373,396.9380,396.9878,495
2024-05-02 08:25:00,397.1373,399.7779,390.3265,397.1373,153
2024-05-02 08:26:00,390.7849,397.1373,390.7849,397.1354,449
2024-05-02 08:27:00,397.0875,397.1373,397.0626,397.1335,87
2024-05-02 08:28:00,397.1074,397.1354,396.9729,397.1273,1124
2024-05-02 08:29:00,397.1273,397.1373,396.8480,396.8480,240
2024-05-02 08:30:00,396.8981,397.1373,396.5892,396.8384,2048
2024-05-02 08:31:00,396.8882,397.1373,396.7387,396.8433,1328
2024-05-02 08:32:00,396.8483,397.1373,396.7686,396.7885,3955
2024-05-02 08:33:00,396.8882,397.1373,396.7885,396.8683,1009
2024-05-02 08:34:00,397.1373,397.1373,396.8184,396.8184,101
2024-05-02 08:35:00,396.7885,397.1373,396.7885,396.9480,127
2024-05-02 08:36:00,397.0875,397.1373,396.8384,396.9579,463
2024-05-02 08:37:00,397.0576,397.1373,396.8085,397.0426,1374
2024-05-02 08:38:00,397.0277,397.1174,396.9978,397.1174,375
2024-05-02 08:39:00,397.0426,397.1174,396.9679,396.9978,482
2024-05-02 08:40:00,396.9878,397.1174,396.9878,397.0875,878
2024-05-02 08:41:00,397.0875,397.0875,396.9679,396.9679,1128
2024-05-02 08:42:00,396.9779,397.1174,396.9679,397.1174,1578
2024-05-02 08:43:00,397.0626,397.1273,396.9679,396.9679,65
2024-05-02 08:44:00,396.9679,397.1074,396.9679,396.9713,663
2024-05-02 08:45:00,397.0875,397.1373,397.0177,397.0576,1336
2024-05-02 08:46:00,397.1373,397.1373,396.8184,396.8583,7147
2024-05-02 08:47:00,397.0377,397.0377,396.7488,396.8384,1004
2024-05-02 08:48:00,396.9031,397.0251,396.7985,396.8882,781
2024-05-02 08:49:00,396.8882,397.0377,396.8284,396.9579,585
2024-05-02 08:50:00,397.0078,397.0078,396.8882,396.9978,414
2024-05-02 08:51:00,396.9081,397.0078,396.7487,396.8732,188
2024-05-02 08:52:00,396.8882,396.8882,396.3401,396.3900,5027
2024-05-02 08:53:00,396.4198,396.7586,396.3501,396.5892,866
2024-05-02 08:54:00,396.7686,396.7686,396.4099,396.4099,431
2024-05-02 08:55:00,396.6690,396.6690,396.3900,396.5992,352
2024-05-02 08:56:00,396.6590,396.8284,396.5893,396.7088,782
2024-05-02 08:57:00,396.7387,396.8284,396.4398,396.4576,2128
2024-05-02 08:58:00,396.4896,396.7387,396.4896,396.6540,612
2024-05-02 08:59:00,396.6590,396.7885,396.5892,396.6391,419
2024-05-02 09:00:00,396.6391,396.8882,396.4398,396.5145,1233
2024-05-02 09:01:00,396.4398,396.7487,396.4398,396.4647,1171
2024-05-02 09:02:00,396.4597,396.5892,396.3501,396.3673,124
2024-05-02 09:03:00,396.5394,396.5892,396.3900,396.5793,266
2024-05-02 09:04:00,396.4846,396.5793,396.3900,396.4398,339
2024-05-02 09:05:00,396.4647,396.4796,396.3401,396.4298,1767
2024-05-02 09:06:00,396.4547,396.5394,396.2903,396.4697,3274
2024-05-02 09:07:00,396.4796,396.5494,396.2006,396.5494,2420
2024-05-02 09:08:00,396.3650,396.5081,396.1907,396.2305,969
2024-05-02 09:09:00,396.1907,396.2803,396.0013,396.2803,8689
2024-05-02 09:10:00,396.2803,396.3900,396.1907,396.2903,165
2024-05-02 09:11:00,396.2903,396.3900,396.1907,396.2554,808
2024-05-02 09:12:00,396.3202,396.3202,396.1907,396.2455,597
2024-05-02 09:13:00,396.2405,396.3501,396.2006,396.3102,1596
2024-05-02 09:14:00,396.2006,396.3601,396.2006,396.2754,1715
2024-05-02 09:15:00,396.3102,396.3102,396.2006,396.2704,1501
2024-05-02 09:16:00,396.3102,396.3102,396.2006,396.2006,3003
2024-05-02 09:17:00,396.2106,396.3102,395.9515,396.3003,2208
2024-05-02 09:18:00,396.1359,396.3102,395.9615,396.1907,740
2024-05-02 09:19:00,396.1707,396.3102,396.1408,396.2903,1189
2024-05-02 09:20:00,396.2405,396.3102,395.9714,396.2206,634
2024-05-02 09:21:00,396.2106,396.2405,396.0960,396.2305,107
2024-05-02 09:22:00,396.1608,396.3003,396.0811,396.2006,405
2024-05-02 09:23:00,396.2405,396.3003,396.1707,396.1707,354
2024-05-02 09:24:00,396.1707,396.2305,395.9117,396.0910,5695
2024-05-02 09:25:00,396.1907,396.7387,396.1707,396.5195,4364
2024-05-02 09:26:00,396.5095,397.1772,396.4398,397.0277,1472
2024-05-02 09:27:00,396.7736,397.0576,396.3102,396.5892,993
2024-05-02 09:28:00,396.8882,396.8882,396.4298,396.4896,2778
2024-05-02 09:29:00,396.4896,396.4896,395.9914,396.0910,5515
2024-05-02 09:30:00,396.2505,398.5124,396.1558,397.0974,423589
2024-05-02 09:31:00,397.1473,397.2768,395.7522,395.8637,78645
2024-05-02 09:32:00,395.9415,396.0910,395.3437,395.5230,81123
2024-05-02 09:33:00,395.6924,396.2405,395.4931,395.7423,68059
2024-05-02 09:34:00,395.6028,396.0512,395.2141,395.3935,78384
2024-05-02 09:35:00,395.4483,395.5928,394.9526,395.2639,67751
2024-05-02 09:36:00,395.1643,395.2939,394.5964,395.0148,65450
2024-05-02 09:37:00,395.0427,395.2839,394.3871,394.4967,85226
2024-05-02 09:38:00,394.5963,395.2739,394.5127,395.0647,62166
2024-05-02 09:39:00,395.0547,395.1643,394.3173,394.3970,60025
2024-05-02 09:40:00,394.3896,394.6611,394.0595,394.3622,74667
2024-05-02 09:41:00,394.2961,394.7558,394.1579,394.7558,36260
2024-05-02 09:42:00,394.6785,395.3636,394.6561,395.3437,108851
2024-05-02 09:43:00,395.3636,395.4930,394.7558,394.7558,70270
2024-05-02 09:44:00,394.7956,395.3088,394.7956,395.3032,53866
2024-05-02 09:45:00,395.3088,395.9914,395.2640,395.9665,66893
2024-05-02 09:46:00,396.0312,396.6391,395.9914,396.1857,74060
2024-05-02 09:47:00,396.1807,396.3800,395.6526,395.7722,57150
2024-05-02 09:48:00,395.7173,396.0900,395.4081,395.5778,52449
2024-05-02 09:49:00,395.5629,395.6426,395.1942,395.2640,38066
2024-05-02 09:50:00,395.2390,396.0512,395.1245,395.8596,59249
2024-05-02 09:51:00,395.9515,396.3800,395.7473,396.0811,51895
2024-05-02 09:52:00,396.1707,396.7485,396.1707,396.6839,57832
2024-05-02 09:53:00,396.6590,396.7586,396.2305,396.7586,62762
2024-05-02 09:54:00,396.6839,397.0576,396.6839,396.9280,51376
2024-05-02 09:55:00,396.8683,397.0868,396.7786,396.9390,44191
2024-05-02 09:56:00,396.9679,396.9878,396.6590,396.9181,36216
2024-05-02 09:57:00,396.9231,397.2619,396.8483,397.1074,50310
2024-05-02 09:58:00,397.0775,397.0775,396.5394,396.6789,37041
2024-05-02 09:59:00,396.6291,396.7884,396.3076,396.3102,56366
2024-05-02 10:00:00,396.3800,396.7617,396.2305,396.7442,71474
2024-05-02 10:01:00,396.6739,396.6989,395.7871,395.9316,67868
2024-05-02 10:02:00,395.9117,395.9655,395.6227,395.6725,48195
2024-05-02 10:03:00,395.6875,395.9814,395.6028,395.8020,44415
2024-05-02 10:04:00,395.8618,395.8618,395.4931,395.6028,31364
2024-05-02 10:05:00,395.5131,395.7413,395.0946,395.1444,52451
2024-05-02 10:06:00,395.2141,395.3038,394.9699,395.2939,31201
2024-05-02 10:07:00,395.2242,395.3835,395.0647,395.1344,35897
2024-05-02 10:08:00,395.1344,395.2042,394.3970,394.3970,52332
2024-05-02 10:09:00,394.4668,394.5864,393.4903,393.6796,74679
2024-05-02 10:10:00,393.7493,394.1180,393.6238,394.0184,39626
2024-05-02 10:11:00,394.1120,394.5265,393.9812,394.3422,35185
2024-05-02 10:12:00,394.3373,394.3861,394.0981,394.1180,26309
2024-05-02 10:13:00,394.0981,394.5564,394.0782,394.4832,22477
2024-05-02 10:14:00,394.4887,394.8952,394.4887,394.5814,35705
2024-05-02 10:15:00,394.5664,394.9451,394.4668,394.8289,28862
2024-05-02 10:16:00,394.8554,394.8554,394.4319,394.5565,29250
2024-05-02 10:17:00,394.5067,394.7059,394.3672,394.6163,31413
2024-05-02 10:18:00,394.6262,394.9351,394.5565,394.8504,16495
2024-05-02 10:19:00,394.8743,394.9052,394.5465,394.5465,38241
2024-05-02 10:20:00,394.5855,394.7852,394.4668,394.5565,31587
2024-05-02 10:21:00,394.5565,394.7129,394.4568,394.4817,24872
2024-05-02 10:22:00,394.5067,394.8654,394.3472,394.7558,22903
2024-05-02 10:23:00,394.7558,395.3536,394.7558,395.2341,26989
2024-05-02 10:24:00,395.2540,395.4488,395.2042,395.3636,37292
2024-05-02 10:25:00,395.3437,395.5928,395.2640,395.2940,43674
2024-05-02 10:26:00,395.4184,395.5529,395.1543,395.2141,29906
2024-05-02 10:27:00,395.2739,395.3736,395.1146,395.1593,22176
2024-05-02 10:28:00,395.1424,395.1424,394.5864,394.8355,26568
2024-05-02 10:29:00,394.8604,395.1543,394.7458,394.8853,48508
2024-05-02 10:30:00,394.9095,395.1444,394.8604,395.0099,33124
2024-05-02 10:31:00,394.9869,395.2241,394.8953,395.1045,35893
2024-05-02 10:32:00,395.1045,395.4732,395.0846,395.1892,35154
2024-05-02 10:33:00,395.2540,395.5031,395.1544,395.2208,32922
2024-05-02 10:34:00,395.2390,395.4533,395.2042,395.3138,27473
2024-05-02 10:35:00,395.2341,395.2739,394.9152,394.9650,15275
2024-05-02 10:36:00,395.0248,395.1045,394.7343,394.8152,23345
2024-05-02 10:37:00,394.8679,394.9451,394.7358,394.7607,14559
2024-05-02 10:38:00,394.7558,394.8753,394.6262,394.6550,20014
2024-05-02 10:39:00,394.6362,394.6462,394.3285,394.5764,23009
2024-05-02 10:40:00,394.5365,394.8654,394.5270,394.6611,24141
2024-05-02 10:41:00,394.6810,394.7060,394.2077,394.2077,31266
2024-05-02 10:42:00,394.2077,394.2873,393.6995,393.8366,58213
2024-05-02 10:43:00,393.8739,394.1380,393.6597,394.0682,27044
2024-05-02 10:44:00,394.1478,394.1478,393.8390,394.0323,22617
2024-05-02 10:45:00,394.0483,394.0582,393.7488,393.8839,27350
2024-05-02 10:46:00,393.8590,394.0582,393.4903,393.9985,50420
2024-05-02 10:47:00,393.9686,394.3672,393.9287,394.0782,37331
2024-05-02 10:48:00,394.0284,394.2376,393.9985,394.1230,29820
2024-05-02 10:49:00,394.1148,394.6761,394.1148,394.6113,29604
2024-05-02 10:50:00,394.5266,394.6462,394.2874,394.3672,24854
2024-05-02 10:51:00,394.3672,394.4618,394.2476,394.4469,14720
2024-05-02 10:52:00,394.4070,394.5415,394.2974,394.4269,15306
2024-05-02 10:53:00,394.4867,394.5365,394.3592,394.5067,18136
2024-05-02 10:54:00,394.4668,394.5764,394.3672,394.4718,42777
2024-05-02 10:55:00,394.5365,394.6462,394.4269,394.4867,18173
2024-05-02 10:56:00,394.4469,394.7857,394.3970,394.7159,31287
2024-05-02 10:57:00,394.7458,394.7857,394.5684,394.7657,14173
2024-05-02 10:58:00,394.7408,395.2065,394.6860,395.1144,22751
2024-05-02 10:59:00,395.0547,395.2540,394.9351,395.0547,33265
2024-05-02 11:00:00,395.0846,395.2440,395.0846,395.2440,26193
2024-05-02 11:01:00,395.2739,395.3675,395.0167,395.0497,38117
2024-05-02 11:02:00,395.1344,395.3237,395.1245,395.3038,19370
2024-05-02 11:03:00,395.2241,395.2939,395.0746,395.2889,17989
2024-05-02 11:04:00,395.2440,395.3038,395.1145,395.2341,15792
2024-05-02 11:05:00,395.2341,395.2341,394.8654,394.9650,34555
2024-05-02 11:06:00,394.9750,395.1245,394.9750,395.1245,15592
2024-05-02 11:07:00,395.1344,395.3237,394.9851,395.2839,16227
2024-05-02 11:08:00,395.3138,395.9017,395.2839,395.6326,38163
2024-05-02 11:09:00,395.6924,395.9117,395.6326,395.6526,18889
2024-05-02 11:10:00,395.7522,395.9515,395.6825,395.7871,28881
2024-05-02 11:11:00,395.8120,395.8120,395.5707,395.6625,17688
2024-05-02 11:12:00,395.6625,395.7722,395.5729,395.7323,35763
2024-05-02 11:13:00,395.6725,395.7722,395.5430,395.7423,24665
2024-05-02 11:14:00,395.7423,396.0013,395.7124,395.9515,33427
2024-05-02 11:15:00,395.8867,395.9814,395.7423,395.8718,29508
2024-05-02 11:16:00,395.8768,396.0312,395.8319,395.9515,20392
2024-05-02 11:17:00,395.9814,396.0113,395.9017,395.9814,17449
2024-05-02 11:18:00,395.9616,396.2006,395.9515,396.0483,37878
2024-05-02 11:19:00,396.1010,396.1408,395.9206,395.9619,20385
2024-05-02 11:20:00,396.0213,396.1906,395.9216,396.0113,24311
2024-05-02 11:21:00,395.9615,396.0910,395.9216,395.9955,13255
2024-05-02 11:22:00,395.9814,396.0696,395.8220,395.8917,43268
2024-05-02 11:23:00,395.9117,396.0412,395.8020,395.8270,43594
2024-05-02 11:24:00,395.8072,396.0213,395.7124,395.9017,26990
2024-05-02 11:25:00,395.9366,396.0020,395.8220,395.8220,23785
2024-05-02 11:26:00,395.8220,395.9117,395.7921,395.8020,31294
2024-05-02 11:27:00,395.8070,395.8070,395.5230,395.7024,74409
2024-05-02 11:28:00,395.6615,395.7323,395.5430,395.7204,21834
2024-05-02 11:29:00,395.6984,395.7522,395.5629,395.6625,22972
2024-05-02 11:30:00,395.6725,395.8618,395.5729,395.6476,37164
2024-05-02 11:31:00,395.6227,395.6825,394.9750,395.0946,24190
2024-05-02 11:32:00,395.0049,395.0049,394.5460,394.9401,21847
2024-05-02 11:33:00,394.9899,395.2939,394.9899,395.2341,18516
2024-05-02 11:34:00,395.2042,395.2341,394.8355,394.8853,34714
2024-05-02 11:35:00,394.8654,394.9052,394.7558,394.7558,16859
2024-05-02 11:36:00,394.7988,395.1045,394.7458,395.0697,11550
2024-05-02 11:37:00,395.0447,395.1145,394.8753,394.9351,12332
2024-05-02 11:38:00,394.9252,394.9650,394.7209,394.9190,13925
2024-05-02 11:39:00,394.8255,395.0049,394.6262,395.0049,19345
2024-05-02 11:40:00,394.9401,395.1045,394.6498,394.8233,25235
2024-05-02 11:41:00,394.8156,395.0148,394.7857,394.8753,8477
2024-05-02 11:42:00,394.8554,395.0348,394.8056,394.9750,11770
2024-05-02 11:43:00,395.0099,395.2610,394.9453,394.9850,13566
2024-05-02 11:44:00,395.0547,395.0746,394.7857,395.0148,14754
2024-05-02 11:45:00,394.9949,395.0248,394.7857,395.0248,15473
2024-05-02 11:46:00,395.0248,395.0547,394.9476,394.9850,11645
2024-05-02 11:47:00,395.0647,395.2241,394.9984,395.1444,9572
2024-05-02 11:48:00,395.1344,395.3935,395.0404,395.3935,20277
2024-05-02 11:49:00,395.3437,395.3835,395.1842,395.2440,10350
2024-05-02 11:50:00,395.2540,395.4134,395.1444,395.4134,10188
2024-05-02 11:51:00,395.4134,395.6924,395.3387,395.6924,13962
2024-05-02 11:52:00,395.6825,395.7722,395.5679,395.5928,15578
2024-05-02 11:53:00,395.5828,395.6526,395.5330,395.5729,13433
2024-05-02 11:54:00,395.6426,395.8052,395.6127,395.7672,9558
2024-05-02 11:55:00,395.7622,395.9216,395.7548,395.7642,12630
2024-05-02 11:56:00,395.7977,395.9415,395.7423,395.8768,22460
2024-05-02 11:57:00,395.9017,396.0312,395.8646,395.8917,12989
2024-05-02 11:58:00,395.8618,395.8991,395.7921,395.7971,20364
2024-05-02 11:59:00,395.7921,395.8219,395.5629,395.5828,16991
2024-05-02 12:00:00,395.6426,395.8419,395.6426,395.7323,18125
2024-05-02 12:01:00,395.7622,395.7622,395.4234,395.4433,23067
2024-05-02 12:02:00,395.4135,395.5330,395.2341,395.2540,13967
2024-05-02 12:03:00,395.2342,395.2640,395.0049,395.0597,24247
2024-05-02 12:04:00,395.0248,395.0248,394.8454,394.9700,18745
2024-05-02 12:05:00,395.0049,395.0049,394.9152,394.9650,14147
2024-05-02 12:06:00,394.9052,395.1045,394.8454,394.9451,28208
2024-05-02 12:07:00,394.9152,395.1245,394.9152,395.0647,13478
2024-05-02 12:08:00,395.0349,395.0946,394.7458,394.7857,19414
2024-05-02 12:09:00,394.8205,394.8853,394.4967,394.5365,29391
2024-05-02 12:10:00,394.5764,394.5764,394.3963,394.3970,17330
2024-05-02 12:11:00,394.4419,394.4494,394.0682,394.2974,36774
2024-05-02 12:12:00,394.2833,394.3373,394.1081,394.1479,13632
2024-05-02 12:13:00,394.1679,394.3424,394.0533,394.3424,13008
2024-05-02 12:14:00,394.3074,394.3373,393.8988,393.9586,25518
