,open_AAPL,high_AAPL,low_AAPL,close_AAPL,volume_AAPL
2024-04-08 15:53:00,168.1369,168.1369,168.0172,168.0660,132171
2024-04-08 15:54:00,168.0571,168.1269,168.0072,168.0678,198609
2024-04-08 15:55:00,168.0670,168.0670,167.9157,167.9374,358325
2024-04-08 15:56:00,167.9374,167.9922,167.9025,167.9922,231053
2024-04-08 15:57:00,167.9972,167.9972,167.9074,167.9523,291582
2024-04-08 15:58:00,167.9566,168.0571,167.9324,168.0371,429628
2024-04-08 15:59:00,168.0371,168.1668,167.9972,168.0371,1153618
2024-04-08 16:00:00,168.0670,168.1668,167.9872,168.0371,11562230
2024-04-08 16:01:00,168.0371,168.1169,167.9773,168.0920,64312
2024-04-08 16:02:00,168.1068,168.1169,168.0271,168.0471,286945
2024-04-08 16:03:00,168.0521,168.0571,168.0271,168.0474,119635
2024-04-08 16:04:00,168.0471,168.0571,167.9872,168.0271,149555
2024-04-08 16:05:00,168.0271,168.0471,167.9773,167.9823,9489
2024-04-08 16:06:00,167.9872,168.0271,167.9573,168.0172,11093
2024-04-08 16:07:00,168.0271,168.0271,167.9972,168.0172,3253
2024-04-08 16:08:00,168.0271,168.0271,167.9972,168.0072,4968
2024-04-08 16:09:00,168.0072,168.2103,167.9972,168.0172,37252
2024-04-08 16:10:00,168.0072,168.0271,167.9972,168.0072,805
2024-04-08 16:11:00,168.0072,168.0172,167.9573,167.9872,4180
2024-04-08 16:12:00,167.9872,168.0172,167.9374,168.0072,5478
2024-04-08 16:13:00,167.9975,168.0172,167.9922,167.9972,1068
2024-04-08 16:14:00,168.0072,168.0271,167.9773,167.9773,8092
2024-04-08 16:15:00,167.9773,168.0271,167.9573,168.0271,2965
2024-04-08 16:16:00,168.0172,168.0271,167.9473,167.9723,2252
2024-04-08 16:17:00,167.9872,168.0271,167.9872,168.0072,2586
2024-04-08 16:18:00,168.0072,168.0172,167.9872,168.0072,2048
2024-04-08 16:19:00,168.0072,168.0172,167.9972,168.0072,295
2024-04-08 16:20:00,167.9972,168.0172,167.9972,168.0072,844
2024-04-08 16:21:00,168.0072,168.0172,167.9972,168.0172,184
2024-04-08 16:22:00,168.0072,168.0271,167.9972,168.0222,6545
2024-04-08 16:23:00,168.0271,168.0271,167.9473,167.9872,4842
2024-04-08 16:24:00,167.9872,168.0271,167.9473,168.0072,19119
2024-04-08 16:25:00,167.9872,168.0172,167.9773,168.0172,1200
2024-04-08 16:26:00,168.0172,168.0172,167.9972,168.0072,1327
2024-04-08 16:27:00,168.0072,168.0172,167.9972,168.0172,155
2024-04-08 16:28:00,168.0072,168.0172,167.9972,168.0072,1557
2024-04-08 16:29:00,168.0072,168.0172,167.9972,168.0072,286
2024-04-08 16:30:00,168.0172,168.0172,167.9374,167.9573,2201
2024-04-08 16:31:00,167.9573,167.9773,167.9074,167.9274,5591
2024-04-08 16:32:00,167.9274,167.9374,167.9174,167.9324,2905
2024-04-08 16:33:00,167.9324,168.0271,167.9274,167.9773,48094
2024-04-08 16:34:00,167.9773,167.9872,167.9573,167.9872,400
2024-04-08 16:35:00,167.9577,167.9872,167.9374,167.9374,2604
2024-04-08 16:36:00,167.9573,167.9872,167.9374,167.9374,3575
2024-04-08 16:37:00,167.9374,167.9872,167.9374,167.9573,4182
2024-04-08 16:38:00,167.9673,167.9872,167.9374,167.9673,1619
2024-04-08 16:39:00,167.9673,167.9673,167.9473,167.9673,196
2024-04-08 16:40:00,171.3189,171.3189,167.9473,167.9673,464
2024-04-08 16:41:00,167.9573,167.9673,167.9473,167.9473,146
2024-04-08 16:42:00,167.9573,167.9673,167.8975,167.9573,8501
2024-04-08 16:43:00,167.9374,167.9673,167.9074,167.9673,6264
2024-04-08 16:44:00,167.9374,167.9573,167.9174,167.9374,3849
2024-04-08 16:45:00,167.9573,167.9573,167.9274,167.9274,3669
2024-04-08 16:46:00,167.9274,167.9473,167.8975,167.9124,5534
2024-04-08 16:47:00,167.9274,167.9673,167.9124,167.9673,3582
2024-04-08 16:48:00,167.9573,167.9673,167.9473,167.9523,144
2024-04-08 16:49:00,167.9523,167.9573,167.8975,167.9224,3485
2024-04-08 16:50:00,167.9374,167.9473,167.9074,167.9374,4563
2024-04-08 16:51:00,167.9374,167.9573,167.9224,167.9374,333
2024-04-08 16:52:00,167.9473,167.9573,167.9374,167.9473,437
2024-04-08 16:53:00,167.9573,167.9573,167.9374,167.9573,197
2024-04-08 16:54:00,167.9473,167.9673,167.9374,167.9473,1005
2024-04-08 16:55:00,167.9424,167.9673,167.9374,167.9523,382
2024-04-08 16:56:00,167.9673,167.9673,167.9473,167.9523,298
2024-04-08 16:57:00,167.9523,167.9573,167.9473,167.9573,82
2024-04-08 16:58:00,167.9573,167.9573,167.9374,167.9523,345
2024-04-08 16:59:00,167.9523,167.9673,167.9374,167.9523,648
2024-04-08 17:00:00,167.9573,167.9673,167.9473,167.9573,1016
2024-04-08 17:01:00,167.9573,167.9673,167.9374,167.9573,1982
2024-04-08 17:02:00,167.9523,167.9673,167.9374,167.9673,141
2024-04-08 17:03:00,167.9673,167.9673,167.9284,167.9284,456
2024-04-08 17:04:00,167.9473,167.9573,167.9374,167.9573,103
2024-04-08 17:05:00,167.9476,167.9573,167.9374,167.9573,93
2024-04-08 17:06:00,167.9473,167.9573,167.9374,167.9573,300
2024-04-08 17:07:00,167.9573,167.9573,167.9374,167.9573,68
2024-04-08 17:08:00,167.9573,167.9573,167.9473,167.9573,262
2024-04-08 17:09:00,167.9573,167.9573,167.9473,167.9573,612
2024-04-08 17:10:00,167.9573,167.9673,167.9473,167.9673,653
2024-04-08 17:11:00,167.9473,167.9673,167.9473,167.9573,175
2024-04-08 17:12:00,167.9573,167.9573,167.9473,167.9573,618
2024-04-08 17:13:00,167.9523,167.9573,167.9473,167.9573,580
2024-04-08 17:14:00,167.9573,167.9573,167.9473,167.9523,188
2024-04-08 17:15:00,167.9573,167.9673,167.9473,167.9573,320
2024-04-08 17:16:00,167.9573,167.9673,167.9473,167.9673,208
2024-04-08 17:17:00,167.9573,167.9673,167.9573,167.9573,501
2024-04-08 17:18:00,167.9573,167.9673,167.9473,167.9573,105
2024-04-08 17:19:00,167.9573,167.9840,167.9478,167.9840,476
2024-04-08 17:20:00,167.9473,167.9872,167.9473,167.9480,626
2024-04-08 17:21:00,167.9623,167.9773,167.9473,167.9673,72
2024-04-08 17:22:00,167.9573,167.9673,167.9573,167.9670,280
2024-04-08 17:23:00,167.9573,167.9673,167.9473,167.9523,91
2024-04-08 17:24:00,167.9523,167.9573,167.9473,167.9573,444
2024-04-08 17:25:00,167.9473,167.9573,167.9473,167.9523,84
2024-04-08 17:26:00,167.9523,167.9573,167.9473,167.9473,3053
2024-04-08 17:27:00,167.9572,167.9573,167.9473,167.9573,897
2024-04-08 17:28:00,167.9473,167.9573,167.9473,167.9573,1056
2024-04-08 17:29:00,167.9572,167.9673,167.9473,167.9473,682
2024-04-08 17:30:00,167.9673,167.9673,167.9473,167.9573,159
2024-04-08 17:31:00,167.9473,167.9673,167.9473,167.9623,148
2024-04-08 17:32:00,167.9673,167.9872,167.9573,167.9773,613
2024-04-08 17:33:00,167.9723,167.9872,167.9573,167.9872,244
2024-04-08 17:34:00,167.9871,167.9872,167.9573,167.9573,344
2024-04-08 17:35:00,167.9872,167.9872,167.9573,167.9723,44
2024-04-08 17:36:00,167.9723,167.9872,167.9573,167.9872,103
2024-04-08 17:37:00,167.9773,167.9872,167.9573,167.9773,161
2024-04-08 17:38:00,167.9769,167.9773,167.9573,167.9773,244
2024-04-08 17:39:00,167.9773,167.9773,167.9573,167.9773,586
2024-04-08 17:40:00,167.9723,167.9773,167.9673,167.9723,274
2024-04-08 17:41:00,167.9723,167.9773,167.9673,167.9673,229
2024-04-08 17:42:00,167.9773,167.9773,167.9673,167.9773,100
2024-04-08 17:43:00,167.9773,167.9773,167.9673,167.9723,289
2024-04-08 17:44:00,167.9723,167.9773,167.9673,167.9773,179
2024-04-08 17:45:00,167.9723,167.9773,167.9673,167.9773,103
2024-04-08 17:46:00,167.9773,167.9773,167.9673,167.9773,60
2024-04-08 17:47:00,167.9773,167.9773,167.9673,167.9673,476
2024-04-08 17:48:00,167.9773,167.9773,167.9573,167.9773,386
2024-04-08 17:49:00,167.9773,167.9773,167.9673,167.9773,105
2024-04-08 17:50:00,167.9673,167.9773,167.9673,167.9673,79
2024-04-08 17:51:00,167.9573,167.9773,167.9573,167.9573,219
2024-04-08 17:52:00,167.9773,167.9872,167.9573,167.9773,49
2024-04-08 17:53:00,167.9723,167.9872,167.9573,167.9872,1272
2024-04-08 17:54:00,167.9773,167.9872,167.9773,167.9872,116
2024-04-08 17:55:00,167.9773,167.9872,167.9773,167.9872,135
2024-04-08 17:56:00,167.9872,167.9872,167.9773,167.9872,115
2024-04-08 17:57:00,167.9823,167.9872,167.9773,167.9823,118
2024-04-08 17:58:00,167.9823,167.9872,167.9773,167.9823,98
2024-04-08 17:59:00,167.9872,167.9872,167.9773,167.9823,623
2024-04-08 18:00:00,167.9773,168.0172,167.9773,167.9773,1401
2024-04-08 18:01:00,167.9972,168.0172,167.9773,167.9972,34
2024-04-08 18:02:00,167.9972,168.0172,167.9773,167.9972,73
2024-04-08 18:03:00,167.9972,168.0072,167.9773,167.9972,121
2024-04-08 18:04:00,168.0172,168.0172,167.9972,167.9972,58
2024-04-08 18:05:00,167.9972,168.0172,167.9773,167.9972,45
2024-04-08 18:06:00,168.0172,168.0172,167.9773,168.0072,130
2024-04-08 18:07:00,168.0172,168.0172,167.9872,168.0172,65
2024-04-08 18:08:00,168.0022,168.0172,167.9872,168.0022,118
2024-04-08 18:09:00,167.9872,168.0172,167.9872,168.0172,86
2024-04-08 18:10:00,167.9872,168.0172,167.9872,168.0072,143
2024-04-08 18:11:00,167.9872,168.0172,167.9872,167.9972,59
2024-04-08 18:12:00,167.9972,168.0172,167.9872,167.9872,293
2024-04-08 18:13:00,167.9972,168.0172,167.9872,168.0022,59
2024-04-08 18:14:00,168.0072,168.0172,158.0628,167.9972,2811
2024-04-08 18:15:00,168.0172,171.2905,157.1007,167.9972,1294
2024-04-08 18:16:00,167.9972,168.0172,167.9872,168.0072,551
2024-04-08 18:17:00,168.0022,168.0172,167.9872,167.9972,420
2024-04-08 18:18:00,168.0172,168.0172,160.9313,168.0022,321
2024-04-08 18:19:00,168.0172,168.0271,167.9972,168.0072,925
2024-04-08 18:20:00,168.0271,168.0271,167.9872,168.0022,258
2024-04-08 18:21:00,168.0172,168.0271,167.9872,168.0072,798
2024-04-08 18:22:00,168.0271,168.0271,164.2951,164.2951,77
2024-04-08 18:23:00,168.0271,168.0271,167.9872,168.0271,244
2024-04-08 18:24:00,168.0072,168.0271,159.9057,167.9773,1524
2024-04-08 18:25:00,167.9773,167.9773,162.0992,167.9673,1184
2024-04-08 18:26:00,167.9773,167.9773,167.9673,167.9773,204
2024-04-08 18:27:00,167.9773,167.9773,167.9573,167.9673,268
2024-04-08 18:28:00,167.9773,167.9773,167.8628,167.9473,10036
2024-04-08 18:29:00,167.9473,167.9473,167.8675,167.9374,944
2024-04-08 18:30:00,167.9074,167.9473,167.8775,167.9473,899
2024-04-08 18:31:00,167.9124,167.9374,167.8875,167.9324,155
2024-04-08 18:32:00,167.9374,167.9374,167.8775,167.9124,391
2024-04-08 18:33:00,167.9274,167.9374,167.8975,167.9374,62
2024-04-08 18:34:00,167.9174,167.9374,167.8975,167.9374,27
2024-04-08 18:35:00,167.8975,167.9374,167.8975,167.9244,272
2024-04-08 18:36:00,167.9124,167.9274,167.8975,167.9274,191
2024-04-08 18:37:00,167.9124,167.9274,167.8975,167.9124,44
2024-04-08 18:38:00,167.9124,167.9274,167.9074,167.9174,151
2024-04-08 18:39:00,167.9174,167.9274,167.8879,167.9274,965
2024-04-08 18:40:00,167.9025,167.9274,167.8775,167.9274,997
2024-04-08 18:41:00,167.9274,167.9274,167.8875,167.9074,397
2024-04-08 18:42:00,167.9074,167.9274,167.8875,167.9274,209
2024-04-08 18:43:00,167.9274,167.9274,167.8875,167.9074,329
2024-04-08 18:44:00,167.9274,167.9274,167.8875,167.9274,235
2024-04-08 18:45:00,167.9074,167.9274,167.8975,167.9274,178
2024-04-08 18:46:00,167.9074,167.9274,167.8975,167.9074,182
2024-04-08 18:47:00,167.9074,167.9773,167.9074,167.9274,1089
2024-04-08 18:48:00,167.9374,167.9673,167.9374,167.9374,40
2024-04-08 18:49:00,167.9176,167.9673,167.9176,167.9673,409
2024-04-08 18:50:00,167.9573,168.0271,167.9174,167.9174,2259
2024-04-08 18:51:00,167.9473,167.9673,167.9174,167.9424,69
2024-04-08 18:52:00,167.9673,167.9673,167.9174,167.9473,110
2024-04-08 18:53:00,167.9673,167.9673,167.9424,167.9473,127
2024-04-08 18:54:00,167.9573,167.9673,167.9374,167.9473,478
2024-04-08 18:55:00,167.9673,167.9673,167.9374,167.9576,1572
2024-04-08 18:56:00,167.9573,167.9773,167.9573,167.9573,818
2024-04-08 18:57:00,167.9773,167.9972,167.9374,167.9972,14
2024-04-08 18:58:00,167.9972,168.0271,167.9773,167.9972,41
2024-04-08 18:59:00,167.9972,167.9972,167.9673,167.9773,101
2024-04-08 19:00:00,167.9773,167.9872,167.9673,167.9773,1065
2024-04-08 19:01:00,167.9872,167.9972,167.9773,167.9972,274
2024-04-08 19:02:00,167.9972,167.9972,167.9673,167.9823,126
2024-04-08 19:03:00,167.9972,167.9972,167.9680,167.9773,372
2024-04-08 19:04:00,167.9872,167.9972,167.9673,167.9673,258
2024-04-08 19:05:00,167.9773,167.9972,167.9773,167.9972,48
2024-04-08 19:06:00,167.9773,167.9872,167.9673,167.9673,201
2024-04-08 19:07:00,167.9773,167.9773,167.9473,167.9723,217
2024-04-08 19:08:00,167.9723,167.9972,167.9473,167.9723,70
2024-04-08 19:09:00,167.9872,167.9872,167.9623,167.9773,21
2024-04-08 19:10:00,167.9623,167.9773,167.9473,167.9773,332
2024-04-08 19:11:00,167.9573,167.9773,167.9473,167.9573,368
2024-04-08 19:12:00,167.9673,167.9673,167.9573,167.9673,113
2024-04-08 19:13:00,167.9576,167.9773,167.9573,167.9673,467
2024-04-08 19:14:00,167.9673,167.9773,167.9573,167.9573,534
2024-04-08 19:15:00,167.9673,167.9773,167.9573,167.9773,444
2024-04-08 19:16:00,167.9623,167.9673,167.9573,167.9623,112
2024-04-08 19:17:00,167.9623,167.9673,167.9573,167.9623,225
2024-04-08 19:18:00,167.9673,167.9673,167.9473,167.9573,1666
2024-04-08 19:19:00,167.9573,167.9573,167.9523,167.9573,117
2024-04-08 19:20:00,167.9573,167.9573,167.9523,167.9573,54
2024-04-08 19:21:00,167.9523,167.9673,167.9473,167.9523,46
2024-04-08 19:22:00,167.9573,167.9573,167.9374,167.9473,721
2024-04-08 19:23:00,167.9473,167.9473,167.9324,167.9465,27
2024-04-08 19:24:00,167.9374,167.9773,167.9374,167.9473,39
2024-04-08 19:25:00,167.9174,167.9573,167.9174,167.9473,50
2024-04-08 19:26:00,167.9573,167.9573,167.9274,167.9374,53
2024-04-08 19:27:00,167.9374,167.9673,167.9274,167.9673,972
2024-04-08 19:28:00,167.9673,167.9673,167.9473,167.9673,264
2024-04-08 19:29:00,167.9573,167.9573,167.9424,167.9573,940
2024-04-08 19:30:00,167.9374,167.9573,167.9274,167.9274,399
2024-04-08 19:31:00,167.9573,167.9573,167.9274,167.9573,20
2024-04-08 19:32:00,167.9573,167.9573,167.9473,167.9523,19
2024-04-08 19:33:00,167.9573,167.9573,167.9473,167.9573,62
2024-04-08 19:34:00,167.9573,167.9573,167.9473,167.9573,1260
2024-04-08 19:35:00,167.9473,167.9573,167.9473,167.9573,1195
2024-04-08 19:36:00,167.9523,167.9573,167.9473,167.9473,725
2024-04-08 19:37:00,167.9473,167.9473,167.9374,167.9473,127
2024-04-08 19:38:00,167.9473,167.9473,167.9374,167.9374,57
2024-04-08 19:39:00,167.9473,167.9473,167.9274,167.9374,861
2024-04-08 19:40:00,167.9473,167.9473,167.9274,167.9374,556
2024-04-08 19:41:00,167.9473,167.9473,167.9274,167.9424,343
2024-04-08 19:42:00,167.9573,167.9573,167.9374,167.9473,151
2024-04-08 19:43:00,167.9573,167.9573,167.9274,167.9424,533
2024-04-08 19:44:00,167.9473,167.9573,167.9374,167.9424,121
2024-04-08 19:45:00,167.9473,167.9573,167.9374,167.9374,1282
2024-04-08 19:46:00,167.9573,167.9573,167.9374,167.9473,383
2024-04-08 19:47:00,167.9573,167.9573,167.9374,167.9473,43
2024-04-08 19:48:00,167.9473,167.9473,167.9174,167.9274,1591
2024-04-08 19:49:00,167.9224,167.9274,167.8975,167.8975,647
2024-04-08 19:50:00,167.9074,167.9174,167.8775,167.8975,1189
2024-04-08 19:51:00,167.9025,167.9174,167.8875,167.9174,1260
2024-04-08 19:52:00,167.9025,167.9174,167.8875,167.8975,524
2024-04-08 19:53:00,167.8975,167.9074,167.8775,167.9074,53
2024-04-08 19:54:00,167.9074,167.9074,167.8875,167.8975,795
2024-04-08 19:55:00,167.8875,167.9074,167.8875,167.8975,347
2024-04-08 19:56:00,167.8925,167.8975,167.8675,167.8775,1216
2024-04-08 19:57:00,167.8675,167.8775,167.8576,167.8725,2593
2024-04-08 19:58:00,167.8725,167.8725,167.8276,167.8376,2282
2024-04-08 19:59:00,167.8376,167.8476,167.8276,167.8476,1362
2024-04-09 04:00:00,167.8177,168.1768,167.7877,167.8376,3487
2024-04-09 04:01:00,167.8476,167.9374,167.8276,167.9274,356
2024-04-09 04:02:00,167.9374,167.9573,167.8775,167.9274,136
2024-04-09 04:03:00,167.9274,167.9773,167.9274,167.9773,127
2024-04-09 04:04:00,167.9673,167.9872,167.9673,167.9872,11
2024-04-09 04:05:00,167.9374,167.9872,167.9274,167.9274,21
2024-04-09 04:06:00,167.9473,167.9473,167.8975,167.9374,207
2024-04-09 04:07:00,167.9573,167.9573,167.9473,167.9473,62
2024-04-09 04:08:00,167.9673,167.9673,167.8376,167.8376,1775
2024-04-09 04:09:00,167.8675,167.8675,167.8476,167.8476,260
2024-04-09 04:10:00,167.8276,167.8276,167.7578,167.7578,1453
2024-04-09 04:11:00,167.7678,167.7778,167.7578,167.7778,308
2024-04-09 04:12:00,167.7778,167.7977,167.7578,167.7977,2007
2024-04-09 04:13:00,167.7778,167.8077,167.7778,167.8077,12
2024-04-09 04:14:00,167.8077,167.8077,167.7977,167.7977,115
2024-04-09 04:15:00,167.7977,167.7977,167.7778,167.7977,47
2024-04-09 04:16:00,167.7678,167.8675,167.7678,167.8576,1699
2024-04-09 04:17:00,167.8675,167.8675,167.8576,167.8675,29
2024-04-09 04:18:00,167.8675,167.8775,167.8576,167.8576,2678
2024-04-09 04:19:00,167.8675,167.8675,167.8077,167.8177,214
2024-04-09 04:20:00,167.8077,167.8675,167.8077,167.8276,84
2024-04-09 04:21:00,167.8775,167.8775,167.8675,167.8675,103
2024-04-09 04:22:00,167.8675,167.8675,167.8476,167.8476,12
2024-04-09 04:23:00,167.8576,167.8775,167.8576,167.8775,269
2024-04-09 04:24:00,167.9473,167.9673,167.8875,167.9673,60
2024-04-09 04:25:00,167.9773,167.9773,167.9773,167.9773,82
2024-04-09 04:26:00,167.9773,167.9773,167.9174,167.9174,57
2024-04-09 04:27:00,167.9374,167.9573,167.9374,167.9374,68
2024-04-09 04:28:00,167.9374,167.9374,167.9374,167.9374,1
2024-04-09 04:29:00,167.9673,167.9673,167.9673,167.9673,61
2024-04-09 04:30:00,167.9573,167.9872,167.9573,167.9673,144
2024-04-09 04:31:00,167.9673,167.9872,167.9673,167.9673,52
2024-04-09 04:32:00,167.9673,167.9673,167.9673,167.9673,4
2024-04-09 04:33:00,167.9673,167.9773,167.9673,167.9673,236
2024-04-09 04:34:00,167.9673,167.9673,167.9274,167.9374,100
2024-04-09 04:35:00,167.9374,167.9374,167.8975,167.8975,310
2024-04-09 04:36:00,167.9074,167.9174,167.8975,167.9174,65
2024-04-09 04:37:00,167.9174,167.9673,167.9174,167.9573,310
2024-04-09 04:38:00,167.9274,167.9274,167.9274,167.9274,42
2024-04-09 04:39:00,167.9573,167.9773,167.9573,167.9573,46
2024-04-09 04:40:00,167.9274,167.9374,167.8775,167.8875,278
2024-04-09 04:41:00,167.9573,167.9573,167.9573,167.9573,1
2024-04-09 04:42:00,167.9573,167.9872,167.9573,167.9872,134
2024-04-09 04:43:00,167.9773,167.9872,167.9374,167.9773,68
2024-04-09 04:44:00,167.9274,167.9773,167.8975,167.8975,280
2024-04-09 04:45:00,167.9074,167.9074,167.8775,167.8875,27
2024-04-09 04:46:00,167.8775,167.8875,167.8276,167.8276,503
2024-04-09 04:47:00,167.8276,167.8576,167.8177,167.8376,631
2024-04-09 04:48:00,167.8276,167.8875,167.7877,167.8875,509
2024-04-09 04:49:00,167.9174,167.9174,167.8177,167.8276,40
2024-04-09 04:50:00,167.8775,167.9174,167.8276,167.9174,29
2024-04-09 04:51:00,167.9374,167.9473,167.8975,167.9374,68
2024-04-09 04:52:00,167.9274,167.9374,167.9274,167.9274,39
2024-04-09 04:53:00,167.9274,167.9274,167.9174,167.9174,5
2024-04-09 04:54:00,167.9174,167.9174,167.9174,167.9174,1
2024-04-09 04:55:00,167.9374,167.9374,167.9174,167.9174,6
2024-04-09 04:56:00,167.8875,167.9174,167.8875,167.9174,18
2024-04-09 04:57:00,167.9074,167.9074,167.8975,167.8975,27
2024-04-09 04:58:00,167.9174,167.9174,167.8975,167.8975,6
2024-04-09 04:59:00,167.9174,167.9174,167.8576,167.8675,318
2024-04-09 05:00:00,167.8775,167.8975,167.8376,167.8775,151
2024-04-09 05:01:00,167.8775,167.8775,167.8476,167.8476,24
2024-04-09 05:02:00,167.8775,167.8775,167.8476,167.8775,11
2024-04-09 05:03:00,167.8576,167.8775,167.8476,167.8576,10
2024-04-09 05:04:00,167.8675,167.8775,167.8576,167.8576,146
2024-04-09 05:05:00,167.8675,167.8775,167.8576,167.8675,604
2024-04-09 05:06:00,167.8576,167.8775,167.7877,167.8376,445
2024-04-09 05:07:00,167.8376,167.8476,167.7977,167.7977,85
2024-04-09 05:08:00,167.8476,167.8476,167.8476,167.8476,100
2024-04-09 05:09:00,167.8576,167.8576,167.8576,167.8576,1
2024-04-09 05:10:00,167.8276,167.8376,167.8077,167.8376,12
2024-04-09 05:11:00,167.8077,167.8276,167.8077,167.8276,4
2024-04-09 05:12:00,167.8276,167.8276,167.8077,167.8077,15
2024-04-09 05:13:00,167.8276,167.8276,167.8077,167.8077,9
2024-04-09 05:14:00,167.8177,167.8177,167.8177,167.8177,190
2024-04-09 05:15:00,167.8177,167.8177,167.8177,167.8177,7
2024-04-09 05:16:00,167.8077,167.8276,167.7977,167.8177,534
2024-04-09 05:17:00,167.8276,167.8476,167.8276,167.8476,873
2024-04-09 05:18:00,167.8376,167.8476,167.8376,167.8376,2927
2024-04-09 05:19:00,167.8376,167.8376,167.8376,167.8376,1
2024-04-09 05:20:00,167.8675,167.8675,167.8376,167.8675,87
2024-04-09 05:21:00,167.8576,167.8675,167.8576,167.8675,101
2024-04-09 05:22:00,167.8675,167.8675,167.8675,167.8675,10
2024-04-09 05:23:00,167.8675,167.9374,167.8675,167.9074,1178
2024-04-09 05:24:00,167.9074,167.9473,167.9074,167.9374,651
2024-04-09 05:25:00,167.9374,167.9374,167.9074,167.9374,155
2024-04-09 05:26:00,167.9274,167.9374,167.9074,167.9374,12
2024-04-09 05:27:00,167.9374,167.9374,167.9374,167.9374,4
2024-04-09 05:28:00,167.9274,167.9374,167.9174,167.9174,13
2024-04-09 05:29:00,167.9274,167.9274,167.8476,167.8476,1245
2024-04-09 05:30:00,167.8376,167.8376,167.8276,167.8276,407
2024-04-09 05:31:00,167.8276,167.8376,167.8077,167.8077,17
2024-04-09 05:32:00,167.8376,167.8376,167.8376,167.8376,19
2024-04-09 05:33:00,167.8376,167.8576,167.8276,167.8376,42
2024-04-09 05:34:00,167.8376,167.8576,167.8376,167.8576,102
2024-04-09 05:35:00,167.8576,167.8576,167.8576,167.8576,25
2024-04-09 05:36:00,167.8476,167.8675,167.8476,167.8576,85
2024-04-09 05:37:00,167.8576,167.8675,167.8276,167.8276,216
2024-04-09 05:39:00,167.8276,167.8276,167.8276,167.8276,57
2024-04-09 05:40:00,167.8276,167.8276,167.8177,167.8276,159
2024-04-09 05:41:00,167.8276,167.8276,167.8276,167.8276,1
2024-04-09 05:42:00,167.8276,167.8276,167.8276,167.8276,39
2024-04-09 05:43:00,167.8476,167.8476,167.8177,167.8476,126
2024-04-09 05:44:00,167.8476,167.8576,167.8476,167.8576,4
2024-04-09 05:45:00,167.8476,167.8476,167.8376,167.8376,30
2024-04-09 05:46:00,167.8576,167.8576,167.8476,167.8476,15
2024-04-09 05:47:00,167.8775,167.8775,167.8675,167.8675,508
2024-04-09 05:48:00,167.8675,167.8775,167.8476,167.8675,388
2024-04-09 05:49:00,167.8675,167.8775,167.8675,167.8775,61
2024-04-09 05:50:00,167.8675,167.8775,167.8675,167.8775,54
2024-04-09 05:51:00,167.8775,167.8775,167.8576,167.8775,412
2024-04-09 05:52:00,167.8775,167.8775,167.8675,167.8775,1348
2024-04-09 05:53:00,167.8675,167.8775,167.8376,167.8775,1174
2024-04-09 05:54:00,167.8775,167.8775,167.8675,167.8775,516
2024-04-09 05:55:00,167.8675,167.8775,167.8675,167.8775,130
2024-04-09 05:56:00,167.8675,167.8775,167.8576,167.8576,93
2024-04-09 05:57:00,167.8276,167.8476,167.8276,167.8276,94
2024-04-09 05:58:00,167.8476,167.8476,167.8476,167.8476,15
2024-04-09 05:59:00,167.8576,167.8576,167.8077,167.8476,222
2024-04-09 06:00:00,167.8476,167.8675,167.8276,167.8675,57
2024-04-09 06:01:00,167.8476,167.8576,167.8476,167.8576,11
2024-04-09 06:02:00,167.8476,167.8576,167.8476,167.8476,213
2024-04-09 06:03:00,167.8675,167.8675,167.8476,167.8576,102
2024-04-09 06:04:00,167.8576,167.8576,167.8576,167.8576,82
2024-04-09 06:05:00,167.8476,167.8476,167.8476,167.8476,7
2024-04-09 06:06:00,167.8576,167.8576,167.8576,167.8576,153
2024-04-09 06:07:00,167.8576,167.8576,167.8576,167.8576,4
2024-04-09 06:08:00,167.8576,167.8576,167.8576,167.8576,14
2024-04-09 06:09:00,167.8576,167.8675,167.8476,167.8576,154
2024-04-09 06:10:00,167.8576,167.8576,167.8576,167.8576,11
2024-04-09 06:11:00,167.8276,167.8576,167.8276,167.8476,19
2024-04-09 06:12:00,167.8576,167.8576,167.8476,167.8576,34
2024-04-09 06:13:00,167.8576,167.8576,167.8576,167.8576,59
2024-04-09 06:14:00,167.8576,167.8576,167.8576,167.8576,5
2024-04-09 06:15:00,167.8376,167.8576,167.8376,167.8576,18
2024-04-09 06:16:00,167.8376,167.8476,167.8376,167.8476,4
2024-04-09 06:17:00,167.8376,167.8576,167.8376,167.8476,207
2024-04-09 06:18:00,167.8376,167.8376,167.7977,167.7977,1097
2024-04-09 06:19:00,167.7977,167.7977,167.7977,167.7977,31
2024-04-09 06:20:00,167.8276,167.8376,167.7977,167.7977,92
2024-04-09 06:21:00,167.8077,167.8177,167.8077,167.8177,51
2024-04-09 06:22:00,167.8077,167.8376,167.8077,167.8276,82
2024-04-09 06:23:00,167.8077,167.8276,167.8077,167.8077,48
2024-04-09 06:24:00,167.8276,167.8376,167.8077,167.8077,421
2024-04-09 06:25:00,167.8077,167.8276,167.7778,167.7877,542
2024-04-09 06:26:00,167.7877,167.8177,167.7877,167.7877,369
2024-04-09 06:27:00,167.7877,167.8276,167.7877,167.8276,4
2024-04-09 06:28:00,167.7977,167.8077,167.7877,167.7977,259
2024-04-09 06:29:00,167.7877,167.7977,167.7877,167.7877,3382
