,open_MCD,high_MCD,low_MCD,close_MCD,volume_MCD
2024-05-23 10:49:00,258.8915,258.9409,258.8224,258.9409,3373
2024-05-23 10:50:00,258.9095,258.9162,258.7335,258.7335,9082
2024-05-23 10:51:00,258.7335,258.7730,258.5853,258.6347,5381
2024-05-23 10:52:00,258.6841,258.7236,258.6841,258.7038,1932
2024-05-23 10:53:00,258.7038,258.7038,258.6149,258.6248,5557
2024-05-23 10:54:00,258.6890,258.7138,258.6446,258.7138,8769
2024-05-23 10:55:00,258.7088,258.7532,258.6546,258.7205,13772
2024-05-23 10:56:00,258.7038,258.7239,258.6643,258.6841,6097
2024-05-23 10:57:00,258.6841,258.7631,258.6446,258.6940,9242
2024-05-23 10:58:00,258.6940,258.7434,258.6644,258.6901,11512
2024-05-23 10:59:00,258.7038,258.8619,258.6841,258.8224,8437
2024-05-23 11:00:00,258.8471,258.8718,258.8026,258.8323,11302
2024-05-23 11:01:00,258.8323,258.8471,258.6545,258.6545,6650
2024-05-23 11:02:00,258.7189,258.8713,258.7189,258.8372,4882
2024-05-23 11:03:00,258.8372,258.8471,258.8026,258.8143,3757
2024-05-23 11:04:00,258.8273,258.8273,258.6742,258.6742,8693
2024-05-23 11:05:00,258.5853,258.5853,258.4865,258.4865,4140
2024-05-23 11:06:00,258.5112,258.6742,258.4766,258.6742,4974
2024-05-23 11:07:00,258.7038,258.7927,258.6940,258.7432,4921
2024-05-23 11:08:00,258.7438,258.8125,258.6940,258.8125,5497
2024-05-23 11:09:00,258.7730,258.8718,258.7730,258.8026,14547
2024-05-23 11:10:00,258.7730,258.7730,258.6841,258.6841,4930
2024-05-23 11:11:00,258.6199,258.6940,258.6199,258.6940,2172
2024-05-23 11:12:00,258.7582,258.8125,258.7480,258.7631,6790
2024-05-23 11:13:00,258.7779,258.8026,258.7419,258.7419,5491
2024-05-23 11:14:00,258.7730,258.8124,258.7730,258.7730,1831
2024-05-23 11:15:00,258.7730,258.8026,258.6940,258.7631,6008
2024-05-23 11:16:00,258.7878,258.8125,258.7532,258.7532,10486
2024-05-23 11:17:00,258.7631,258.8026,258.7137,258.7187,6249
2024-05-23 11:18:00,258.7187,258.8125,258.7187,258.8125,3260
2024-05-23 11:19:00,258.8066,258.8125,258.7730,258.7730,3170
2024-05-23 11:20:00,258.7927,258.7927,258.6940,258.6940,3630
2024-05-23 11:21:00,258.7167,258.7167,258.6149,258.6446,4870
2024-05-23 11:22:00,258.6742,258.6742,258.5063,258.5063,5134
2024-05-23 11:23:00,258.5310,258.6643,258.4470,258.6594,27666
2024-05-23 11:24:00,258.6446,258.6989,258.6149,258.6149,7658
2024-05-23 11:25:00,258.6149,258.6347,258.5655,258.5951,3165
2024-05-23 11:26:00,258.6347,258.7434,258.6347,258.7434,3276
2024-05-23 11:27:00,258.7532,258.7532,258.6841,258.6841,4322
2024-05-23 11:28:00,258.7137,258.7236,258.6743,258.6940,5358
2024-05-23 11:29:00,258.7038,258.7137,258.4371,258.5655,12039
2024-05-23 11:30:00,258.5655,258.6545,258.5359,258.6051,7530
2024-05-23 11:31:00,258.5655,258.6347,258.4618,258.4618,7367
2024-05-23 11:32:00,258.4618,258.6643,258.4618,258.6643,4519
2024-05-23 11:33:00,258.6841,258.7829,258.5458,258.6643,18644
2024-05-23 11:34:00,258.7434,258.7434,258.5557,258.5853,5078
2024-05-23 11:35:00,258.5754,258.5754,258.4445,258.4668,26577
2024-05-23 11:36:00,258.4569,258.4569,258.3901,258.4569,7495
2024-05-23 11:37:00,258.4371,258.4519,258.3976,258.3976,4797
2024-05-23 11:38:00,258.4075,258.5063,258.3976,258.4915,3794
2024-05-23 11:39:00,258.4915,258.4915,258.4273,258.4569,4514
2024-05-23 11:40:00,258.3977,258.4470,258.3977,258.4470,1265
2024-05-23 11:41:00,258.4581,258.4581,258.3186,258.3285,12541
2024-05-23 11:42:00,258.3483,258.3676,258.1902,258.2664,23945
2024-05-23 11:43:00,258.3186,258.3186,258.1857,258.2149,7009
2024-05-23 11:44:00,258.2000,258.2593,258.1902,258.1903,6555
2024-05-23 11:45:00,258.2247,258.2593,258.1951,258.2247,1723
2024-05-23 11:46:00,258.1902,258.2099,258.1210,258.2099,14628
2024-05-23 11:47:00,258.1902,258.1902,258.1111,258.1111,5979
2024-05-23 11:48:00,258.1192,258.2297,258.1192,258.2198,5860
2024-05-23 11:49:00,258.1803,258.1803,257.9531,258.0618,14409
2024-05-23 11:50:00,258.0618,258.2198,258.0618,258.2198,2647
2024-05-23 11:51:00,258.2395,258.2692,258.1902,258.2346,5302
2024-05-23 11:52:00,258.2000,258.2692,258.1013,258.2445,5144
2024-05-23 11:53:00,258.2791,258.3383,258.2791,258.3118,5688
2024-05-23 11:54:00,258.3038,258.3186,258.2909,258.2909,2624
2024-05-23 11:55:00,258.3482,258.3877,258.2890,258.3729,8793
2024-05-23 11:56:00,258.3680,258.4223,258.3581,258.4174,10951
2024-05-23 11:57:00,258.3779,258.3877,258.3680,258.3680,2492
2024-05-23 11:58:00,258.3976,258.4273,258.3680,258.3917,7476
2024-05-23 11:59:00,258.4124,258.4273,258.2939,258.2939,14934
2024-05-23 12:00:00,258.2593,258.3383,258.2396,258.3285,8456
2024-05-23 12:01:00,258.3285,258.4273,258.3285,258.3877,23483
2024-05-23 12:02:00,258.3038,258.3038,258.2494,258.2544,2407
2024-05-23 12:03:00,258.2494,258.2494,258.1803,258.1803,2411
2024-05-23 12:04:00,258.1704,258.2098,258.1309,258.1803,2968
2024-05-23 12:05:00,258.1803,258.1902,258.0914,258.1605,4733
2024-05-23 12:06:00,258.1344,258.1605,258.0618,258.0618,3274
2024-05-23 12:07:00,258.0774,258.1407,258.0774,258.1013,1809
2024-05-23 12:08:00,258.1210,258.1210,258.0716,258.0815,5953
2024-05-23 12:09:00,258.0237,258.0237,257.9926,257.9926,3354
2024-05-23 12:10:00,257.9877,258.0222,257.8741,258.0124,10162
2024-05-23 12:11:00,257.9933,258.0173,257.8148,257.8740,14282
2024-05-23 12:12:00,257.8741,257.8988,257.8049,257.8543,7677
2024-05-23 12:13:00,257.9037,258.0914,257.9037,258.0914,5017
2024-05-23 12:14:00,258.0874,258.1013,258.0519,258.0716,4121
2024-05-23 12:15:00,258.0321,258.0914,257.9728,258.0519,4119
2024-05-23 12:16:00,258.0519,258.0914,258.0420,258.0716,4721
2024-05-23 12:17:00,258.0321,258.1111,257.9853,257.9853,9982
2024-05-23 12:18:00,257.9742,258.0420,257.9742,258.0124,2005
2024-05-23 12:19:00,258.0222,258.0301,258.0025,258.0025,1100
2024-05-23 12:20:00,258.0025,258.0519,258.0025,258.0272,2795
2024-05-23 12:21:00,258.0025,258.0420,257.9630,258.0420,5016
2024-05-23 12:22:00,258.0272,258.0272,257.9923,258.0025,1463
2024-05-23 12:23:00,258.0173,258.0272,257.9877,258.0272,2660
2024-05-23 12:24:00,257.9827,257.9827,257.9432,257.9728,2647
2024-05-23 12:25:00,257.9728,258.0716,257.9728,258.0716,3734
2024-05-23 12:26:00,258.0716,258.0716,257.9973,258.0321,5531
2024-05-23 12:27:00,258.0222,258.0222,257.8839,257.8877,8681
2024-05-23 12:28:00,257.9185,257.9383,257.8444,257.8790,5761
2024-05-23 12:29:00,257.9086,257.9630,257.9086,257.9383,3055
2024-05-23 12:30:00,257.9926,258.0124,257.9333,257.9383,4882
2024-05-23 12:31:00,257.9383,258.0618,257.9383,258.0618,4157
2024-05-23 12:32:00,258.0376,258.1605,258.0376,258.1605,8319
2024-05-23 12:33:00,258.1408,258.1408,258.0815,258.1210,6984
2024-05-23 12:34:00,258.1013,258.1013,258.0815,258.0815,1088
2024-05-23 12:35:00,258.0963,258.1329,258.0815,258.0815,4734
2024-05-23 12:36:00,258.0815,258.1013,258.0420,258.0420,7489
2024-05-23 12:37:00,258.0420,258.1210,258.0124,258.1210,4409
2024-05-23 12:38:00,258.1132,258.1161,258.0760,258.0760,4925
2024-05-23 12:39:00,258.0716,258.0736,257.9333,257.9333,7337
2024-05-23 12:40:00,257.9297,257.9432,257.9136,257.9432,3868
2024-05-23 12:41:00,257.9136,257.9185,257.8197,257.8543,10775
2024-05-23 12:42:00,257.8395,257.8434,257.8148,257.8148,3665
2024-05-23 12:43:00,257.8049,257.8445,257.7950,257.8445,3121
2024-05-23 12:44:00,257.8543,257.8543,257.7895,257.8049,3332
2024-05-23 12:45:00,257.8049,257.8247,257.7852,257.8000,3748
2024-05-23 12:46:00,257.7950,257.8147,257.7259,257.7641,5542
2024-05-23 12:47:00,257.7456,257.7456,257.6073,257.6073,6411
2024-05-23 12:48:00,257.5777,257.6270,257.4987,257.4987,2436
2024-05-23 12:49:00,257.5777,257.6073,257.5341,257.5481,4176
2024-05-23 12:50:00,257.5382,257.5678,257.5184,257.5639,4371
2024-05-23 12:51:00,257.5382,257.5580,257.5184,257.5184,6144
2024-05-23 12:52:00,257.5184,257.5234,257.4494,257.4494,4060
2024-05-23 12:53:00,257.4641,257.4869,257.4295,257.4542,8238
2024-05-23 12:54:00,257.4542,257.5975,257.4493,257.5580,5678
2024-05-23 12:55:00,257.5580,257.5777,257.4987,257.4987,3736
2024-05-23 12:56:00,257.4789,257.5085,257.4493,257.4592,6644
2024-05-23 12:57:00,257.4641,257.4641,257.3801,257.3801,5007
2024-05-23 12:58:00,257.3999,257.3999,257.3110,257.3110,8949
2024-05-23 12:59:00,257.3061,257.3061,257.2616,257.2616,5353
2024-05-23 13:00:00,257.2814,257.2912,257.1926,257.2122,7733
2024-05-23 13:01:00,257.2517,257.3011,257.2221,257.2616,5217
2024-05-23 13:02:00,257.2863,257.3308,257.2616,257.2715,5369
2024-05-23 13:03:00,257.2665,257.2912,257.2023,257.2912,4679
2024-05-23 13:04:00,257.2616,257.3999,257.2616,257.3752,10520
2024-05-23 13:05:00,257.4592,257.5184,257.3878,257.3878,6369
2024-05-23 13:06:00,257.4197,257.4591,257.3908,257.4197,2421
2024-05-23 13:07:00,257.3999,257.3999,257.3142,257.3331,3078
2024-05-23 13:08:00,257.3011,257.3505,257.2320,257.3209,5345
2024-05-23 13:09:00,257.3061,257.3801,257.3061,257.3604,6582
2024-05-23 13:10:00,257.3406,257.4098,257.3406,257.3656,5351
2024-05-23 13:11:00,257.3900,257.4394,257.3900,257.3999,3477
2024-05-23 13:12:00,257.3999,257.4789,257.3999,257.4789,4610
2024-05-23 13:13:00,257.4789,257.5777,257.4493,257.5481,5462
2024-05-23 13:14:00,257.5184,257.5431,257.4493,257.4493,8226
2024-05-23 13:15:00,257.4789,257.5184,257.4789,257.4974,3445
2024-05-23 13:16:00,257.4493,257.4691,257.4345,257.4542,5905
2024-05-23 13:17:00,257.4691,257.4691,257.4394,257.4542,2486
2024-05-23 13:18:00,257.4789,257.5580,257.4493,257.5570,6316
2024-05-23 13:19:00,257.5777,257.5876,257.4789,257.5086,6608
2024-05-23 13:20:00,257.4987,257.5152,257.3703,257.3703,5098
2024-05-23 13:21:00,257.4097,257.4097,257.3110,257.3308,5906
2024-05-23 13:22:00,257.3999,257.4493,257.3703,257.3703,5141
2024-05-23 13:23:00,257.3604,257.3752,257.3209,257.3703,5781
2024-05-23 13:24:00,257.3593,257.4592,257.3593,257.4592,2780
2024-05-23 13:25:00,257.4394,257.4394,257.3604,257.3604,6238
2024-05-23 13:26:00,257.3614,257.3801,257.3209,257.3653,4149
2024-05-23 13:27:00,257.3653,257.3851,257.3110,257.3110,4220
2024-05-23 13:28:00,257.3005,257.3703,257.3005,257.3604,3513
2024-05-23 13:29:00,257.3703,257.3900,257.3604,257.3703,3969
2024-05-23 13:30:00,257.3505,257.3604,257.2715,257.2715,5812
2024-05-23 13:31:00,257.2468,257.3011,257.2320,257.2320,3909
2024-05-23 13:32:00,257.2320,257.2320,257.0344,257.0344,11109
2024-05-23 13:33:00,257.0688,257.0688,256.8862,256.8862,10431
2024-05-23 13:34:00,256.8764,256.9751,256.6393,256.6985,37795
2024-05-23 13:35:00,256.6294,256.6887,256.5701,256.5998,11644
2024-05-23 13:36:00,256.5701,256.6096,256.5207,256.6047,13610
2024-05-23 13:37:00,256.6096,256.6195,256.4418,256.4910,8453
2024-05-23 13:38:00,256.4516,256.5800,256.4022,256.5207,7485
2024-05-23 13:39:00,256.5454,256.6491,256.5405,256.5899,8522
2024-05-23 13:40:00,256.5849,256.7924,256.5701,256.7677,8808
2024-05-23 13:41:00,256.7578,256.8171,256.6788,256.7134,5318
2024-05-23 13:42:00,256.7183,256.7183,256.5257,256.5257,8866
2024-05-23 13:43:00,256.5701,256.5800,256.3726,256.4466,9688
2024-05-23 13:44:00,256.3824,256.5504,256.3824,256.5504,6716
2024-05-23 13:45:00,256.5652,256.6689,256.5652,256.6393,5447
2024-05-23 13:46:00,256.6590,256.6689,256.4812,256.4879,6958
2024-05-23 13:47:00,256.4713,256.5602,256.4615,256.4713,8605
2024-05-23 13:48:00,256.4650,256.5109,256.4318,256.4318,5930
2024-05-23 13:49:00,256.4121,256.4318,256.2837,256.3380,10026
2024-05-23 13:50:00,256.3528,256.4219,256.3408,256.4170,7790
2024-05-23 13:51:00,256.4318,256.4615,256.2639,256.2639,5879
2024-05-23 13:52:00,256.2344,256.4022,256.2344,256.2738,6506
2024-05-23 13:53:00,256.2343,256.3232,256.1849,256.2837,17799
2024-05-23 13:54:00,256.2787,256.2886,256.2343,256.2491,11322
2024-05-23 13:55:00,256.2540,256.2540,256.0861,256.0861,11719
2024-05-23 13:56:00,256.0861,256.1750,256.0762,256.1602,16932
2024-05-23 13:57:00,256.1058,256.1355,256.0169,256.1157,12018
2024-05-23 13:58:00,256.1552,256.1552,256.0861,256.0960,5571
2024-05-23 13:59:00,256.1157,256.1256,256.0367,256.0713,7959
2024-05-23 14:00:00,256.0564,256.1256,256.0071,256.1009,9610
2024-05-23 14:01:00,256.1009,256.1009,255.8885,255.9863,20003
2024-05-23 14:02:00,255.9577,256.0960,255.8688,255.9280,10393
2024-05-23 14:03:00,255.9083,255.9478,255.8984,255.9083,2977
2024-05-23 14:04:00,255.9231,255.9972,255.8688,255.9231,8371
2024-05-23 14:05:00,255.8589,255.9083,255.7502,255.7552,8290
2024-05-23 14:06:00,255.7552,255.8490,255.7206,255.8391,8881
2024-05-23 14:07:00,255.8194,255.8885,255.7799,255.8194,9035
2024-05-23 14:08:00,255.8539,256.0960,255.8539,256.0367,8029
2024-05-23 14:09:00,255.9972,256.0071,255.9626,255.9922,7848
2024-05-23 14:10:00,255.9774,256.0071,255.9379,255.9675,7197
2024-05-23 14:11:00,255.9675,255.9675,255.8984,255.9231,8562
2024-05-23 14:12:00,255.8885,255.9478,255.8589,255.9256,5179
2024-05-23 14:13:00,255.9330,255.9972,255.9022,255.9972,8356
2024-05-23 14:14:00,256.0268,256.0268,255.8984,255.8984,6074
2024-05-23 14:15:00,255.8984,255.8984,255.8095,255.8243,12355
2024-05-23 14:16:00,255.8194,255.8292,255.6910,255.7206,7483
2024-05-23 14:17:00,255.7156,255.7448,255.6811,255.7186,7116
2024-05-23 14:18:00,255.6910,255.6910,255.5922,255.5971,5261
2024-05-23 14:19:00,255.5329,255.6514,255.5329,255.5329,7472
2024-05-23 14:20:00,255.5131,255.6119,255.5131,255.6119,5462
2024-05-23 14:21:00,255.5823,255.6366,255.5230,255.5527,5821
2024-05-23 14:22:00,255.5822,255.5823,255.5131,255.5131,6508
2024-05-23 14:23:00,255.5329,255.5527,255.4736,255.4736,7184
2024-05-23 14:24:00,255.4341,255.6416,255.4341,255.5535,12004
2024-05-23 14:25:00,255.5625,255.5625,255.4835,255.5230,9662
2024-05-23 14:26:00,255.5230,255.5230,255.4736,255.4835,11508
2024-05-23 14:27:00,255.4539,255.4736,255.3748,255.3748,10392
2024-05-23 14:28:00,255.3748,255.3897,255.2859,255.3699,13641
2024-05-23 14:29:00,255.4143,255.4143,255.3255,255.3255,6259
2024-05-23 14:30:00,255.2810,255.3156,255.1970,255.2563,14079
2024-05-23 14:31:00,255.2464,255.2662,255.0291,255.1872,24776
2024-05-23 14:32:00,255.2069,255.4144,255.2069,255.3847,10428
2024-05-23 14:33:00,255.4045,255.4835,255.3551,255.4687,12586
2024-05-23 14:34:00,255.4983,255.6218,255.4736,255.5576,6930
2024-05-23 14:35:00,255.5922,255.5922,255.4242,255.4687,6882
2024-05-23 14:36:00,255.4341,255.5724,255.4144,255.4884,5136
2024-05-23 14:37:00,255.4934,255.5922,255.4539,255.4539,23131
2024-05-23 14:38:00,255.4588,255.5563,255.4292,255.5033,10952
2024-05-23 14:39:00,255.5082,255.5329,255.4539,255.4736,8413
2024-05-23 14:40:00,255.4292,255.4835,255.4045,255.4045,7076
2024-05-23 14:41:00,255.3650,255.5280,255.3452,255.4786,11498
2024-05-23 14:42:00,255.4687,255.5527,255.4539,255.4934,9915
2024-05-23 14:43:00,255.4884,255.5922,255.4736,255.5823,16559
2024-05-23 14:44:00,255.6119,255.6317,255.4934,255.4934,5540
2024-05-23 14:45:00,255.5082,255.5428,255.4835,255.5230,4952
2024-05-23 14:46:00,255.5131,255.5304,255.3847,255.3847,6893
2024-05-23 14:47:00,255.4242,255.4440,255.3847,255.3946,5557
2024-05-23 14:48:00,255.4094,255.4835,255.3847,255.4835,5921
2024-05-23 14:49:00,255.4637,255.4934,255.3452,255.3847,9870
2024-05-23 14:50:00,255.3847,255.3847,255.2761,255.3551,14426
2024-05-23 14:51:00,255.3847,255.4458,255.3452,255.4341,13109
2024-05-23 14:52:00,255.4637,255.5724,255.4045,255.4440,19915
2024-05-23 14:53:00,255.4440,255.6712,255.4440,255.6317,9787
2024-05-23 14:54:00,255.6712,255.7305,255.6218,255.6712,9587
2024-05-23 14:55:00,255.7008,255.7650,255.5774,255.5774,8142
2024-05-23 14:56:00,255.5675,255.7007,255.5675,255.6638,7797
2024-05-23 14:57:00,255.6514,255.9675,255.6514,255.9576,9736
2024-05-23 14:58:00,255.9577,256.0071,255.9083,255.9132,7559
2024-05-23 14:59:00,255.9280,256.0416,255.8786,256.0169,11822
2024-05-23 15:00:00,255.9922,256.0762,255.9281,255.9922,8217
2024-05-23 15:01:00,255.9577,256.1651,255.9577,256.0347,9145
2024-05-23 15:02:00,256.0169,256.0466,255.8441,255.8688,8889
2024-05-23 15:03:00,255.8490,255.8786,255.8095,255.8144,6450
2024-05-23 15:04:00,255.8490,255.8589,255.7107,255.7601,6330
2024-05-23 15:05:00,255.7502,255.8243,255.7502,255.7947,4259
2024-05-23 15:06:00,255.7700,255.7996,255.5922,255.5922,10596
2024-05-23 15:07:00,255.5724,255.7700,255.5724,255.7687,13524
2024-05-23 15:08:00,255.7502,255.7601,255.6219,255.7104,8111
2024-05-23 15:09:00,255.7107,255.8391,255.6712,255.7953,4826
2024-05-23 15:10:00,255.7305,255.7354,255.6564,255.6564,9577
2024-05-23 15:11:00,255.6613,255.7403,255.6613,255.7403,5258
2024-05-23 15:12:00,255.7206,255.8441,255.7033,255.8441,5523
2024-05-23 15:13:00,255.8391,255.8688,255.7897,255.7897,9263
2024-05-23 15:14:00,255.7700,255.9182,255.7700,255.8984,8222
2024-05-23 15:15:00,255.9280,255.9280,255.8638,255.8638,8530
2024-05-23 15:16:00,255.9083,255.9280,255.7700,255.8194,4732
2024-05-23 15:17:00,255.8095,255.8202,255.7403,255.7403,5502
2024-05-23 15:18:00,255.7403,255.7996,255.7206,255.7502,10758
2024-05-23 15:19:00,255.7008,255.7192,255.6613,255.6613,4494
2024-05-23 15:20:00,255.6712,255.8292,255.6712,255.8243,6807
2024-05-23 15:21:00,255.7996,255.7996,255.4835,255.4835,11952
2024-05-23 15:22:00,255.5230,255.5823,255.5033,255.5230,5103
2024-05-23 15:23:00,255.5428,255.5625,255.4835,255.4983,9299
2024-05-23 15:24:00,255.4953,255.5131,255.4835,255.5131,5588
2024-05-23 15:25:00,255.5033,255.5355,255.4934,255.5131,6645
2024-05-23 15:26:00,255.5172,255.6712,255.4934,255.6712,13197
2024-05-23 15:27:00,255.6613,255.8292,255.6613,255.7700,5938
2024-05-23 15:28:00,255.7601,255.8095,255.6910,255.7107,7828
2024-05-23 15:29:00,255.7058,255.7066,255.6119,255.6580,8348
2024-05-23 15:30:00,255.6613,255.7304,255.6416,255.6613,10218
2024-05-23 15:31:00,255.6811,255.6811,255.6169,255.6267,5071
2024-05-23 15:32:00,255.6119,255.6564,255.6020,255.6416,9130
2024-05-23 15:33:00,255.6317,255.6317,255.5082,255.5131,8317
2024-05-23 15:34:00,255.4944,255.5131,255.3897,255.3946,9082
2024-05-23 15:35:00,255.4144,255.4539,255.3748,255.4144,9287
2024-05-23 15:36:00,255.4045,255.4440,255.3650,255.3650,8266
2024-05-23 15:37:00,255.3798,255.4152,255.3057,255.4045,14938
2024-05-23 15:38:00,255.4045,255.4637,255.3353,255.3353,18901
2024-05-23 15:39:00,255.3205,255.3452,255.2909,255.3452,13209
2024-05-23 15:40:00,255.3452,255.4144,255.2859,255.3255,15967
2024-05-23 15:41:00,255.3052,255.3052,255.1180,255.1180,10485
2024-05-23 15:42:00,255.1180,255.1180,255.0291,255.1081,15921
2024-05-23 15:43:00,255.0884,255.1773,255.0686,255.0785,13696
2024-05-23 15:44:00,255.0983,255.1674,255.0587,255.0587,21401
2024-05-23 15:45:00,255.0390,255.1872,255.0291,255.0884,15185
2024-05-23 15:46:00,255.0884,255.1081,255.0240,255.0489,26025
2024-05-23 15:47:00,255.0192,255.0587,254.9797,254.9896,15541
2024-05-23 15:48:00,254.9797,255.0192,254.9402,254.9501,17058
2024-05-23 15:49:00,254.9303,254.9698,254.8118,254.8414,32763
2024-05-23 15:50:00,254.8217,254.8661,254.6614,254.6614,27133
2024-05-23 15:51:00,254.6537,254.7426,254.6142,254.6142,36181
2024-05-23 15:52:00,254.6142,254.7229,254.5401,254.6685,43131
2024-05-23 15:53:00,254.6685,254.8019,254.6438,254.7377,48653
2024-05-23 15:54:00,254.7229,254.7723,254.6735,254.7229,30129
2024-05-23 15:55:00,254.7229,254.7426,254.4660,254.6093,45155
2024-05-23 15:56:00,254.6142,254.7871,254.5964,254.7723,43844
2024-05-23 15:57:00,254.7624,254.9204,254.6735,254.9007,60480
2024-05-23 15:58:00,254.8908,254.9007,254.6735,254.7723,62814
2024-05-23 15:59:00,254.7772,254.8760,254.6241,254.8414,96099
2024-05-23 16:00:00,254.8414,255.6416,254.3673,255.1872,1698572
2024-05-23 16:01:00,254.7920,256.1355,254.7920,256.1355,1958
2024-05-23 16:02:00,255.0587,256.1355,254.7920,254.7920,23264
2024-05-23 16:03:00,254.7920,254.7920,254.7920,254.7920,1718
2024-05-23 16:04:00,254.7920,256.1355,254.7920,255.6514,34885
2024-05-23 16:05:00,255.1970,255.2069,254.8612,254.8612,95
2024-05-23 16:06:00,255.2069,255.2069,254.8612,255.2069,1567
2024-05-23 16:07:00,254.8612,255.2069,254.7156,254.7920,118
2024-05-23 16:08:00,254.8612,255.2069,254.8612,255.0587,5
2024-05-23 16:09:00,255.0489,255.2039,255.0489,255.0587,1046
2024-05-23 16:10:00,254.7920,255.0587,254.7920,255.0587,636533
2024-05-23 16:11:00,254.7920,255.0489,254.7920,255.0489,22
2024-05-23 16:12:00,255.1180,255.2069,255.0587,255.2069,10
2024-05-23 16:13:00,255.2069,255.2069,254.8908,254.9106,11
2024-05-23 16:14:00,255.0884,262.8626,255.0884,262.8626,3843
2024-05-23 16:15:00,262.8626,262.8626,254.7920,255.2069,9
2024-05-23 16:16:00,255.0587,255.2069,255.0587,255.2069,1107
2024-05-23 16:17:00,255.0587,255.0587,254.9698,255.0093,13
2024-05-23 16:18:00,255.2069,255.2069,255.0489,255.0884,2018
2024-05-23 16:19:00,255.2069,255.2069,255.0489,255.0489,11
2024-05-23 16:20:00,254.7920,255.1575,254.7920,255.0587,4035
2024-05-23 16:21:00,255.0587,255.0587,254.7920,255.0587,12010
2024-05-23 16:22:00,254.7920,255.2069,254.7920,255.2069,11825
2024-05-23 16:23:00,254.9204,254.9698,254.7920,254.7920,923
2024-05-23 16:24:00,254.8612,254.8612,254.7624,254.7624,41
2024-05-23 16:25:00,254.8612,254.8612,254.7229,254.7624,95
2024-05-23 16:27:00,254.8217,254.8612,254.7624,254.8612,10
2024-05-23 16:28:00,254.8612,254.8612,254.7624,254.7624,585
2024-05-23 16:29:00,254.8612,254.8612,254.7624,254.7624,13
2024-05-23 16:30:00,254.8612,254.8612,254.7624,254.8513,34
2024-05-23 16:31:00,254.7624,254.7624,254.3673,254.3673,86
2024-05-23 16:32:00,254.7624,254.8612,254.7624,254.8612,40
2024-05-23 16:33:00,254.8611,254.8611,254.8611,254.8611,2
2024-05-23 16:34:00,254.8612,254.8612,254.7624,254.7624,6
2024-05-23 16:35:00,254.7624,254.8612,254.7624,254.8118,10
2024-05-23 16:36:00,254.8019,254.8612,254.8019,254.8612,30
2024-05-23 16:37:00,254.8612,254.8612,254.7624,254.8118,37
2024-05-23 16:38:00,254.7624,254.8612,254.7624,254.8019,15
2024-05-23 16:39:00,254.7624,254.8612,254.7624,254.8612,121
2024-05-23 16:40:00,254.8612,254.8612,254.8612,254.8612,55
2024-05-23 16:41:00,254.8612,254.8612,254.3673,254.8612,57
2024-05-23 16:42:00,254.7624,254.8612,254.3673,254.8612,11
2024-05-23 16:43:00,254.8513,254.8612,254.8513,254.8612,61
2024-05-23 16:44:00,254.8612,254.8612,254.8612,254.8612,8
2024-05-23 16:45:00,254.8612,254.8612,254.7624,254.7624,53
2024-05-23 16:46:00,254.7624,254.7920,254.7624,254.7920,88
2024-05-23 16:47:00,254.7624,254.8604,254.7624,254.8561,420
2024-05-23 16:48:00,254.8454,254.8612,254.8019,254.8019,336
2024-05-23 16:49:00,254.7624,254.8138,254.7624,254.8138,158
2024-05-23 16:50:00,254.7624,254.8612,254.7624,254.8612,17
2024-05-23 16:51:00,254.8612,254.8612,254.7525,254.8612,132
2024-05-23 16:52:00,254.8019,254.8612,254.8019,254.8019,30
2024-05-23 16:53:00,254.3673,254.3673,254.3673,254.3673,5
2024-05-23 16:54:00,254.7426,254.8612,254.7328,254.8612,1720
2024-05-23 16:55:00,254.7426,254.8513,254.7426,254.8513,38
2024-05-23 16:56:00,254.8414,254.8513,254.7624,254.8513,213
2024-05-23 16:57:00,254.3673,254.8513,254.3673,254.8513,32
2024-05-23 16:58:00,254.8513,254.8513,254.7624,254.8513,34
2024-05-23 16:59:00,254.8513,254.8513,254.6142,254.7130,156
2024-05-23 17:00:00,254.7624,254.8513,254.7624,254.8513,199
2024-05-23 17:01:00,254.8513,254.8513,254.8513,254.8513,10
2024-05-23 17:02:00,254.7624,254.8513,254.7624,254.7624,75
2024-05-23 17:03:00,254.8513,254.8513,254.8513,254.8513,16
2024-05-23 17:04:00,254.8513,254.8513,254.7130,254.7130,17
2024-05-23 17:05:00,254.7426,254.8217,254.7426,254.7624,31
2024-05-23 17:06:00,254.8217,254.8217,254.8217,254.8217,6
2024-05-23 17:07:00,254.8217,254.8217,254.8217,254.8217,3
2024-05-23 17:08:00,254.8315,254.8315,254.7624,254.7624,183
2024-05-23 17:09:00,254.8315,254.8315,254.6636,254.7624,121
2024-05-23 17:10:00,254.7624,254.8315,254.6636,254.6636,30
2024-05-23 17:11:00,254.8315,254.8315,254.8315,254.8315,8
2024-05-23 17:12:00,254.8315,254.8315,254.7624,254.8217,22
2024-05-23 17:13:00,254.8315,254.8315,254.7624,254.7624,65
2024-05-23 17:14:00,254.7624,254.7624,254.7031,254.7031,22
2024-05-23 17:15:00,254.8315,254.8315,254.7624,254.8217,19
2024-05-23 17:16:00,254.8217,254.8315,254.7624,254.8315,218
2024-05-23 17:17:00,254.8315,254.8315,254.6932,254.6932,24
2024-05-23 17:18:00,254.8217,254.8315,254.7624,254.7624,17
