,open_XOM,high_XOM,low_XOM,close_XOM,volume_XOM
2024-05-29 16:15:00,112.7280,112.7280,112.7280,112.7280,17
2024-05-29 16:16:00,112.6685,112.7280,112.6685,112.7280,3
2024-05-29 16:17:00,112.7280,112.7280,112.7280,112.7280,1
2024-05-29 16:18:00,112.7280,112.7280,112.6487,112.6487,55
2024-05-29 16:19:00,112.6090,112.6090,112.6090,112.6090,50
2024-05-29 16:20:00,112.7280,112.7280,112.7280,112.7280,13845
2024-05-29 16:21:00,112.7280,112.7280,112.6090,112.6090,2
2024-05-29 16:23:00,112.6387,112.6983,112.6387,112.6983,259
2024-05-29 16:24:00,112.7082,112.7082,112.7082,112.7082,20
2024-05-29 16:25:00,112.6983,112.6983,112.6983,112.6983,69
2024-05-29 16:27:00,112.6983,112.6983,112.6983,112.6983,50
2024-05-29 16:28:00,112.6983,112.6983,112.6983,112.6983,100
2024-05-29 16:29:00,112.7082,112.7082,112.6883,112.6983,887
2024-05-29 16:31:00,112.6189,112.6189,112.6189,112.6189,15
2024-05-29 16:32:00,112.6586,112.6586,112.6586,112.6586,10
2024-05-29 16:33:00,112.7181,112.7479,112.7181,112.7379,395
2024-05-29 16:35:00,112.7280,112.7280,112.7280,112.7280,1
2024-05-29 16:36:00,112.5991,112.5991,112.5991,112.5991,25
2024-05-29 16:37:00,112.6487,112.6487,112.6090,112.6090,100
2024-05-29 16:38:00,112.7875,112.7975,112.7875,112.7975,1258
2024-05-29 16:39:00,112.8967,112.8967,112.8967,112.8967,1
2024-05-29 16:41:00,112.8967,112.8967,112.8967,112.8967,100
2024-05-29 16:42:00,112.8173,112.8173,112.7975,112.7975,22
2024-05-29 16:44:00,112.7975,112.7975,112.7975,112.7975,8
2024-05-29 16:45:00,115.3173,115.3173,112.7975,112.7975,243
2024-05-29 16:46:00,112.8074,112.8074,112.7975,112.8074,260
2024-05-29 16:47:00,112.7975,112.7975,112.7975,112.7975,100
2024-05-29 16:48:00,112.7975,112.7975,112.7975,112.7975,2000
2024-05-29 16:52:00,112.7677,112.9165,112.7578,112.9165,3279
2024-05-29 16:54:00,112.8868,112.8868,104.8786,104.8812,94
2024-05-29 16:55:00,104.8786,112.9165,104.8786,112.9165,102
2024-05-29 16:56:00,112.8967,112.8967,112.8967,112.8967,88
2024-05-29 16:57:00,112.8967,112.8967,112.8967,112.8967,2
2024-05-29 16:58:00,104.8786,104.8786,104.8786,104.8786,27
2024-05-29 16:59:00,104.8812,104.8812,104.8812,104.8812,72
2024-05-29 17:00:00,104.8786,104.8786,104.8786,104.8786,27
2024-05-29 17:01:00,112.7280,112.8967,112.7280,112.8967,194
2024-05-29 17:02:00,104.8812,112.7479,104.8812,112.7479,47
2024-05-29 17:04:00,112.8967,112.9165,112.8967,112.9165,1378
2024-05-29 17:05:00,112.8173,112.8173,112.7975,112.7975,3
2024-05-29 17:07:00,112.8868,112.8967,112.8868,112.8967,200
2024-05-29 17:08:00,112.8173,112.8173,112.8173,112.8173,10
2024-05-29 17:10:00,112.8868,112.8868,112.8868,112.8868,25
2024-05-29 17:11:00,112.8967,112.8967,112.8967,112.8967,10
2024-05-29 17:12:00,112.7975,112.7975,112.7975,112.7975,200
2024-05-29 17:13:00,112.7975,112.7975,112.7975,112.7975,30
2024-05-29 17:15:00,112.7991,112.7991,112.7991,112.7991,30
2024-05-29 17:16:00,112.7976,112.9760,112.7976,112.9760,9
2024-05-29 17:18:00,112.9562,112.9562,112.9562,112.9562,200
2024-05-29 17:19:00,112.7975,112.9760,112.7975,112.9760,61
2024-05-29 17:20:00,112.8074,112.8074,112.7975,112.7975,500
2024-05-29 17:22:00,112.7975,112.7975,112.7975,112.7975,75
2024-05-29 17:23:00,112.7975,112.7975,112.7975,112.7975,125
2024-05-29 17:24:00,112.7280,112.7280,112.7280,112.7280,5759
2024-05-29 17:29:00,112.7161,112.7161,112.7161,112.7161,10
2024-05-29 17:32:00,112.7677,112.7677,112.7677,112.7677,20
2024-05-29 17:33:00,112.7975,112.7975,112.7677,112.7677,52
2024-05-29 17:34:00,112.7875,112.7875,112.3610,112.5991,25
2024-05-29 17:38:00,112.5991,112.5991,112.5991,112.5991,2
2024-05-29 17:39:00,112.5991,112.5991,112.5991,112.5991,26
2024-05-29 17:40:00,112.4998,112.4998,112.4998,112.4998,1
2024-05-29 17:41:00,112.4998,112.4998,112.4998,112.4998,100
2024-05-29 17:42:00,112.5098,112.5098,112.5098,112.5098,152
2024-05-29 17:43:00,112.5098,112.5098,112.5098,112.5098,6
2024-05-29 17:44:00,112.7776,112.7776,112.7776,112.7776,500
2024-05-29 17:47:00,112.7975,112.7975,112.5098,112.5098,25
2024-05-29 17:48:00,112.5175,112.5991,112.5098,112.5991,1010
2024-05-29 17:53:00,112.6983,112.6983,112.6983,112.6983,6
2024-05-29 17:55:00,112.6487,112.6487,112.5792,112.5792,51
2024-05-29 17:56:00,112.7957,112.7957,112.7280,112.7776,2178
2024-05-29 17:57:00,112.7280,112.7379,112.7280,112.7379,9
2024-05-29 17:58:00,112.7280,112.7280,112.7280,112.7280,156
2024-05-29 17:59:00,112.7280,112.7280,112.7280,112.7280,6
2024-05-29 18:00:00,112.7975,112.7975,112.7975,112.7975,1
2024-05-29 18:01:00,112.7975,112.7975,112.7975,112.7975,41
2024-05-29 18:02:00,112.7776,112.7776,112.7280,112.7280,101
2024-05-29 18:05:00,112.7946,112.7946,112.7946,112.7946,70
2024-05-29 18:08:00,112.7479,112.7479,112.7479,112.7479,4
2024-05-29 18:12:00,112.7776,112.7776,112.7776,112.7776,1
2024-05-29 18:22:00,112.7776,112.8967,112.7677,112.8967,1515
2024-05-29 18:24:00,112.8967,112.8967,112.8967,112.8967,5
2024-05-29 18:27:00,112.8967,112.8967,112.8967,112.8967,7
2024-05-29 18:29:00,112.8967,112.8967,112.8967,112.8967,20
2024-05-29 18:30:00,112.7280,112.7280,112.7280,112.7280,1940128
2024-05-29 18:34:00,112.8967,112.8967,112.8967,112.8967,30
2024-05-29 18:37:00,112.7322,112.7322,112.7322,112.7322,1
2024-05-29 18:41:00,112.7280,112.7280,112.7280,112.7280,50
2024-05-29 18:44:00,112.7479,112.7479,112.7479,112.7479,14
2024-05-29 18:51:00,112.7280,112.8471,112.7280,112.8471,10
2024-05-29 18:54:00,112.7578,112.7578,112.7379,112.7379,100
2024-05-29 18:58:00,112.7280,112.7280,112.7280,112.7280,2
2024-05-29 19:00:00,112.7280,112.7280,112.7280,112.7280,1940137
2024-05-29 19:01:00,112.8868,112.8967,112.8868,112.8967,144
2024-05-29 19:03:00,112.8471,112.8471,112.8471,112.8471,5
2024-05-29 19:04:00,112.8669,112.8669,112.8669,112.8669,1
2024-05-29 19:06:00,112.8967,112.8967,112.8967,112.8967,1
2024-05-29 19:10:00,112.7776,112.7776,112.7776,112.7776,100
2024-05-29 19:13:00,112.8272,112.8669,112.8272,112.8669,6
2024-05-29 19:15:00,112.8570,112.8570,112.8570,112.8570,2
2024-05-29 19:21:00,112.8967,112.8967,112.8967,112.8967,1
2024-05-29 19:22:00,112.8967,112.8967,112.8967,112.8967,5
2024-05-29 19:23:00,112.8967,112.8967,112.8967,112.8967,2
2024-05-29 19:24:00,112.8421,112.8421,112.8421,112.8421,6
2024-05-29 19:28:00,112.8967,112.8967,112.8967,112.8967,2
2024-05-29 19:33:00,112.8768,112.8768,112.8768,112.8768,1
2024-05-29 19:34:00,112.8967,112.8967,112.8967,112.8967,17
2024-05-29 19:38:00,112.8272,112.8768,112.8272,112.8570,20
2024-05-29 19:39:00,112.8570,112.8570,112.8570,112.8570,11
2024-05-29 19:40:00,112.8868,112.8868,112.8868,112.8868,2
2024-05-29 19:42:00,112.7875,112.8868,112.7875,112.8868,202
2024-05-29 19:44:00,112.7875,112.7875,112.7875,112.7875,800
2024-05-29 19:48:00,112.8570,112.8570,112.8570,112.8570,50
2024-05-29 19:49:00,112.8868,112.8967,112.7875,112.7875,1985
2024-05-29 19:50:00,112.8570,112.8570,112.7875,112.7875,50
2024-05-29 19:51:00,112.7875,112.7875,112.7875,112.7875,10
2024-05-29 19:53:00,112.8858,112.8967,112.8858,112.8967,492
2024-05-29 19:54:00,112.7875,112.7875,112.7875,112.7875,4
2024-05-29 19:55:00,112.7875,112.7875,112.7875,112.7875,250
2024-05-29 19:56:00,112.9463,112.9463,112.8868,112.9463,155
2024-05-29 19:57:00,112.9562,112.9562,112.9519,112.9519,2
2024-05-29 19:59:00,112.7975,112.7975,112.7975,112.7975,25
2024-05-30 04:00:00,112.7181,112.7181,112.7181,112.7181,1
2024-05-30 04:02:00,112.5991,112.5991,112.5991,112.5991,1
2024-05-30 04:09:00,112.5495,112.5693,112.5495,112.5693,142
2024-05-30 04:16:00,112.5693,112.5693,112.5693,112.5693,1
2024-05-30 04:21:00,112.5991,112.5991,112.5991,112.5991,15
2024-05-30 04:23:00,112.5693,112.5693,112.5693,112.5693,15
2024-05-30 04:27:00,112.5693,112.5693,112.5693,112.5693,15
2024-05-30 04:28:00,112.4602,112.4701,112.4602,112.4602,34
2024-05-30 04:38:00,112.4701,112.4701,112.4701,112.4701,3
2024-05-30 04:41:00,112.5693,112.5991,112.5693,112.5991,316
2024-05-30 04:47:00,112.5991,112.5991,112.5991,112.5991,1
2024-05-30 04:48:00,112.5991,112.5991,112.5991,112.5991,32
2024-05-30 05:01:00,112.5495,112.5495,112.5495,112.5495,13
2024-05-30 05:04:00,112.5197,112.5197,112.5197,112.5197,1
2024-05-30 05:15:00,112.6090,112.6090,112.6090,112.6090,3
2024-05-30 05:22:00,112.5991,112.5991,112.5991,112.5991,1
2024-05-30 05:32:00,112.6487,112.6487,112.6487,112.6487,15
2024-05-30 05:36:00,112.5991,112.5991,112.5197,112.5594,12
2024-05-30 05:37:00,112.5197,112.5197,112.5197,112.5197,92
2024-05-30 05:54:00,112.5594,112.5594,112.5594,112.5594,21
2024-05-30 06:10:00,112.5792,112.5792,112.5792,112.5792,3
2024-05-30 06:15:00,112.5792,112.5792,112.5792,112.5792,1
2024-05-30 06:26:00,112.5395,112.5395,112.5395,112.5395,67
2024-05-30 06:30:00,112.5197,112.5197,112.5197,112.5197,1
2024-05-30 06:32:00,112.5395,112.5395,112.5395,112.5395,1
2024-05-30 06:36:00,112.5395,112.5395,112.5395,112.5395,3
2024-05-30 06:47:00,112.6189,112.6189,112.6189,112.6189,50
2024-05-30 07:00:00,112.6883,112.6883,112.5891,112.5891,26
2024-05-30 07:01:00,112.5197,112.5197,112.5197,112.5197,2
2024-05-30 07:03:00,112.5395,112.5395,112.5395,112.5395,22
2024-05-30 07:04:00,112.5296,112.5296,112.5296,112.5296,16
2024-05-30 07:10:00,112.5991,112.5991,112.5991,112.5991,1
2024-05-30 07:12:00,112.6090,112.6685,112.6090,112.6685,76
2024-05-30 07:21:00,112.5395,112.5395,112.5395,112.5395,20
2024-05-30 07:23:00,112.6387,112.6586,112.6387,112.6586,99
2024-05-30 07:25:00,112.6983,112.6983,112.5991,112.5991,102
2024-05-30 07:27:00,112.6883,112.6983,112.6883,112.6983,100
2024-05-30 07:29:00,112.6883,112.6883,112.6883,112.6883,1
2024-05-30 07:38:00,112.6883,112.6983,112.6883,112.6983,35
2024-05-30 07:39:00,112.6983,112.7875,112.6983,112.7875,309
2024-05-30 07:44:00,112.8570,112.8570,112.8570,112.8570,9
2024-05-30 07:49:00,112.7875,112.7875,112.7875,112.7875,15
2024-05-30 07:52:00,112.7875,112.7875,112.7379,112.7379,30
2024-05-30 07:54:00,112.7875,112.7875,112.7875,112.7875,1
2024-05-30 07:58:00,112.7677,112.7677,112.7181,112.7181,6
2024-05-30 08:00:00,112.5619,112.9264,112.3610,112.7280,5060
2024-05-30 08:01:00,112.7280,112.9264,112.7280,112.9264,6
2024-05-30 08:02:00,112.7280,112.8471,112.5693,112.7280,150
2024-05-30 08:03:00,112.7280,112.8471,112.3610,112.6784,32
2024-05-30 08:04:00,112.3610,112.7280,112.3610,112.5693,295
2024-05-30 08:05:00,112.7875,112.7875,112.5991,112.5991,3
2024-05-30 08:06:00,112.8173,112.9760,112.6189,112.7677,181
2024-05-30 08:07:00,112.7875,112.7875,112.7875,112.7875,50
2024-05-30 08:08:00,112.7875,112.7875,112.7875,112.7875,5
2024-05-30 08:11:00,112.9264,112.9264,112.9264,112.9264,2
2024-05-30 08:12:00,112.9264,112.9264,112.7875,112.7875,11
2024-05-30 08:13:00,112.9264,112.9264,112.9264,112.9264,3
2024-05-30 08:14:00,112.7280,112.7280,112.7280,112.7280,1
2024-05-30 08:15:00,112.7776,112.7776,112.7776,112.7776,2
2024-05-30 08:17:00,112.7776,112.7776,112.7776,112.7776,1
2024-05-30 08:21:00,112.7776,112.7776,112.7776,112.7776,2
2024-05-30 08:22:00,112.7479,112.7479,112.7280,112.7280,6
2024-05-30 08:23:00,112.7280,112.7280,112.7280,112.7280,2
2024-05-30 08:25:00,112.7776,112.7776,112.7677,112.7677,6
2024-05-30 08:27:00,112.9264,112.9264,112.9264,112.9264,35
2024-05-30 08:28:00,112.7776,112.7776,112.7776,112.7776,21
2024-05-30 08:29:00,112.7776,112.7776,112.7776,112.7776,1
2024-05-30 08:30:00,113.0256,113.0256,113.0256,113.0256,2
2024-05-30 08:32:00,112.7875,112.7875,112.7875,112.7875,15
2024-05-30 08:33:00,112.7875,112.7875,112.7875,112.7875,2
2024-05-30 08:34:00,112.7280,112.7677,112.7280,112.7677,3
2024-05-30 08:35:00,112.7677,112.7677,112.7677,112.7677,15
2024-05-30 08:36:00,112.7875,112.9264,112.7875,112.9264,26
2024-05-30 08:37:00,112.7677,112.7677,112.7677,112.7677,5
2024-05-30 08:39:00,112.7677,112.7677,112.7677,112.7677,30
2024-05-30 08:40:00,112.7677,112.7677,112.6702,112.6702,105
2024-05-30 08:41:00,112.6883,112.6883,112.6883,112.6883,1
2024-05-30 08:42:00,112.7280,112.9264,112.7280,112.9264,9
2024-05-30 08:44:00,112.7677,112.7677,112.7677,112.7677,3
2024-05-30 08:45:00,112.7280,112.7280,112.7280,112.7280,13
2024-05-30 08:47:00,112.6983,112.6983,112.6983,112.6983,1
2024-05-30 08:48:00,112.6487,112.6487,112.5991,112.5991,292
2024-05-30 08:49:00,112.5991,112.5991,112.5991,112.5991,101
2024-05-30 08:50:00,112.5991,112.5991,112.5991,112.5991,28
2024-05-30 08:51:00,112.5991,112.8768,112.5991,112.8768,28
2024-05-30 08:52:00,112.5991,112.8173,112.4576,112.4576,365
2024-05-30 08:53:00,112.6586,112.6586,112.6487,112.6487,9
2024-05-30 08:54:00,112.5991,112.6090,112.5991,112.6090,14
2024-05-30 08:55:00,112.6090,112.6090,112.5991,112.5991,144
2024-05-30 08:56:00,112.8570,112.8570,112.8570,112.8570,5
2024-05-30 08:58:00,112.8570,112.8570,112.8570,112.8570,10
2024-05-30 09:01:00,112.6189,112.8570,112.5991,112.8570,205
2024-05-30 09:03:00,112.7875,112.7875,112.5991,112.5991,16
2024-05-30 09:04:00,112.5296,112.5395,112.5098,112.5197,250
2024-05-30 09:05:00,112.4998,112.5098,112.4998,112.4998,142
2024-05-30 09:06:00,112.4808,112.4819,112.4808,112.4819,87
2024-05-30 09:07:00,112.4800,112.4800,112.4800,112.4800,1
2024-05-30 09:09:00,112.5296,112.7677,112.5296,112.7677,3
2024-05-30 09:10:00,112.4899,112.4899,112.3610,112.3610,208
2024-05-30 09:11:00,112.4502,112.4502,112.4106,112.4106,5
2024-05-30 09:12:00,112.5495,112.5495,112.4800,112.4800,2
2024-05-30 09:13:00,112.4800,112.4800,112.4800,112.4800,1
2024-05-30 09:14:00,112.5296,112.5296,112.5296,112.5296,10
2024-05-30 09:15:00,112.5296,112.5395,112.4800,112.5395,30
2024-05-30 09:16:00,112.4403,112.4403,112.4006,112.4006,102
2024-05-30 09:17:00,112.3808,112.3808,112.3510,112.3510,358
2024-05-30 09:19:00,112.3510,112.3510,112.2518,112.3510,180
2024-05-30 09:20:00,112.3014,112.3014,112.1030,112.2518,2170
2024-05-30 09:21:00,112.4800,112.4800,112.4800,112.4800,1
2024-05-30 09:23:00,112.2122,112.2122,112.1229,112.1824,591
2024-05-30 09:24:00,112.2221,112.2221,112.1129,112.1229,133
2024-05-30 09:25:00,112.1129,112.4006,112.1030,112.4006,129
2024-05-30 09:26:00,112.4998,112.4998,112.4998,112.4998,1
2024-05-30 09:29:00,112.2518,112.2518,112.0137,112.0534,7663
2024-05-30 09:30:00,112.3709,112.6983,112.2915,112.6983,320278
2024-05-30 09:31:00,112.6784,112.9661,112.6784,112.8967,50687
2024-05-30 09:32:00,112.8967,113.0455,112.5991,112.6288,73621
2024-05-30 09:33:00,112.6387,112.8272,112.5693,112.6586,47720
2024-05-30 09:34:00,112.6784,112.6883,112.5495,112.5891,23916
2024-05-30 09:35:00,112.5842,112.5991,112.4403,112.5395,114265
2024-05-30 09:36:00,112.5693,112.6387,112.4750,112.5792,77893
2024-05-30 09:37:00,112.5991,112.6242,112.5202,112.5594,51455
2024-05-30 09:38:00,112.5544,112.5891,112.2618,112.2667,41703
2024-05-30 09:39:00,112.2518,112.2518,112.0584,112.0683,32892
2024-05-30 09:40:00,112.0683,112.3907,112.0683,112.3709,83043
2024-05-30 09:41:00,112.3808,112.4056,112.1427,112.3808,76603
2024-05-30 09:42:00,112.3907,112.5395,112.3808,112.5296,39860
2024-05-30 09:43:00,112.5296,112.5495,112.4453,112.4502,28534
2024-05-30 09:44:00,112.4800,112.5098,112.3510,112.4602,34578
2024-05-30 09:45:00,112.4701,112.5197,112.3213,112.4403,74176
2024-05-30 09:46:00,112.4106,112.5296,112.3907,112.4602,54380
2024-05-30 09:47:00,112.4453,112.5891,112.4403,112.5594,30889
2024-05-30 09:48:00,112.5668,112.6040,112.4502,112.4602,46205
2024-05-30 09:49:00,112.4701,112.5048,112.4206,112.4850,26269
2024-05-30 09:50:00,112.4850,112.5495,112.4006,112.4998,43280
2024-05-30 09:51:00,112.4998,112.5495,112.3411,112.3411,52896
2024-05-30 09:52:00,112.3411,112.4898,112.3411,112.4602,36368
2024-05-30 09:53:00,112.4806,112.4899,112.4006,112.4899,14428
2024-05-30 09:54:00,112.4899,112.5197,112.3957,112.5098,52743
2024-05-30 09:55:00,112.5147,112.5150,112.4403,112.4899,15419
2024-05-30 09:56:00,112.5068,112.6288,112.4980,112.6288,54781
2024-05-30 09:57:00,112.6288,112.6760,112.6139,112.6139,22993
2024-05-30 09:58:00,112.6040,112.6659,112.6040,112.6040,21098
2024-05-30 09:59:00,112.6040,112.6888,112.6040,112.6883,18676
2024-05-30 10:00:00,112.6883,112.7449,112.5880,112.5880,74235
2024-05-30 10:01:00,112.5743,112.5891,112.4998,112.5693,33690
2024-05-30 10:02:00,112.5743,112.5891,112.4800,112.5197,20807
2024-05-30 10:03:00,112.5197,112.5594,112.4800,112.4899,23104
2024-05-30 10:04:00,112.4949,112.5594,112.4701,112.5147,27642
2024-05-30 10:05:00,112.5147,112.5247,112.4532,112.4552,30368
2024-05-30 10:06:00,112.4602,112.6487,112.4437,112.6189,44576
2024-05-30 10:07:00,112.6189,112.6883,112.6189,112.6487,25781
2024-05-30 10:08:00,112.6487,112.7578,112.6239,112.7578,37410
2024-05-30 10:09:00,112.7677,112.7826,112.7082,112.7677,28546
2024-05-30 10:10:00,112.7826,112.8471,112.7379,112.7578,24116
2024-05-30 10:11:00,112.7677,112.8074,112.5495,112.5792,105881
2024-05-30 10:12:00,112.5594,112.6090,112.5197,112.5693,30325
2024-05-30 10:13:00,112.5991,112.6883,112.5959,112.6387,28975
2024-05-30 10:14:00,112.6586,112.7479,112.6487,112.7181,22221
2024-05-30 10:15:00,112.7379,112.8421,112.6983,112.8272,88151
2024-05-30 10:16:00,112.8372,112.9165,112.8173,112.8768,36174
2024-05-30 10:17:00,112.8768,112.8768,112.7479,112.7578,48181
2024-05-30 10:18:00,112.7578,112.9066,112.7544,112.8471,36126
2024-05-30 10:19:00,112.8669,112.9314,112.8570,112.9264,34178
2024-05-30 10:20:00,112.9215,112.9314,112.8620,112.8967,24259
2024-05-30 10:21:00,112.8967,112.8967,112.8173,112.8173,28575
2024-05-30 10:22:00,112.8372,112.9364,112.8272,112.8917,24623
2024-05-30 10:23:00,112.8917,112.9364,112.8520,112.8768,19937
2024-05-30 10:24:00,112.8868,112.9364,112.8752,112.9066,30161
2024-05-30 10:25:00,112.8917,112.8967,112.7776,112.8570,29444
2024-05-30 10:26:00,112.8570,112.9364,112.8174,112.9364,38797
2024-05-30 10:27:00,112.9302,112.9414,112.8372,112.8471,15473
2024-05-30 10:28:00,112.8471,112.8719,112.7369,112.7578,14354
2024-05-30 10:29:00,112.7578,112.8272,112.7379,112.7875,16234
2024-05-30 10:30:00,112.7776,112.7776,112.6189,112.7055,19000
2024-05-30 10:31:00,112.7231,112.7231,112.6586,112.7085,17378
2024-05-30 10:32:00,112.7167,112.7479,112.7032,112.7280,23523
2024-05-30 10:33:00,112.7379,112.8272,112.7379,112.8272,21138
2024-05-30 10:34:00,112.8372,112.8570,112.7231,112.7280,21599
2024-05-30 10:35:00,112.7181,112.7875,112.7082,112.7578,14710
2024-05-30 10:36:00,112.7627,112.7776,112.6387,112.6387,14420
2024-05-30 10:37:00,112.6586,112.6883,112.5991,112.6586,14500
2024-05-30 10:38:00,112.6685,112.7032,112.6536,112.6784,20952
2024-05-30 10:39:00,112.6784,112.6784,112.6189,112.6784,20061
2024-05-30 10:40:00,112.6784,112.6784,112.6387,112.6685,16832
2024-05-30 10:41:00,112.6586,112.6883,112.6189,112.6387,14750
2024-05-30 10:42:00,112.6387,112.6685,112.5495,112.5891,22526
2024-05-30 10:43:00,112.5792,112.6090,112.5197,112.5792,67994
2024-05-30 10:44:00,112.5803,112.6387,112.5743,112.5777,26644
2024-05-30 10:45:00,112.5792,112.6684,112.5296,112.6536,31378
2024-05-30 10:46:00,112.6487,112.7181,112.6387,112.7172,27536
2024-05-30 10:47:00,112.7181,112.7776,112.7082,112.7775,36346
2024-05-30 10:48:00,112.7776,112.8818,112.7776,112.8669,29940
2024-05-30 10:49:00,112.8768,112.9264,112.8421,112.8669,15329
2024-05-30 10:50:00,112.8768,112.8818,112.7975,112.8272,27500
2024-05-30 10:51:00,112.8372,112.8669,112.7975,112.7975,21057
2024-05-30 10:52:00,112.8074,112.8322,112.7826,112.8273,22673
2024-05-30 10:53:00,112.8322,112.8570,112.7330,112.7578,36248
2024-05-30 10:54:00,112.7578,112.7776,112.7290,112.7776,10429
2024-05-30 10:55:00,112.7875,112.7875,112.7181,112.7677,23778
2024-05-30 10:56:00,112.7578,112.7875,112.7578,112.7866,11882
2024-05-30 10:57:00,112.7975,112.8570,112.7975,112.8074,8738
2024-05-30 10:58:00,112.8272,112.9165,112.8173,112.9066,27182
2024-05-30 10:59:00,112.9364,112.9512,112.8669,112.8906,16475
2024-05-30 11:00:00,112.8868,112.8868,112.7280,112.8372,44750
2024-05-30 11:01:00,112.8272,112.9562,112.8123,112.9264,631798
2024-05-30 11:02:00,112.9066,112.9958,112.8471,112.8669,21108
2024-05-30 11:03:00,112.8620,112.9364,112.8372,112.9165,25013
2024-05-30 11:04:00,112.9066,112.9066,112.7181,112.7379,28857
2024-05-30 11:05:00,112.7280,112.7975,112.6487,112.7479,29248
2024-05-30 11:06:00,112.7578,113.0455,112.7578,112.8669,57541
2024-05-30 11:07:00,112.8669,112.9263,112.7875,112.8570,26079
2024-05-30 11:08:00,112.8471,112.8898,112.7975,112.8537,22782
2024-05-30 11:09:00,112.8818,112.9760,112.8372,112.8967,23648
2024-05-30 11:10:00,112.8768,112.9463,112.8669,112.9364,13069
2024-05-30 11:11:00,112.9364,112.9760,112.8768,112.9364,19084
2024-05-30 11:12:00,112.9428,112.9760,112.8967,112.9739,14468
2024-05-30 11:13:00,112.9661,112.9661,112.9116,112.9264,31679
2024-05-30 11:14:00,112.9364,112.9463,112.8818,112.9066,13942
2024-05-30 11:15:00,112.9066,112.9562,112.8868,112.9413,18779
2024-05-30 11:16:00,112.9562,112.9711,112.9165,112.9264,19614
2024-05-30 11:17:00,112.9215,112.9215,112.8471,112.8868,12177
2024-05-30 11:18:00,112.8868,113.0058,112.8868,113.0058,11746
2024-05-30 11:19:00,113.0157,113.0752,112.9959,113.0157,17068
2024-05-30 11:20:00,113.0157,113.0157,112.9066,112.9512,20056
2024-05-30 11:21:00,112.9562,112.9860,112.9264,112.9792,17192
2024-05-30 11:22:00,112.9860,113.0157,112.9512,112.9562,8905
2024-05-30 11:23:00,112.9562,113.0058,112.9512,112.9760,11611
2024-05-30 11:24:00,112.9760,113.0058,112.9463,112.9959,11625
2024-05-30 11:25:00,113.0058,113.0306,112.9165,113.0058,24197
2024-05-30 11:26:00,113.0256,113.0405,112.9810,112.9810,10167
2024-05-30 11:27:00,112.9860,113.0008,112.9463,112.9661,11635
2024-05-30 11:28:00,112.9760,112.9810,112.9562,112.9661,9783
2024-05-30 11:29:00,112.9661,112.9711,112.9264,112.9264,11011
2024-05-30 11:30:00,112.9215,112.9364,112.8669,112.9215,20424
2024-05-30 11:31:00,112.9165,112.9661,112.9066,112.9463,12716
2024-05-30 11:32:00,112.9463,113.0058,112.9463,113.0058,12229
2024-05-30 11:33:00,113.0157,113.0356,112.9860,113.0256,12837
2024-05-30 11:34:00,113.0256,113.0554,113.0157,113.0256,16873
2024-05-30 11:35:00,113.0306,113.0554,112.9760,113.0058,16685
2024-05-30 11:36:00,112.9959,113.0008,112.9016,112.9016,15226
2024-05-30 11:37:00,112.9016,112.9016,112.8173,112.8471,23289
2024-05-30 11:38:00,112.8471,112.8917,112.8175,112.8372,12368
2024-05-30 11:39:00,112.8275,112.8669,112.8275,112.8471,12314
2024-05-30 11:40:00,112.8421,112.8471,112.8173,112.8173,7761
2024-05-30 11:41:00,112.8173,112.8520,112.7925,112.8223,20032
2024-05-30 11:42:00,112.8223,112.8272,112.7925,112.8272,8521
2024-05-30 11:43:00,112.8223,112.8322,112.7379,112.7379,15122
2024-05-30 11:44:00,112.7330,112.7330,112.6784,112.6784,22049
2024-05-30 11:45:00,112.6883,112.6983,112.6387,112.6685,10332
2024-05-30 11:46:00,112.6685,112.6685,112.6288,112.6437,14898
2024-05-30 11:47:00,112.6487,112.7181,112.6387,112.7181,35929
2024-05-30 11:48:00,112.7165,112.7379,112.6983,112.7010,13711
2024-05-30 11:49:00,112.6995,112.7181,112.6635,112.6635,12907
2024-05-30 11:50:00,112.6635,112.7379,112.6635,112.7280,15803
2024-05-30 11:51:00,112.7181,112.7975,112.7181,112.7975,14321
2024-05-30 11:52:00,112.7975,112.7975,112.7776,112.7975,35993
2024-05-30 11:53:00,112.7975,112.8074,112.7479,112.8074,10895
2024-05-30 11:54:00,112.8123,112.8372,112.7181,112.7379,46103
2024-05-30 11:55:00,112.7429,112.7578,112.7280,112.7379,62624
2024-05-30 11:56:00,112.7379,112.7627,112.7231,112.7280,46770
2024-05-30 11:57:00,112.7231,112.7379,112.6784,112.7131,29216
2024-05-30 11:58:00,112.7181,112.7479,112.7032,112.7479,23287
2024-05-30 11:59:00,112.7330,112.7479,112.6784,112.6983,35530
2024-05-30 12:00:00,112.6834,112.7379,112.6635,112.7330,34283
2024-05-30 12:01:00,112.7379,112.7379,112.6883,112.7082,24549
2024-05-30 12:02:00,112.7181,112.7479,112.5991,112.6173,14415
2024-05-30 12:03:00,112.6131,112.6685,112.5807,112.6387,32248
2024-05-30 12:04:00,112.6387,112.6685,112.6387,112.6635,13717
2024-05-30 12:05:00,112.6784,112.7479,112.6784,112.7379,13166
2024-05-30 12:06:00,112.7479,112.7479,112.7182,112.7231,19529
2024-05-30 12:07:00,112.7279,112.7279,112.6805,112.7131,15365
2024-05-30 12:08:00,112.7181,112.7677,112.7181,112.7330,26830
