date,ticker,embedding_distance,finbert
2024-04-18 13:15:00,PFE,8.421441,"[2.2539026737213135, 2.3836112022399902, -7.95810604095459]"
2024-04-18 13:15:00,PFE,8.421441,"[2.2539026737213135, 2.3836112022399902, -7.95810604095459]"
2024-04-18 13:15:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 13:15:00,PFE,9.694581,"[7.1346001625061035, -6.523354530334473, -2.930576801300049]"
2024-04-18 13:15:00,PFE,8.432859,"[4.498394012451172, -2.7829155921936035, -5.708202838897705]"
2024-04-18 13:15:00,PFE,8.301234,"[3.832693576812744, -2.1035258769989014, -4.7933197021484375]"
2024-04-18 13:15:00,PFE,9.598387,"[2.2420594692230225, 0.6052668690681458, -5.285212516784668]"
2024-04-18 13:15:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 13:15:00,PFE,12.956558,"[1.2918497323989868, -0.3051755130290985, -4.227270126342773]"
2024-04-18 13:15:00,PFE,9.513067,"[5.533043384552002, -5.760385036468506, -1.8722361326217651]"
2024-04-18 13:15:00,PFE,8.836305,"[2.5591249465942383, -2.8521924018859863, -2.4038774967193604]"
2024-04-18 13:15:00,PFE,9.11177,"[-1.6344772577285767, -2.425259828567505, 6.140198707580566]"
2024-04-18 13:15:00,PFE,9.174282,"[-3.7488837242126465, 8.357172966003418, -6.501463890075684]"
2024-04-18 13:15:00,PFE,8.437403,"[-2.9150328636169434, -0.6860175728797913, 6.64450740814209]"
2024-04-18 13:15:00,PFE,8.363283,"[-5.980197906494141, 11.48183536529541, -7.467759609222412]"
2024-04-18 13:15:00,PFE,8.666985,"[-6.111635684967041, 9.785825729370117, -5.267490863800049]"
2024-04-18 13:15:00,PFE,8.477456,"[6.098874568939209, -4.9066362380981445, -1.5743759870529175]"
2024-04-18 13:15:00,PFE,10.613999,"[2.2606618404388428, -3.6660871505737305, -2.245274066925049]"
2024-04-18 13:15:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 13:15:00,PFE,8.524088,"[-3.3681604862213135, 7.81971549987793, -6.998940944671631]"
2024-04-18 13:15:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 13:15:00,PFE,9.087179,"[-1.380589246749878, 5.824357509613037, -6.5351948738098145]"
2024-04-18 13:15:00,PFE,9.623769,"[5.041120529174805, -2.860635757446289, -2.933748245239258]"
2024-04-18 13:15:00,PFE,8.195587,"[9.200312614440918, -6.310044765472412, -4.490650653839111]"
2024-04-18 13:15:00,PFE,8.144448,"[5.3842668533325195, -7.658928394317627, -1.5068937540054321]"
2024-04-18 13:15:00,PFE,11.005672,"[4.099086284637451, -2.5720996856689453, -4.47703742980957]"
2024-04-18 13:15:00,PFE,9.121734,"[5.611284255981445, -5.8631367683410645, -4.924942970275879]"
2024-04-18 13:15:00,PFE,9.379606,"[3.0099432468414307, -1.9177273511886597, -4.597156524658203]"
2024-04-18 13:15:00,PFE,11.780737,"[3.93249773979187, -5.4432902336120605, -2.201179027557373]"
2024-04-18 13:15:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 19:44:00,PFE,8.681123,"[5.482677459716797, -4.563082218170166, -3.9928178787231445]"
2024-04-18 19:44:00,PFE,8.104852,"[3.330833673477173, -0.09017900377511978, -5.308468818664551]"
2024-04-18 19:44:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 19:44:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 19:44:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 19:44:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 19:44:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 19:44:00,PFE,8.6764965,"[-4.867429256439209, 9.076438903808594, -5.15573787689209]"
2024-04-18 19:44:00,PFE,8.291185,"[1.4109880924224854, 3.699475049972534, -8.09691047668457]"
2024-04-18 19:44:00,PFE,8.287752,"[5.013077259063721, 0.05236323922872543, -8.11674976348877]"
2024-04-18 19:44:00,PFE,8.780869,"[-7.343842029571533, 12.44030475616455, -5.923823356628418]"
2024-04-18 19:44:00,PFE,8.868476,"[-4.592808723449707, 10.157540321350098, -6.715806007385254]"
2024-04-18 19:44:00,PFE,8.031573,"[6.232364654541016, -6.927743911743164, -3.5083837509155273]"
2024-04-18 19:44:00,PFE,8.218494,"[-5.997339725494385, 11.144824028015137, -5.516575813293457]"
2024-04-18 19:44:00,PFE,8.82326,"[3.897204637527466, -4.001387596130371, -1.9273651838302612]"
2024-04-18 19:44:00,PFE,7.8100038,"[2.9433434009552, -0.16005805134773254, -4.5963544845581055]"
2024-04-18 19:44:00,PFE,8.245788,"[4.98665189743042, -4.454307556152344, -3.363037347793579]"
2024-04-18 19:44:00,PFE,8.861397,"[5.013726234436035, -4.186927318572998, 0.10125191509723663]"
2024-04-18 19:44:00,PFE,8.526451,"[-0.5255511403083801, 5.679527282714844, -7.923130989074707]"
2024-04-18 19:44:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,9.419466,"[4.692800045013428, -2.9115757942199707, -2.1969008445739746]"
2024-04-18 21:31:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,10.195428,"[3.7120003700256348, -3.6242125034332275, -4.2146897315979]"
2024-04-18 21:31:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,11.821215,"[4.117733478546143, -3.773712158203125, -1.4303432703018188]"
2024-04-18 21:31:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,11.159073,"[3.9820845127105713, -3.6151857376098633, -3.0982143878936768]"
2024-04-18 21:31:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,10.440191,"[4.672277450561523, -4.977736473083496, -3.495739221572876]"
2024-04-18 21:31:00,PFE,11.838952,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-18 21:31:00,PFE,9.637015,"[7.186051845550537, -7.193459987640381, -3.808079957962036]"
2024-04-18 21:31:00,PFE,10.219354,"[6.814060688018799, -7.25665283203125, -2.3470137119293213]"
2024-04-18 21:31:00,PFE,8.540547,"[-4.988783836364746, 9.28358268737793, -6.042300701141357]"
2024-04-18 21:31:00,PFE,8.210365,"[6.693777561187744, -3.3181962966918945, -5.509171009063721]"
2024-04-18 21:31:00,PFE,8.122596,"[5.093749523162842, -4.267618656158447, -5.015325546264648]"
2024-04-18 21:31:00,PFE,8.635354,"[6.063966751098633, -4.35066032409668, -4.721881866455078]"
2024-04-18 21:31:00,PFE,8.5501175,"[2.899101972579956, -2.6601734161376953, -4.743172645568848]"
2024-04-18 21:31:00,PFE,9.069558,"[6.515977382659912, -4.132638454437256, -4.835750579833984]"
2024-04-18 21:31:00,PFE,8.978774,"[-6.04629373550415, 10.376469612121582, -4.740774631500244]"
2024-04-18 21:31:00,PFE,8.057378,"[3.6743552684783936, -2.32582426071167, -5.1742963790893555]"
2024-04-18 21:31:00,PFE,8.691328,"[-3.8303630352020264, 7.563079357147217, -6.855747222900391]"
2024-04-18 21:31:00,PFE,8.68735,"[-6.728606224060059, 11.417989730834961, -7.460678577423096]"
2024-04-18 21:31:00,PFE,8.702679,"[4.072445392608643, -2.9100639820098877, -5.668418884277344]"
2024-04-18 21:31:00,PFE,7.7578225,"[6.130859851837158, -6.010648250579834, -4.153282165527344]"
2024-04-18 21:31:00,PFE,8.576421,"[-5.0625224113464355, 8.362812995910645, -4.898680686950684]"
2024-04-18 21:31:00,PFE,8.6917305,"[-6.724386692047119, 10.652310371398926, -4.121784210205078]"
2024-04-18 21:31:00,PFE,8.062795,"[8.493617057800293, -7.769044876098633, -4.178825378417969]"
2024-04-18 21:31:00,PFE,8.871951,"[2.67889142036438, -2.2564947605133057, -4.3918633460998535]"
2024-04-18 21:31:00,PFE,11.096388,"[3.302525758743286, -1.7279088497161865, -4.796010971069336]"
2024-04-18 21:31:00,PFE,10.464635,"[2.974583864212036, -3.0630550384521484, -3.409653663635254]"
2024-04-18 21:31:00,PFE,10.193527,"[0.6663074493408203, -0.45913025736808777, -4.635730743408203]"
2024-04-18 21:31:00,PFE,9.967142,"[7.307132244110107, -6.693376541137695, -4.510563850402832]"
2024-04-18 21:31:00,PFE,10.081202,"[5.389333248138428, -4.6086344718933105, -4.111401557922363]"
2024-04-18 21:31:00,PFE,8.234671,"[5.1711297035217285, -3.178009510040283, -5.549407005310059]"
2024-04-18 21:31:00,PFE,10.396693,"[4.132655620574951, -5.777835369110107, -1.781753420829773]"
2024-04-18 21:31:00,PFE,8.292423,"[7.700891494750977, -6.47121000289917, -5.624386787414551]"
2024-04-18 21:31:00,PFE,8.884524,"[5.588539123535156, -6.336546421051025, -2.3999838829040527]"
2024-04-18 21:31:00,PFE,8.592664,"[6.0088629722595215, -5.624020099639893, -2.3549160957336426]"
2024-04-18 21:31:00,PFE,7.744108,"[6.806540489196777, -5.4369425773620605, -2.9458611011505127]"
2024-04-18 21:31:00,PFE,7.902731,"[6.516934394836426, -6.622514247894287, -4.263123035430908]"
2024-04-18 21:31:00,PFE,8.187188,"[3.800459623336792, -3.7190628051757812, -4.163480758666992]"
2024-04-18 21:31:00,PFE,10.658709,"[1.675814151763916, -1.504578948020935, -4.432923316955566]"
2024-04-18 21:31:00,PFE,10.400811,"[0.46302330493927, 0.9486441612243652, -5.7438154220581055]"
2024-04-18 21:31:00,PFE,9.698804,"[3.211407423019409, -2.216614246368408, -4.281373500823975]"
