date,ticker,embedding_distance,finbert
2024-04-01 16:10:14,CAT,9.938008,"[3.304565191268921, 1.3400572538375854, -6.300769329071045]"
2024-04-01 16:10:14,CAT,9.743291,"[7.4002299308776855, -6.0687432289123535, -3.308053731918335]"
2024-04-01 16:10:14,CAT,10.226379,"[4.798973083496094, -5.50200080871582, -2.50998592376709]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,10.226379,"[4.798973083496094, -5.50200080871582, -2.50998592376709]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,9.392199,"[8.532081604003906, -5.883473873138428, -3.245513916015625]"
2024-04-01 16:10:14,CAT,10.34944,"[2.857837200164795, -2.01676607131958, -0.17568987607955933]"
2024-04-01 16:10:14,CAT,10.444528,"[2.7887375354766846, -3.304792642593384, -3.5668649673461914]"
2024-04-01 16:10:14,CAT,8.323255,"[3.6865463256835938, -3.3298282623291016, -3.6140620708465576]"
2024-04-01 16:10:14,CAT,9.770746,"[4.529792785644531, -4.696249008178711, -1.882466197013855]"
2024-04-01 16:10:14,CAT,11.031216,"[5.9163432121276855, -4.797576904296875, -4.330442428588867]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,7.7959,"[4.0791802406311035, -4.801712512969971, -4.406423568725586]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,9.8369055,"[-4.566003322601318, 8.833878517150879, -8.185059547424316]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,9.718028,"[5.817026138305664, -6.295379638671875, -2.7201104164123535]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,9.37642,"[4.862388610839844, -5.430400848388672, -3.9372611045837402]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,9.770746,"[4.529792785644531, -4.696249008178711, -1.882466197013855]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,9.701824,"[4.918481349945068, -5.257838726043701, -2.946326971054077]"
2024-04-01 16:10:14,CAT,11.137501,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 16:10:14,CAT,9.48701,"[-7.622161388397217, 13.434886932373047, -6.2947998046875]"
2024-04-01 16:10:14,CAT,9.90403,"[-7.7317352294921875, 12.928500175476074, -5.569825172424316]"
2024-04-01 16:10:14,CAT,10.943339,"[-0.18820591270923615, 0.46087923645973206, -2.9744179248809814]"
2024-04-01 16:10:14,CAT,9.864337,"[-7.25494909286499, 13.646746635437012, -6.837371826171875]"
2024-04-01 16:10:14,CAT,9.993007,"[-7.208699703216553, 12.491658210754395, -5.164572715759277]"
2024-04-01 16:10:14,CAT,9.916002,"[3.784130811691284, -1.2328161001205444, -3.9146130084991455]"
2024-04-01 16:10:14,CAT,10.416287,"[-8.027156829833984, 13.857341766357422, -6.049532413482666]"
2024-04-01 16:10:14,CAT,9.769073,"[-4.438255310058594, -1.0676573514938354, 8.892952919006348]"
2024-04-01 16:10:14,CAT,10.095034,"[-5.458345890045166, 8.621049880981445, -4.572525978088379]"
2024-04-01 16:10:14,CAT,9.985526,"[0.5789551138877869, 3.3435635566711426, -5.294375419616699]"
2024-04-01 16:10:14,CAT,9.179751,"[5.007139205932617, -5.27351713180542, -3.869537591934204]"
2024-04-01 16:10:14,CAT,10.812499,"[-7.048573970794678, 11.794663429260254, -5.735219955444336]"
2024-04-01 16:10:14,CAT,9.8609705,"[-4.429555416107178, 9.9126615524292, -6.950879096984863]"
