date,ticker,embedding_distance,finbert
2024-04-01 14:28:00,INTC,9.606069,"[3.304565191268921, 1.3400572538375854, -6.300769329071045]"
2024-04-01 14:28:00,INTC,9.36215,"[7.4002299308776855, -6.0687432289123535, -3.308053731918335]"
2024-04-01 14:28:00,INTC,9.095307,"[4.798973083496094, -5.50200080871582, -2.50998592376709]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,9.095307,"[4.798973083496094, -5.50200080871582, -2.50998592376709]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,9.812563,"[8.532081604003906, -5.883473873138428, -3.245513916015625]"
2024-04-01 14:28:00,INTC,10.665594,"[2.857837200164795, -2.01676607131958, -0.17568987607955933]"
2024-04-01 14:28:00,INTC,10.692649,"[2.7887375354766846, -3.304792642593384, -3.5668649673461914]"
2024-04-01 14:28:00,INTC,9.346965,"[3.6865463256835938, -3.3298282623291016, -3.6140620708465576]"
2024-04-01 14:28:00,INTC,9.818706,"[4.529792785644531, -4.696249008178711, -1.882466197013855]"
2024-04-01 14:28:00,INTC,10.9344845,"[5.9163432121276855, -4.797576904296875, -4.330442428588867]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,9.758232,"[7.170902729034424, -4.4693779945373535, -5.137389183044434]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,9.727026,"[-4.566003322601318, 8.833878517150879, -8.185059547424316]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.0325165,"[4.674453258514404, -5.219736099243164, -2.6967506408691406]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,9.674439,"[4.862388610839844, -5.430400848388672, -3.9372611045837402]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,9.818706,"[4.529792785644531, -4.696249008178711, -1.882466197013855]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,10.994271,"[1.848434567451477, -1.6022709608078003, -4.3535637855529785]"
2024-04-01 14:28:00,INTC,8.734312,"[3.118586301803589, -5.5191264152526855, -1.3650901317596436]"
